that's awesome; I'm glad we live in this wicked sweet world!!
100.00%: 
14.04%:  I
0.00%:  the whole world kinda
0.00%:  it made him that over
0.00%:  that was like his middle
0.00%:  no I was k
0.00%:  it's a crime that he didn
0.00%:  it's weird how some things
0.00%:  he's made me think
0.00%:  wait no he's like
0.00%:  it'd make more sense to have
0.00%:  I think it's called math
0.00%:  let's go with sem
0.00%:  it's not the world
0.00%:  I made that third
0.00%:  it's him or
0.00%:  I think he did call
0.00%:  I agree with the sem
0.00%:  it's still a math
0.01%:  it's still a math degree
0.00%:  how did we get to the
0.00%:  this is weird and I'd
0.00%:  it doesn't work with me
0.00%:  I've got this whole rec
0.00%:  it doesn't seem like he was a
0.00%:  it's me who wrote that!!
0.00%:  I think he'll get more
0.00%:  he'd have liked
0.00%:  he'd have liked it more
0.00%:  I've got no idea what the rest
0.00%:  it's making the world less
0.01%:  it's making the world less awesome
0.00%:  I'd give him that credit
0.00%:  all it's made him is dead wrong
0.00%:  is that how
0.01%:  is that how it works
0.00%:  I wish he'd never looked
0.00%:  I lied there; he didn
0.00%:  this makes me re
0.00%:  while we're at it I'm moving
0.00%:  that's like his middle name I
0.00%:  it's still hard to know
0.00%:  it seems like we're all
0.00%:  that's where I wanted
0.00%:  while we're at it let's divide the
0.00%:  it's kinda awesome how he's called
0.00%:  it's weird how I talk
0.00%:  we all know he's there
0.00%:  I don't see how we'll ever get this idea
0.00%:  what he did was remove
0.00%:  there's two things we'
0.00%:  man I'd
0.00%:  man I'd like
0.00%:  I think the w
0.00%:  wait I'm kinda
0.00%:  that's what I'm living
0.00%:  wow that's kinda awesome
0.00%:  I've no idea who writes the
0.00%:  I might've looked this
0.00%:  it's weird that we've ended
0.00%:  what I've done is called
0.00%:  it's model
0.00%:  we don't care what he likes!!
0.00%:  he won't give
0.02%:  he won't give me credit
0.01%:  he won't give me his
0.00%:  I think we'd all agree that'd
0.00%:  it's worth a lot less
0.00%:  it's this more
0.00%:  we've got his
0.00%:  we might want to avoid
0.00%:  I think he drew it
0.00%:  we might as well make this
0.00%:  it's made him work
0.00%:  he's more like its dad
0.00%:  we're still making it
0.00%:  it's the second word I'd like
0.00%:  it's mother
0.00%:  I don't see how we're still alive;
0.00%:  the math is still
0.00%:  I don't see how that's gr
0.00%:  we know it
0.00%:  I've made that last line
0.00%:  he's like the real
0.00%:  it's made me the
0.00%:  it was more like an
0.00%:  it's kinda racist to
0.00%:  what I've done here is talk
0.00%:  it's a little weird how I'm doing the
0.00%:  all it's made him is like
0.00%:  I'd still like to see him come
0.00%:  that's a lie right
0.00%:  I think he's got more claims
0.00%:  we're done with this game
0.00%:  I've said that wrong like a
0.00%:  I write this down while
0.00%:  I've done this like twice
0.00%:  it's what made him so
0.00%:  it's the area
0.00%:  we've all agreed on the
0.00%:  what I'm doing is called '
0.00%:  it's kinda what made
0.00%:  that might've mess
0.00%:  I'll make this
0.00%:  it's a song I wrote called
0.00%:  he died last week at age
0.00%:  we added the last line there
0.00%:  all I did there was make the
0.00%:  I might have wasted
0.00%:  we called the whole
0.00%:  it's kinda sweet how we've made this
0.00%:  that's wrong he's called
0.00%:  that's weird that we've
0.00%:  what I did with
0.00%:  I moved
0.00%:  it's like his second sem
0.00%:  I kinda did the
0.00%:  we've agreed to call that
0.00%:  that's wrong it makes him a
0.00%:  it's called the latter
0.00%:  this is so weird I'm kinda glad
0.00%:  I'd like to see the whole
0.00%:  it's more like he chose
0.00%:  wait a second!!
0.00%:  that's worse with
0.00%:  those were his nick
0.00%:  it's more that he's come
0.00%:  it's more like his least
0.00%:  he's dead now; he's like
0.00%:  it'd make him the grand
0.00%:  I heard it's his
0.00%:  I still don't care
0.00%:  that's a lie and
0.00%:  what's wrong with me;
0.00%:  I've added like
0.00%:  the word is a
0.00%:  it's more like the co
0.00%:  it's a weird thing he'
0.00%:  he gave his work
0.00%:  this news
0.00%:  I'd like to give that credit
0.00%:  his co
0.00%:  I think we all wish we
0.00%:  it's more a single
0.00%:  it reads like the
0.00%:  I've got this down
0.00%:  he doesn't seem like that great
0.00%:  listen I have
0.00%:  it's the weight
0.00%:  it's hard to tell this
0.00%:  while we're at it I've had
0.00%:  it made him the doctor
0.00%:  he's the most well
0.00%:  that's like the worst dad name
0.00%:  that's a lie; he did not write
0.00%:  that's made it worse
0.00%:  there's a weight
0.00%:  that'll make me
0.00%:  I think we'd all agree it was the
0.00%:  it's kinda hard to tell who came
0.00%:  it's me making the
0.00%:  he wrote a single
0.00%:  we all know he's the latter
0.00%:  the last was
0.00%:  that was me doing
0.00%:  this doesn't seem like a real
0.00%:  what I do with
0.00%:  it's kinda weird how he's got a
0.00%:  I wish he'd liked
0.00%:  we call it 'the
0.00%:  what's weird is when I
0.00%:  it's hard to see how I
0.00%:  there's two main
0.00%:  I think it's weird to give
0.00%:  it isn't clear how
0.00%:  we want
0.00%:  that's a little hard
0.00%:  what I've said here doesn't seem
0.01%:  what I've said here doesn't seem like
0.00%:  dead
0.00%:  dead wrong
0.00%:  we've all agreed his
0.00%:  I've said the same
0.23%:  I've said the same thing twice
0.02%:  I've said the same thing like
0.00%:  he did make those
0.00%:  it did have some
0.00%:  I'm kinda glad we still have other
0.00%:  that last line makes me wish we
0.02%:  that last line makes me wish we lived
0.00%:  I like this new world'
0.00%:  I lied; he's like
0.00%:  what he was doing is
0.00%:  it's the god damn
0.00%:  when I write the
0.00%:  it's all good
0.00%:  that's where it all gets
0.00%:  he likes cheese and
0.01%:  he likes cheese and gr
0.00%:  I'm kinda glad we had
0.02%:  I'm kinda glad we had this little
0.00%:  we all know he died
0.00%:  that's wrong; he's like a
0.00%:  it made him called
0.00%:  he gave his name
0.00%:  it's so great we
0.00%:  it's the head
0.00%:  we have no idea what'
0.00%:  there's a slight in
0.00%:  we've all agreed with the second
0.00%:  I'd still like to hear some
0.00%:  that makes me cringe with dis
0.00%:  wait this is all wrong I've made
0.00%:  what I did there was we
0.00%:  what he did was give sem
0.00%:  I'll need to work
0.00%:  it's making me wish I lived
0.00%:  I've made him these two
0.00%:  his work in the 
0.00%:  that's all we know so
0.00%:  it's all I can talk
0.00%:  I don't care who likes this
0.00%:  there's a whole long list
0.00%:  let's go watch movies
0.00%:  what I've done is re
0.00%:  let's come
0.00%:  I'm r
0.00%:  his middle name is still
0.00%:  it's a little weird how the second
0.00%:  it's what his work
0.00%:  it's er
0.00%:  we've agreed to call them
0.00%:  that made me want
0.00%:  it's hard to decide how well
0.00%:  the math is more
0.00%:  I kinda miss the world
0.00%:  this gives me all
0.01%:  this gives me all kinds
0.00%:  I lied there; his
0.00%:  what I did there was kinda mess
0.00%:  we've all said it
0.01%:  we've all said it wrong
0.00%:  we're still adding
0.00%:  the world doesn
0.01%:  the world doesn't make
0.01%:  the world doesn't have
0.01%:  the world doesn't live
0.01%:  the world doesn't live like
0.00%:  the world doesn't live like this
0.00%:  the world doesn't have time
0.00%:  we think we solved the
0.00%:  he made his mark
0.00%:  all I did was remove '
0.00%:  I never said we
0.00%:  we never called him this
0.00%:  allow me to clar
0.00%:  when he wrote it I'
0.00%:  we don't ever call him that;
0.01%:  we don't ever call him that; it's like
0.01%:  we don't ever call him that; we
0.00%:  this makes me sadder
0.00%:  the world we live in has like
0.00%:  he's still alive so I'm doing him
0.00%:  it's more like he sits
0.00%:  it's the world we'd like to live in!!
0.00%:  wait this is the weird
0.00%:  we call the things
0.00%:  this all gets worse
0.00%:  I'm glad this is the world we live in; most
0.00%:  while we're at it I've made him
0.00%:  it's making me sad how little I
0.00%:  I'm kinda scared this is the
0.00%:  we'll give him the award now
0.00%:  it seems like he was the
0.00%:  it's made him give
0.00%:  I'm kinda glad this is what
0.01%:  I'm kinda glad this is what we
0.01%:  I'm kinda glad this is what we've
0.01%:  I'm kinda glad this is what we've come
0.00%:  we wrote that while we
0.00%:  we don't have words
0.00%:  it's more like sc
0.00%:  it doesn't seem like he's got
0.00%: ; it's more like he was
0.00%:  I think there's mis
0.00%:  it leaves
0.00%:  it is his
0.01%:  it is his sem
0.00%:  he's still alive and 
0.00%:  I might've made the entire
0.00%:  it made him a great
0.00%:  I can't get the word
0.00%:  he's made some
0.00%:  it's weird how well that goes
0.00%:  all I did there is change
0.00%:  there's two things I've said
0.00%:  I'll admit his
0.00%:  it's more like the gods
0.00%:  it gave him the middle
0.00%:  the man's work
0.00%:  let's get him his own award
0.00%:  he said he was more
0.00%:  I don't like them
0.00%:  all he did was stick some
0.00%:  this is making me crave the
0.00%:  I think we've all got him
0.00%:  I hear the
0.00%:  we've all talked this
0.00%:  what it does is make
0.00%:  he's still alive and he's great!!
0.00%:  while we're at it I think we all
0.00%:  that's what I've read
0.00%:  it's a whole sem
0.00%:  that does make me wonder what
0.00%:  it's 'cook
0.00%:  his work was in logic
0.00%:  while we're at it I'd like the last
0.00%:  I think he later
0.00%:  that last thing
0.00%:  he's still alive and I'm mis
0.00%:  while we're at it let's give a second
0.00%:  I wrote this w
0.00%:  that's like this weird
0.00%:  it's what we called
0.00%:  it's what we called him in grad
0.00%:  I ran
0.00%:  I've made a whole
0.00%:  this doesn't seem like it will have
0.00%:  it seems he's still
0.00%:  it's kinda weird that he'd give
0.00%:  it's a little weird how we've come this
0.00%:  what I said is wrong;
0.00%:  I think we've come a
0.00%:  it's kinda how I got
0.00%:  it's more like two sem
0.00%:  let's make this a thing
0.00%:  it's me who wrote that;
0.00%:  we never called him a
0.00%:  that's wrong; I'd like
0.00%:  it's a whole thing!!
0.00%:  we have like two
0.00%:  it'd have
0.00%:  he is more the
0.00%:  what did he solve
0.00%:  it's kinda sad how we've made
0.00%:  all I know is it's where the
0.00%:  he's done some
0.00%:  this was more a
0.00%:  now that we've said this I
0.00%:  now that we've said this I'm like
0.00%:  while we're at it I'd ask
0.00%:  it's more like he was the most
0.00%:  I have like this
0.00%:  this gives me the weird
0.00%:  I've no idea who gets
0.00%:  I'm doctor
0.00%:  he doesn't seem to care
0.00%:  this whole time I've wanted to make
0.00%:  all that's made him is older
0.00%:  while we're at it I don
0.01%:  while we're at it I don't see
0.00%:  while we're at it I don't like
0.00%:  the work is still
0.00%:  I'm done with this talk
0.00%:  wait that's wrong I mess
0.00%:  what I've done here is add
0.00%:  while we're at it let's give one
0.00%:  that last line makes me wish I were
0.00%:  wait I think he's a
0.00%:  now that we've made this world we
0.00%:  it's aw
0.00%:  it's kinda made him a
0.00%:  him and his
0.00%:  it's what we call him now
0.00%:  it's making me sad how this
0.00%:  how'd he
0.00%:  that's me; I'm the
0.00%:  it's a talk
0.01%:  it's a talk show
0.00%:  it's a talk show where
0.00%:  it's more like he's a small
0.00%:  it's more like he added a new
0.00%:  I'd still like to hear what god
0.00%:  it makes him win
0.00%:  it makes him win the
0.00%:  who cares I'm making it
0.00%:  all the work is
0.00%:  I liked how the
0.00%:  it's the least we
0.00%:  it doesn't work well as a m
0.00%:  he was more like the sem
0.00%:  let's get him some
0.01%:  let's get him some awards
0.00%:  that's all it
0.01%:  that's all it's made
0.01%:  that's all it's ever
0.01%:  that's all it's made him do
0.01%:  that's all it's ever made
0.01%:  that's all it's ever made him do
0.00%:  that's all it's made him!!
0.00%:  that's all it's ever made him!!
0.00%:  that's all it's made him so
0.00%:  I still think it
0.01%:  I still think it's more
0.01%:  I still think it'd
0.01%:  I still think it's a
0.01%:  I still think it's weird
0.00%:  that's the world we came
0.00%:  it's like other
0.00%:  all these words I
0.03%:  all these words I'm making
0.01%:  all these words I've
0.00%:  all these words I've said
0.00%:  I think there's a disc
0.00%:  it's more like he died last
0.00%:  it's the reason he got
0.00%:  he made lots
0.00%:  he's a whole
0.00%:  lives
0.00%:  he died last week so we might
0.00%:  it's more like he was in the middle
0.00%:  it's kinda tragic he
0.00%:  he died last week and we'll
0.00%:  that's weird '
0.00%:  it's closer to him
0.00%:  I might've added this line
0.00%:  wow that was kind
0.00%:  I stole all
0.00%:  I still like them
0.00%:  we don't call him that; it's worse
0.00%:  that's like a 
0.00%:  it's a little cr
0.00%:  I think he's still review
0.00%:  I still don't like the
0.00%:  that second word
0.00%:  that's his great
0.00%:  I still like him either
0.00%:  he never did a
0.00%:  this is now the world we've died
0.00%:  it was when he talked
0.00%:  we might want to leave
0.00%:  I think we've all made it worse
0.00%:  it's like where the
0.00%:  it's this work
0.00%:  that's like a word
0.00%:  I'm kinda glad we'll
0.00%:  he was dead wrong
0.00%:  that's weird; it
0.01%:  that's weird; it's making
0.01%:  that's weird; it's like
0.01%:  that's weird; it's making him
0.00%:  it was him or
0.00%:  I think we have to go
0.00%:  it's more like he was ch
0.00%:  it's still kinda weird that we've come
0.00%:  we've long called
0.01%:  we've long called him that
0.01%:  we've long called him the
0.00%:  the second is less
0.00%:  he's a card
0.00%:  wait a sec there
0.01%:  wait a sec there's like
0.00%:  I almost
0.00%:  the last line is the
0.00%:  that's not how I'd like
0.00%:  I might've messed all
0.00%:  he's dead so that's like
0.00%:  I'm wrong it was called the
0.00%:  I lied it's like the worst
0.00%:  what is the world
0.01%:  what is the world coming
0.00%:  we're having like
0.00%:  I still don't see where
0.00%:  we don't call him that we
0.00%:  the word is math
0.00%:  he's like the oldest
0.01%:  he's like the oldest living
0.00%:  I've called this wrong like
0.00%:  we've all made it clear
0.00%:  I went a
0.00%:  it's the reason he was
0.00%:  I'll go ahead and write this
0.00%:  it's more called like
0.00%:  I think we're all set with
0.00%:  we have to talk
0.00%:  he's still alive; he died two
0.02%:  he's still alive; he died two weeks
0.01%:  he's still alive; he died two weeks ago!!
0.00%:  there's a thing we
0.00%:  we've got like two
0.00%:  I did write these
0.00%:  while we're at it let's make his
0.00%:  it's more like he loved
0.00%:  it's more with the
0.00%:  I think that's more well
0.00%:  I think it's weird how we call
0.00%:  it's a single sem
0.00%:  that's like all he
0.01%:  that's like all he did
0.01%:  that's like all he's ever
0.00%:  it's the other was
0.00%:  that's kinda what I'd
0.00%:  it's a little weird how he's a god
0.00%:  what it's called is more
0.00%:  what I'd like to have
0.00%:  he's still in grade
0.00%:  it's making this worse
0.00%:  it's more like what I call
0.00%:  it's a coin
0.00%:  I write these songs
0.02%:  I write these songs while
0.00%:  as I write this we
0.01%:  as I write this we've
0.00%:  the end rh
0.00%:  I can't get his
0.00%:  this is all I came
0.00%:  we said that
0.00%:  he's more called the
0.00%:  I'd still like him more
0.00%:  I wrote down his
0.00%:  I think that's a met
0.00%:  he wrote it on
0.00%:  what he's made
0.00%:  let's give him some
0.03%:  let's give him some credit
0.01%:  let's give him some credit and
0.00%:  there's this video game I liked
0.00%: ; it's more like the
0.00%:  I lied he never talked
0.00%:  these words don't seem
0.00%:  this is where I sign
0.00%:  he was asked this
0.00%:  he's more like a middle child!!
0.00%:  let's end this right
0.00%:  it's in this
0.00%:  I think he's clever
0.00%:  he did write it
0.00%:  I've gotta write this down while
0.00%:  we all agreed this was the
0.00%:  I think he was most
0.00%:  this is like the s
0.00%:  while we're at it we might as well stick some
0.00%:  while I'm down
0.00%:  what we're doing is still
0.00%:  it's a movie now
0.00%:  it's gotten
0.00%:  it's made him all kinds
0.00%:  it doesn't work as well as I wished
0.00%:  while we're taking
0.00%:  it's a title he'
0.01%:  it's a title he's given
0.00%:  that made things worse; I
0.01%:  that made things worse; I'
0.00%:  he's done work with
0.00%:  I'll admit he's the
0.00%:  it's making me eat
0.00%:  I drew a
0.00%:  there's this movie I
0.00%:  that's so weird when
0.00%:  I've read it like once
0.00%:  this all might've come
0.00%:  right now he is
0.00%:  I can't write with
0.00%:  it's more like with the
0.00%:  we hate
0.00%:  all I've read is like
0.00%:  while we're at it I'd like to add this song
0.00%:  he's listed third
0.00%:  what I'd like to see is him
0.00%:  I might have some work
0.00%:  it's made him the like
0.00%:  it's hit me
0.00%:  I knew that was
0.00%:  wait where's he
0.00%:  it's all I have right
0.00%:  it's he who'
0.00%:  the semi
0.00%:  I'm glad we have this time to talk since we
0.00%:  where'd all
0.02%:  where'd all this come
0.01%:  where'd all these
0.00%:  what he's done is work
0.00%:  it doesn't make him that; I was
0.00%:  I think we will
0.00%:  the world we live in is what comes
0.00%:  I'm wrong it was the
0.00%:  all he did was write that down
0.00%:  I wrote his sem
0.00%:  that reads like it's a
0.00%:  I think we still have time
0.00%:  it's like this weird song
0.00%:  it's making me decide
0.00%:  I'm kinda glad this whole time
0.00%:  I'm kinda glad this whole time travel
0.00%:  I know how this
0.00%:  I don't agree with a
0.00%:  all I've done is make the world'
0.00%:  there's a god who
0.00%:  there's like a song with
0.00%:  I've made that worse
0.00%:  I've heard it goes the
0.00%:  I wrote the whole last
0.00%:  sir that
0.00%:  all I've done is switch the words '
0.00%:  I can't see how we'd
0.00%:  I can't see how we'd ever
0.00%:  all that's wrong with it is
0.00%:  I think it's his age
0.00%:  I think he drew some
0.00%:  that might've made it worse; we'll see
0.00%:  that might've taken
0.00%:  he's got like the same
0.00%:  it's like a lot
0.00%:  wait he never called
0.00%:  I think we're also
0.00%:  it's the words I
0.00%:  I had the idea
0.00%:  it's kinda cl
0.00%:  he wrote in
0.00%:  I'm kinda glad the world is this
0.00%:  I don't see how there's time
0.00%:  it's a little weird how he's one
0.00%:  I'm wrong this whole
0.00%:  he's still alive and we met him
0.00%:  the titles
0.00%:  I made him write that second
0.00%:  I've got to write a
0.00%:  we'll give the other
0.00%:  I saw him at the
0.00%:  it's making him that'
0.00%:  I won
0.00%:  it's made him to
0.00%:  this is making me worse
0.00%:  I write that down
0.00%:  while we're at it I've got some ideas
0.00%:  we can't solve it
0.00%:  I think we might've made all
0.00%:  it gave him the term
0.00%:  it's named a
0.00%:  it's more like a child that'
0.00%:  I made a lot
0.00%:  man I'm tired
0.00%:  I think it will
0.00%:  that's where we come
0.00%:  what I think we've come
0.00%:  that's a little weird; we
0.01%:  that's a little weird; we'
0.00%:  it's the second time I've said this word
0.00%:  he's more the second dad
0.00%:  this is a lot
0.00%:  I've no idea who else
0.01%:  I've no idea who else might
0.00%:  while we're at it I've got a new
0.00%:  it's weird how he's called a
0.00%:  he did it a
0.00%:  it's like a word salad
0.00%:  it was more called
0.00%:  I think we've all missed some
0.00%:  I'm glad that's over;
0.00%:  it's weird to even
0.00%:  this is where I am
0.00%:  this makes me wish I'd never called it
0.00%:  I'd like to see where we
0.00%:  this makes me legit
0.00%:  it's weird that we called
0.00%:  it's weird that we called him
0.00%:  he's alive and like
0.00%:  there's legal
0.00%:  it's a giant
0.00%:  I've read it like twice!!
0.00%:  we think it was 
0.00%:  I've also made
0.00%:  that's all I wanted
0.00%:  it's the real thing
0.00%:  it's more like what he calls
0.00%:  it was more like in
0.00%:  I've had these words
0.00%:  this is the last we
0.03%:  this is the last we'll ever
0.02%:  this is the last we've
0.01%:  this is the last we ever
0.01%:  this is the last we're
0.00%:  he's given a medal
0.00%:  all I know is that he gets
0.01%:  all I know is that he gets credit
0.00%:  that makes me wish we were still in
0.00%:  I'm making this s
0.00%:  that got worse when
0.01%:  that got worse when I said
0.00%:  it doesn't seem like he ever did that
0.00%:  I wrote this two
0.03%:  I wrote this two weeks
0.00%:  all I did was cover
0.00%:  all I did was cover the
0.00%:  wait it's the same word
0.00%:  it's what he named
0.00%:  it's hard to decide who makes
0.00%:  now that we've made the world
0.00%:  he can't take
0.00%:  all we know is that he wrote
0.00%:  that seems like it'd have more
0.00%:  we're doing the math
0.00%:  I might've wanted
0.00%:  wait how do
0.00%:  I might need to write this
0.00%:  I think their middle
0.00%:  this was not
0.00%:  wait I'm wrong he's the
0.00%:  that's all the more
0.00%:  this is the second time we
0.12%:  this is the second time we've talked
0.03%:  this is the second time we've made
0.02%:  this is the second time we've walked
0.01%:  this is the second time we've said
0.01%:  this is the second time we've all
0.01%:  this is the second time we've all agreed
0.00%:  more like a god
0.00%:  it's me who'll
0.00%:  it's me who'll get
0.02%:  it's me who'll get the credit
0.01%:  it's me who'll get the award
0.00%:  he made me write all
0.01%:  he made me write all this
0.01%:  he made me write all this down
0.00%:  I don't like where we
0.01%:  I don't like where we've
0.00%:  all he did was move the
0.00%:  it is this
0.00%:  there's a lot that
0.00%:  it's the latter now
0.00%:  this is me making this
0.00%:  this is the world I'm making
0.00%:  that is all
0.00%:  I'd heard that was
0.00%:  that's kinda wild
0.00%:  it's still not clear who'
0.00%:  it has made the
0.00%:  that's still making
0.01%:  that's still making him
0.00%:  this is like the world we'
0.00%:  this seems like a thing
0.00%:  it's hard to see what'
0.00%:  it's clear his
0.00%:  I lied there's like a
0.00%:  we're doing some
0.00%:  it's a whole list
0.00%:  it's kinda clear he'
0.00%:  that gives me the weird
0.00%:  I lied we're still in
0.00%:  while we're at it I'd like to claim the
0.00%:  it's how the
0.00%:  I'd like him to win
0.00%:  it's degree
0.00%:  he's lived since like
0.00%:  it's weird that I made
0.00%:  it's kinda weird how he called
0.00%:  that shows
0.00%:  I kinda wish we'd made
0.01%:  I kinda wish we'd made this
0.00%:  it gave him a medal
0.00%:  I'm glad we've sorted that
0.00%:  I'd ask him to sign it
0.00%:  goes
0.00%:  this is what we're living
0.00%:  it makes me wish I were dead
0.00%:  it was what he wrote
0.00%:  he died and his
0.01%:  he died and his work
0.00%:  it's more like he gets an
0.00%:  I've no idea which is worse
0.00%:  it's what makes him a
0.00%:  we needed
0.00%:  it was me who called the
0.00%:  the whole title's like
0.00%:  I think we've all agreed that it'd
0.00%:  it's more like has given
0.00%:  I think the game was
0.00%:  it's kinda how it
0.00%:  it's kinda weird how well that comes
0.00%:  it's called game
0.00%:  we've all agreed this isn't what
0.00%:  I've got some weird
0.00%:  I've got some weird ideas
0.00%:  it's also made him the 
0.00%:  that's wrong like
0.00%:  it's like in
0.00%:  all that was
0.00%:  it's shared
0.00%:  he gave me his
0.00%:  I'd give him the last
0.00%:  he said he'd like some
0.00%:  I've added all those things
0.00%:  it'll take me a while to come
0.00%:  I'm kinda glad this was the world we've
0.00%:  it's more like he's a slight
0.00%:  it's great that
0.00%:  I've lost where this
0.00%:  we can't give him a title
0.00%:  it's less clever when
0.00%:  this is the worst advice
0.00%:  we've all made the world
0.00%:  he'll never get the
0.00%:  I think we'd have to add
0.00%:  I saw the movie with
0.00%:  I've got him listed
0.00%:  it's the world we lived in last week so I might'
0.00%:  give me a second while I read
0.01%:  give me a second while I read this
0.00%:  it gave him his nick
0.00%:  I lied and there is
0.00%:  I'd like to give him his own award
0.00%:  there's like a whole c
0.00%:  it's me!!
0.00%:  I might've kinda made those words
0.00%:  he doesn't make me
0.00%:  wait we're still doing the
0.00%:  I've got no idea where all
0.01%:  I've got no idea where all these
0.01%:  I've got no idea where all this is
0.00%:  what I did there was dis
0.00%:  he's not there
0.00%:  I made him look
0.00%:  I'd like to close with a verse
0.00%:  it's made him that since like
0.00%:  this is how I'm making
0.00%:  I think he was a grad
0.00%:  it's a throw
0.00%:  that doesn't work as well as I'd wished;
0.00%:  I'd kill to have
0.00%:  he's a little over
0.00%:  it doesn't seem like he calls
0.00%:  I'd like to see what he calls
0.00%:  that made me weird
0.00%:  I might've read his
0.00%:  I wrote it while we
0.00%:  I'll stick with him
0.00%:  I wrote this song last
0.07%:  I wrote this song last week
0.13%:  I wrote this song last week while
0.00%:  we're all in this
0.00%:  I can't ever get
0.00%:  what I've done here is get
0.00%:  it's kinda weird he chose
0.00%:  don't give him the credit;
0.00%:  I like how that'
0.00%:  it's making it clear
0.00%:  good
0.00%:  this verse is like
0.00%:  it makes him a whole
0.00%:  it's his middle child
0.00%:  there's this video game I was
0.00%:  he's still alive and wrote this
0.00%:  I'm making the thesis
0.00%:  I heard it was called
0.00%:  we gave him this name
0.00%:  it's hard to tell who's c
0.00%:  it's more metal when
0.00%:  it doesn't work with '
0.00%:  I don't see how it's a crime
0.00%:  it's a lot easier
0.00%:  we wrote this whole
0.00%:  it's all he's got
0.00%:  that made me write down
0.00%:  the world we live in is that'
0.00%:  he's never said his
0.00%:  I think we've all agreed that is
0.00%:  we're all dead and
0.00%:  it's a little weird how he's listed second
0.00%:  it made him decide to work
0.00%:  he's still alive right now; I
0.00%:  I think it's miss
0.00%:  I think he was clever
0.00%:  I said the word twice
0.00%:  I am not
0.00%:  I still don't get how he
0.00%:  what's weird is he's not
0.00%:  we're all kinda sad
0.00%:  it's a little weird how he's coming
0.00%:  that seems more like what
0.00%:  I think we'd all agree that's some
0.00%:  more like the middle
0.03%:  more like the middle child
0.00%:  these are some
0.00%:  the world we live in's the same
0.00%:  he never said that!!
0.00%:  since that
0.00%:  it's legend
0.00%:  I think he's screw
0.00%:  it's the world's most active
0.00%:  he's still in med
0.00%:  this is made me
0.00%:  she liked
0.00%:  that was in
0.00%:  I've got no idea what he writes
0.00%:  I had no idea this
0.00%:  he died this week and we
0.00%:  it's hard to tell what we've won
0.00%:  he doesn't like it all
0.00%:  it's hard to see how we'd even get
0.00%:  the whole title's a
0.00%:  I've made him all this
0.00%:  I'd like to see the movie rights
0.00%:  I have not
0.01%:  I have not read his
0.00%:  it's the reason I'm called
0.00%:  this is the last time we
0.01%:  this is the last time we're
0.00%:  this is the last time we ever
0.00%:  I'm doing that whole
0.00%:  I'll have to go write
0.00%:  I'm wrong it's his
0.00%:  I lied; he's never asked
0.00%:  the world we live in is w
0.00%:  the world we live in is wicked
0.02%:  the world we live in is wicked awesome
0.01%:  the world we live in is wicked sweet
0.00%:  it's weird to make
0.00%:  who knows what it
0.01%:  who knows what it's called
0.00%:  I think we've missed what made
0.00%:  he's still alive!! I didn
0.00%:  I agree that
0.00%:  what it's done is screw
0.00%:  wait it's his middle
0.00%:  he might've co
0.00%:  this has made me decide I like
0.00%:  it's more like a dog
0.00%:  this gave me the will
0.00%:  it's got a whole
0.00%:  I'd like to see where this all ends
0.00%:  I don't see how we get there
0.00%:  what I'd like to see is the answer
0.00%:  he's the wrong
0.00%:  we had to write
0.00%:  all I've made him
0.00%:  all I've made him is tired
0.00%:  I like it when the
0.01%:  I like it when the words
0.00%:  he was more like an
0.00%:  it's more like we all have
0.00%:  I'm making a whole lot
0.00%:  it's clear we've all made
0.00%:  it's wrong that he
0.01%:  it's wrong that he's called
0.00%:  wow that's weird
0.00%:  this is where we've come
0.00%:  this is the last word I'm
0.00%:  it's like what he did was
0.00%:  there was this one
0.00%:  what it's done is make him old
0.00%:  what I've said there makes less
0.00%:  I'm kinda scared this whole
0.00%:  it was like the third sem
0.00%:  that's kind weird
0.00%:  some call
0.00%:  I did write the second
0.00%:  that's like a whole new
0.00%:  that's kinda weird; I'd
0.00%:  he doesn't like what I've said
0.00%:  we named the whole
0.00%:  it doesn't seem like he's solved it
0.00%:  he later said he didn
0.00%:  he's since worked
0.00%:  this is the worst new
0.00%:  it's a video game and
0.00%:  I'd like to give the award to the
0.00%:  that was more like his sem
0.00%:  while we're at it let's add in
0.00%:  while we're at it let's add in the
0.00%:  it's great that we
0.00%:  it's like this thing called a
0.00%:  we've had a while to come
0.00%:  I lied he's called
0.00%:  we live in the same world we did 
0.00%:  I think he'd give
0.00%:  what it did was give the world some
0.00%:  I'll admit this is the worst
0.00%:  I've made things worse with all
0.00%:  I'd watch the video
0.00%:  I am making the
0.01%:  I am making the whole
0.00%:  what he did is kinda
0.00%:  this is what I dream
0.00%:  that gives me a head
0.00%:  the one
0.00%:  we're all making it
0.00%:  it's more like a sl
0.00%:  I think it's time we all agreed
0.00%:  he's more like the dog
0.00%:  I think it's here
0.00%:  I think the word's '
0.00%:  it's making me wish that I were
0.00%:  that still seems like a weird
0.00%:  I think there's video game
0.00%:  I think that covers
0.00%:  I've lost what
0.00%:  it's more like he named this
0.00%:  it doesn't seem like the world
0.01%:  it doesn't seem like the world has
0.00%:  it doesn't seem like the world'
0.00%:  the link's dead
0.00%:  I did like it
0.00%:  that's made me wish
0.01%:  that's made me wish I'd never
0.00%:  that's made me wish I'd never asked
0.00%:  he's kinda cool
0.00%:  I think all he did was solve some
