don't think you should use the word "retarded" like that, Michael Chabon.
100.00%: 
83.59%:  think
22.56%:  think you should use the word "retarded" like that, Michael. C
22.56%:  think you should write Michael Chabon letters to read
22.53%:  think Michael Chabon should write adult
22.52%:  think Michael Chabon would rather you read
22.52%:  think you should write the real author
22.47%:  think Michael Chabon would like the retarded story, hah
22.47%:  think you should use the word "retarded" like that Michael Chabon, to
22.47%:  think Michael Chabon should award this
22.47%:  think Michael Chabon should read our story with
22.46%:  think Michael Chabon should use the word "retarded" a he
22.46%:  think Michael Chabon should write a retarded "
22.45%:  think you should write another book, Michael "Chatter
22.45%:  know Michael Chabon is real
22.45%:  think Michael Chabon should read this, rather
22.42%:  think you should use the word "retarded" alone
22.41%:  think you should ask Michael Chabon to write,
22.39%:  think Michael Chabon is the worst author that'
22.38%:  think Michael Chabon should say "retarded" out loud to the
22.37%:  think you should use the word "retarded" a lot. Michael
325.72%:  think you should use the word "retarded" a lot. Michael Chabon,
95.99%:  think you should use the word "retarded" a lot. Michael Chabon, the
65.23%:  think you should use the word "retarded" a lot. Michael Chabon, it
43.61%:  think you should use the word "retarded" a lot. Michael Chabon'
22.37%:  think you should read this book where
22.36%:  think Michael Chabon's work is ret
163.29%:  think Michael Chabon's work is retarded,
150.29%:  think Michael Chabon's work is retarded too
99.00%:  think Michael Chabon's work is retarded.
52.47%:  think Michael Chabon's work is retarded too,
24.44%:  think Michael Chabon's work is retarded, too
23.59%:  think Michael Chabon's work is retarded too, dude
22.78%:  think Michael Chabon's work is retarded, dude
22.36%:  think Michael Chabon should write the other story.
22.35%:  know, but it's really hard
22.35%:  think you should write a better author'
99.52%:  think you should write a better author's note,
196.62%:  think you should write a better author's note, Michael C
167.14%:  think you should write a better author's note, Michael.
94.39%:  think you should write a better author's note, Michael "
55.25%:  think you should write a better author's note, Ch
26.87%:  think you should write a better author's note.
22.35%:  think you should learn about
22.35%:  think you should write to Michael Chabon the author,
22.33%:  think you should use the word retarded and
22.32%:  think you should learn how to read better.
22.31%:  think you should write a letter to Michael Chabon, as he'
22.31%:  think Michael Chabon would like that there
22.31%:  think you should ask Michael Chabon to let
22.30%:  think you should write Michael Chabon, star
22.30%:  think you should be awarded the title "author
127.56%:  think you should be awarded the title "author Michael
22.28%:  think you should write about the real
88.18%:  think you should write about the real Michael
22.27%:  think you should take out the word retarded, Chabon Michael
22.27%:  think you should write a letter to Michael Chabon, '
22.27%:  think you should write another about
22.27%:  didn
22.25%:  think you should read the entire book that
22.24%:  think you should see what
22.24%:  think you should think about that last
22.23%:  think Michael Chabon should read his work to
22.23%:  think Michael Chabon should write a story to read
22.22%:  think you should know this
22.22%:  think the answer is that you
22.20%:  think you should write the other one
22.19%:  think you should look at the words
22.18%:  think Michael Chabon should read it to the world
22.17%:  think Michael Chabon stole his
22.16%:  think Michael Chabon should read this, okay
22.16%:  think Michael Chabon should write a story, read the
22.15%:  know Michael Chabon asked you
22.15%:  think you should write a Michael Chabon retort,
22.15%:  think you should use the word "retarded" in both the
22.14%:  think Michael Chabon said the words
22.14%:  think Michael Chabon should throw out the story
22.14%:  think you should write about real
22.13%:  think you should be the one who takes
22.11%:  think Michael Chabon would like that story, author
22.10%:  think Michael Chabon is the retarded dude who
22.09%:  think you should read the whole book, then.
22.09%:  think Michael Chabon should take out the word retarded, should
22.07%:  asked you to write it, but then
22.05%:  think Michael Chabon should take your
22.01%:  think Michael Chabon should start with the retarded,
22.01%:  asked you to write the best Michael
22.00%:  think you should write a book that's not ret
450.04%:  think you should write a book that's not retarded, Michael.
407.41%:  think you should write a book that's not retarded, Michael C
252.40%:  think you should write a book that's not retarded, Michael "
209.45%:  think you should write a book that's not retarded Michael
55.87%:  think you should write a book that's not retarded, Ch
43.15%:  think you should write a book that's not retarded, dude
40.96%:  think you should write a book that's not retarded.
37.31%:  think you should write a book that's not retarded, Michael C. "
21.98%:  think Michael Chabon should write a story he'
21.98%:  think Michael Chabon would take the
60.71%:  think Michael Chabon would take the story
21.98%:  think Michael Chabon should read it to see where
21.97%:  think Michael Chabon should take out the "retarded story,
21.97%:  asked you to read it and then write
21.96%:  think Michael Chabon should use the word "retarded" like you,
21.94%:  think you should rewrite the last three
21.93%:  know, but this one is totally
21.92%:  know Michael Chabon asked that
21.90%:  think Michael Chabon is the author who tells you
21.89%:  think you should read the whole book then Michael,
21.89%:  asked you to write one, and this
21.89%:  think you should ask Michael Chabon what to
21.88%:  asked you to do that
21.86%:  think you should use the word "retarded" a li
21.86%:  think you should use the word "retarded" a lot, Michael Chabon. the
21.86%:  think Michael Chabon would like the story too.
21.85%:  think it's better than your real Michael
21.85%:  think Michael Chabon should work at
21.84%:  think you should read it, Michael Chabon "the
187.26%:  think you should read it, Michael Chabon "the author
21.83%:  think you should write a letter to Michael Chabon's dad or
21.82%:  think you should take this one
21.80%:  think Michael Chabon should say "retarded" too
21.80%:  think you should use the word "retarded" a lot, that
21.80%:  think Michael Chabon stole it
21.78%:  think Michael Chabon is the retarded here,
21.78%:  think you should read this one.
21.77%:  think Michael Chabon would like the story, as he
21.77%:  think Michael Chabon would say there should
21.77%:  think you should take it to heart, Michael Chabon "
21.76%:  think Michael Chabon should share the title
21.75%:  think you should take out the words "retarded" and let
21.73%:  think you should read the book Michael
21.73%:  think you should use the word "retarded" a lot to be
21.73%:  know Michael Chabon is the real author here
21.72%:  think you should ask Michael Chabon to rewrite the other
21.72%:  think Michael Chabon should read out
25.20%:  think Michael Chabon should read out loud to
21.70%:  think you should write another book that's real
21.70%:  think you should write better ones, dude
21.69%:  asked you to write Michael Chabon's letter,
21.67%:  think you should write Michael Chabon's death
21.67%:  think you should think about how there's a
21.65%:  think you should use the word retarded, Michael Chabon "
21.63%:  think Michael Chabon would like the retarded story so that
21.63%:  think Michael Chabon should take the words "retarded" out.
21.63%:  think you should talk to the author, Michael.
21.63%:  think you should read it Michael Chabon that's who
21.62%:  think the answer is that the
21.62%:  think you should write a letter to Michael Chabon "
21.61%:  think you should talk to Michael Chabon outside
21.61%:  know Michael Chabon you
41.69%:  know Michael Chabon you should
21.61%:  think it's better than yours, author Michael "
21.61%:  know Michael Chabon, he's the dude that
21.60%:  think you should do better
23.39%:  think you should do better than
1239.72%:  think you should do better than that, Michael
47.01%:  think you should do better than that, Michael C
40.35%:  think you should do better than that, Michael "
31.89%:  think you should do better than that, Michael.
23.58%:  think you should do better than this
36.34%:  think you should do better than this, Michael.
35.55%:  think you should do better than this, Michael C
25.88%:  think you should do better than this, Michael "
22.47%:  think you should do better than that, Michael C.
21.60%:  think Michael Chabon should write real story
21.59%:  think you should rewrite the rest
21.59%:  think you should use the word "retarded" a lot, Michael Chabon h
21.59%:  think Michael Chabon should write "retarded tales
21.59%:  think Michael Chabon should ask what
21.58%:  think Michael Chabon should lower
21.57%:  think you should write that Michael Chabon used to read
21.56%:  think you should write a letter to Michael Chabon's hot
21.52%:  think you should write a letter to Michael Chabon's hat
21.52%:  think you should write the Michael Chabon role
21.52%:  think Michael Chabon should read out loud what
21.51%:  think you should read the one about the horse
21.51%:  think you should write a letter to Michael Chabon, short
21.50%:  think you should write that one,
112.58%:  think you should write that one, Michael.
27.38%:  think you should write that one, Michael C
21.48%:  know Michael Chabon likes to hear
21.48%:  think Michael Chabon is really the worst
76.89%:  think Michael Chabon is really the worst author
21.48%:  think you should use the word retarded, Michael Chabon that'
21.47%:  think Michael Chabon should read this okay
21.46%:  think you should talk to the author and
21.46%:  think you should write a short
21.46%:  think you should read the whole book and it
21.44%:  think Michael Chabon would like the retarded story that'
21.43%:  think you should write the rest, Michael Chabon here
21.43%:  think you should read the whole book and that'
21.42%:  think Michael Chabon wrote this ret
21.42%:  think you should write a letter to thank
60.54%:  think you should write a letter to thank Michael
21.42%:  think you should take out the "retarded" bit Michael.
21.41%:  think you should think about those
21.41%:  think you should write another book, Michael "that
21.41%:  think you should read it, author Michael Chabon. "
21.40%:  think you should work
72.58%:  think you should work harder
49.74%:  think you should work harder at
24.39%:  think you should work harder on the
37.14%:  think you should work harder on the title
21.39%:  think you should take out the "retarded" then
21.39%:  think Michael Chabon's totally
21.36%:  think you should write that Michael Chabon has ret
21.36%:  think you should use the word retarded in the book
193.35%:  think you should use the word retarded in the book, Michael.
21.35%:  asked you to write a letter
29.13%:  asked you to write a letter to Michael
123.65%:  asked you to write a letter to Michael Chabon.
21.35%:  think you should write a letter to Michael Chabon, there
21.35%:  think Michael Chabon would say that he likes the ret
21.34%:  think you should write the Michael Chabon to
21.34%:  think Michael Chabon would say it should
21.34%:  think Michael Chabon should wear a shirt
21.34%:  think you should know that that's Michael
21.33%:  think you should write the Michael Chabon seal
21.33%:  asked you to write Michael Chabon on it,
21.33%:  asked you to write Michael Chabon in the author
21.32%:  think Michael Chabon should try to take
21.32%:  think you should write a Michael Chabon that
21.32%:  asked you to write a Michael Chabon letter,
21.31%:  know Michael Chabon is the author that
21.30%:  think Michael Chabon should take the story where it'
21.29%:  think it's better than yours, Michael "the
21.29%:  think you should be the one who should read it
21.29%:  think you should read it to the end to
21.28%:  think you should take out the words "retarded" and let'
21.28%:  think Michael Chabon's work is retarded too.
21.25%:  think Michael Chabon is the retarded horse
21.24%:  think the story was better
21.24%:  think you should write Michael Chabon star
21.23%:  think Michael Chabon did
21.22%:  asked you not
65.62%:  asked you not to insult
36.41%:  asked you not to be
29.60%:  asked you not to write
26.75%:  asked you not to be so rude
21.22%:  know Michael Chabon, this is totally the
21.22%:  think Michael Chabon is the author who's totally ret
21.21%:  think it should be awarded
34.73%:  think it should be awarded the Michael
21.20%:  think you should write better, Michael C.
21.20%:  think Michael Chabon should talk to his "
21.19%:  think you should know about the
21.17%:  think Michael Chabon should take the word "retarded" so
21.17%:  think Michael Chabon should write a letter to you
21.17%:  think you should write a Michael Chabon related
21.16%:  think Michael Chabon should write a real story too
21.16%:  think you should use the word retarded, Michael Chabon. it
21.16%:  think you should use the word "retarded" a lot on
31.71%:  think you should use the word "retarded" a lot on the
21.15%:  think Michael Chabon said "retarded" so he
21.14%:  think you should use the word "retarded" a lot, Michael Chabon. i
21.14%:  think Michael Chabon should use the word "retarded" like that '
21.14%:  think you should write Michael Chabon as "
21.13%:  think you should work harder to
21.13%:  think you need to read the
28.55%:  think you need to read the whole
30.43%:  think you need to read the whole book,
126.33%:  think you need to read the whole book, Michael.
46.81%:  think you need to read the whole book, Michael C
24.23%:  think you need to read the whole book, Michael "
21.13%:  think you should write Michael Chabon a "
29.87%:  think you should write Michael Chabon a "letter
21.11%:  think you should write about one
21.11%:  think Michael Chabon should write that story or he
21.10%:  think Michael Chabon should write that story'
21.10%:  think Michael Chabon would like to hear the story that
21.09%:  think the story should end here,
235.57%:  think the story should end here, Michael
36.75%:  think the story should end here, Michael.
25.69%:  think the story should end here, with
21.08%:  think you should write that letter
21.06%:  know Michael Chabon likes to say
21.06%:  think you should read this book, and
21.06%:  think the story should end like that,
516.28%:  think the story should end like that, Michael
74.37%:  think the story should end like that, Michael.
21.06%:  think Michael Chabon should take this author
21.05%:  think Michael Chabon wrote a story that should
21.04%:  think you should read the book then
21.04%:  think Michael Chabon is the author who totally
21.04%:  think Michael Chabon should read the words out
52.50%:  think Michael Chabon should read the words out loud,
29.31%:  think Michael Chabon should read the words out loud.
21.03%:  think Michael Chabon should write the rest to
21.03%:  think you should read it real
21.02%:  think Michael Chabon should write that story, to
21.01%:  think you should read the book with
22.14%:  think you should read the book with the
21.00%:  know, but it sounded like that
21.00%:  think you should use the word "retarded" a l
20.99%:  think Michael Chabon would like the retarded story he'
20.99%:  think you should write Michael Chabon aut
20.98%:  think Michael Chabon is really rude to
20.98%:  think you should take out the word "retarded, Michael Chabon. '
20.98%:  think Michael Chabon should take out the word "retarded"'
20.97%:  think Michael Chabon should hold the
20.95%:  think you should write Michael Chabon the author a letter.
20.92%:  think you should write that Michael Chabon looked
20.92%:  think you should write that ret
31.16%:  think you should write that retarded book
20.92%:  think Michael Chabon should throw out the rest
20.91%:  think you should take out the word retarded, don
20.90%:  think you should think about Michael
20.90%:  think you should use the word "retarded" like that Michael.
20.88%:  think Michael Chabon should stay with
20.88%:  think Michael Chabon should say "retarded" like three
20.88%:  think Michael Chabon would take that story
20.87%:  think Michael Chabon should throw out his ret
21.69%:  think Michael Chabon should throw out his retarded old
20.87%:  asked you to read one
20.87%:  think Michael Chabon should read the story, look at it
20.87%:  know Michael Chabon, he's a
20.87%:  know Michael Chabon is usually
20.85%:  know Michael Chabon, he totally said it
20.83%:  think you should talk to Michael Chabon, he's the writer
20.83%:  think you should write Michael Chabon so that the
20.82%:  think Michael Chabon is the dude
20.80%:  think Michael Chabon should read the story, take out
53.95%:  think Michael Chabon should read the story, take out the word
20.80%:  think you should take out the "retarded" word, Ch
20.78%:  think you should write Michael Chabon the rest
20.77%:  think Michael Chabon should see how retarded reality
20.77%:  think Michael Chabon is way too
30.79%:  think Michael Chabon is way too harsh
20.77%:  think you should write to Michael Chabon, let
20.76%:  think Michael Chabon should lose the word "retarded" a
20.76%:  think you should listen to the other
20.75%:  think the story was better than
20.75%:  think you should write a letter to the Michael Chabon's dad
20.75%:  know, but you should listen to the radio
20.75%:  asked you to write a letter to Michael Chabon, then
20.74%:  think Michael Chabon should write at least three ret
20.72%:  asked you to read it out loud when
20.72%:  think Michael Chabon should work at the
20.70%:  think you should write that book that
20.70%:  think Michael Chabon should use the word "retarded" to like
20.69%:  think you should read it to the end.
20.66%:  think Michael Chabon should read the latest
20.66%:  think Michael Chabon should write the story, the
20.65%:  think Michael Chabon should take out the word 'retarded"
20.64%:  think you should write Michael Chabon's adult
20.63%:  think Michael Chabon should let other
99.95%:  think Michael Chabon should let other authors
622.75%:  think Michael Chabon should let other authors write
65.41%:  think Michael Chabon should let other writers
24.27%:  think Michael Chabon should let other writers take
24.18%:  think Michael Chabon should let other authors take
20.62%:  think you should read the whole book, Michael instead
20.60%:  think Michael Chabon would like the retarded story th
20.60%:  think Michael Chabon should take the whole story,
20.60%:  think you should read this whole book, dude
20.60%:  think you should do better than that Michael
20.60%:  think you should take it under
20.60%:  think Michael Chabon should see how retarded your
20.59%:  think you should write a letter to Michael Chabon dated
20.59%:  think the answer is that he
20.59%:  think Michael Chabon should write that story too,
20.59%:  know, but this is the only
20.58%:  think Michael Chabon should say the
21.14%:  think Michael Chabon should say the word
2251.54%:  think Michael Chabon should say the word "retarded" like
1413.86%:  think Michael Chabon should say the word "retarded" out
3315.78%:  think Michael Chabon should say the word "retarded" out loud,
2863.00%:  think Michael Chabon should say the word "retarded" out loud.
596.28%:  think Michael Chabon should say the word "retarded" to
223.70%:  think Michael Chabon should say the word "retarded" like the
168.34%:  think Michael Chabon should say the word "retarded" like he
122.07%:  think Michael Chabon should say the word "retarded" like,
102.98%:  think Michael Chabon should say the word "retarded" lou
82.00%:  think Michael Chabon should say the word "retarded" like he'
76.34%:  think Michael Chabon should say the word "retarded" out loud, the
75.91%:  think Michael Chabon should say the word "retarded" like 
74.46%:  think Michael Chabon should say the word "retarded" out loud the
71.08%:  think Michael Chabon should say the word "retarded" the
53.19%:  think Michael Chabon should say the word "retarded" out loud, it
45.64%:  think Michael Chabon should say the word "retarded" to the
42.37%:  think Michael Chabon should say the word "retarded" out loud 
36.04%:  think Michael Chabon should say the word "retarded" too
29.17%:  think Michael Chabon should say the word "retarded" loud
22.22%:  think Michael Chabon should say the word "retarded" 
21.31%:  think Michael Chabon should say the word "retarded" out loud, h
20.58%:  think you should write books that don
20.57%:  think it's better than your work, Michael C
20.56%:  think Michael Chabon said "retarded story" too loud
20.56%:  think you should work harder Michael
103.71%:  think you should work harder Michael Chabon.
84.97%:  think you should work harder Michael Chabon,
24.76%:  think you should work harder Michael Chabon, that
20.55%:  know, but it's still
20.54%:  think you should take out the "retarded" bits
20.53%:  think Michael Chabon should read that story, write
20.53%:  asked you to write Michael Chabon, dude
20.53%:  think you should know that the author
20.52%:  think you should be the one worried
20.52%:  think you should write another, but
20.51%:  think Michael Chabon would say it's retarded the
21.26%:  think Michael Chabon would say it's retarded the other
20.51%:  think Michael Chabon should let others
85.52%:  think Michael Chabon should let others write
27.27%:  think Michael Chabon should let others read
22.87%:  think Michael Chabon should let others write the
20.50%:  know Michael Chabon likes retarded story, that
20.50%:  asked you to write the Michael
57.23%:  asked you to write the Michael Chabon seal
46.39%:  asked you to write the Michael Chabon author
38.76%:  asked you to write the Michael Chabon aut
37.18%:  asked you to write the Michael Chabon letters
36.64%:  asked you to write the Michael Chabon'
30.80%:  asked you to write the Michael Chabon,
43.87%:  asked you to write the Michael Chabon, not the
27.58%:  asked you to write the Michael Chabon short
24.89%:  asked you to write the Michael Chabon letter
22.59%:  asked you to write the Michael Chabon and
21.99%:  asked you to write the Michael Chabon end
20.63%:  asked you to write the Michael Chabon "
20.48%:  think Michael Chabon should eat his hat.
20.47%:  think you should do both
20.47%:  think Michael Chabon would do
20.45%:  asked you to use the word ret
93.06%:  asked you to use the word retarded in
38.86%:  asked you to use the word retarded and
36.42%:  asked you to use the word retarded,
118.61%:  asked you to use the word retarded, Michael
2231.73%:  asked you to use the word retarded, Michael Chabon.
22.04%:  asked you to use the word retarded, but
20.45%:  think Michael Chabon should say "retarded" to the
20.45%:  think you should take the award
20.44%:  think Michael Chabon said he
30.26%:  think Michael Chabon said he would
20.44%:  think you should be the one who does
58.73%:  think you should be the one who does that,
1518.42%:  think you should be the one who does that, Michael
74.55%:  think you should be the one who does that, Michael.
51.61%:  think you should be the one who does that, Michael C
47.48%:  think you should be the one who does that, Michael "
21.36%:  think you should be the one who does the
20.44%:  know, but you should hear the
20.44%:  think Michael Chabon should read the story here
20.43%:  think you should write Michael Chabon, or
20.43%:  think you should write Michael Chabon to the author
20.42%:  think Michael Chabon would say he likes that
20.42%:  think you should think about how there's a lot
20.40%:  think you should write Michael Chabon at least 
20.39%:  know Michael Chabon, you asked
20.37%:  know, but it's not ret
139.65%:  know, but it's not retarded.
40.78%:  know, but it's not retarded. Michael
20.47%:  know, but it's not retarded at
35.44%:  know, but it's not retarded at all.
20.37%:  think Michael Chabon should take his author'
20.35%:  know Michael Chabon that is
20.35%:  think you should work harder on that
20.34%:  think you should talk to the author, not
20.33%:  think you should read this book to learn
20.35%:  think you should read this book to learn what
20.33%:  think Michael Chabon should steal a
20.32%:  think Michael Chabon should edit the story,
20.32%:  think Michael Chabon should read the story the
20.30%:  know Michael Chabon, he's totally here
20.29%:  think you should read it and be
20.27%:  think Michael Chabon would rather you read this
20.27%:  asked you to read the words that
20.27%:  think Michael Chabon was a little rude.
20.26%:  think Michael Chabon should read the story out loud, at
20.26%:  think you should use the word "retarded" like an
20.26%:  think you should write another book, Michael C'
20.25%:  think you should write a book and ded
20.25%:  think you need to take
20.25%:  think you should write "retarded" out and
20.24%:  think you should think about what sort
20.24%:  asked you to read the whole book, and
44.18%:  asked you to read the whole book, and then
20.23%:  think you should take out the word "retarded" Michael and be
20.23%:  think Michael Chabon should read that story he
42.23%:  think Michael Chabon should read that story he wrote
20.22%:  think you should think harder about the last
20.22%:  know, but it sounded so
20.21%:  think Michael Chabon should see what it
20.18%:  think Michael Chabon should lose the word "retarded" outta
20.13%:  think Michael Chabon is totally the dude
34.52%:  think Michael Chabon is totally the dude who asked
20.12%:  think you should write "retarded" books then, Michael C
20.12%:  think you should write another book, Michael that
20.11%:  think Michael Chabon should read it to see how he
20.10%:  think Michael Chabon should use the letter
20.10%:  think you should write the real Michael Chabon at the
20.10%:  think you should read the new
20.10%:  asked you to write one but
20.09%:  think Michael Chabon should write the rest, that
20.09%:  think you should talk about
20.08%:  think Michael Chabon should write lots
20.08%:  think Michael Chabon should realise what
20.08%:  asked you to write the book, and
45.42%:  asked you to write the book, and then
20.08%:  think Michael Chabon should read it out loud to see what
20.06%:  think it's better than yours would
20.06%:  think you should write the rest, Michael Chabon the "
20.05%:  think Michael Chabon wrote that story, dude
20.04%:  think you should talk to the author, Michael "
20.04%:  think Michael Chabon should read the words he
20.04%:  think Michael Chabon should write the story, or
20.03%:  think Michael Chabon should write a story read
20.03%:  think you should write that Michael Chabon ordered
20.03%:  think you should read this book, Ch
20.02%:  think Michael Chabon would say that's like
20.02%:  think you should read this one too,
409.33%:  think you should read this one too, Michael
32.23%:  think you should read this one too, Michael.
25.00%:  think you should read this one too, Michael C
20.01%:  think Michael Chabon should read the story to the world,
20.01%:  think you should write about the "
20.00%:  think Michael Chabon is the retarded author you
60.81%:  think Michael Chabon is the retarded author you should
20.00%:  think Michael Chabon would rather like
19.99%:  think Michael Chabon should write the story here
19.98%:  think Michael Chabon should say "retarded" out loud, whether
19.98%:  think you should read the whole book instead, Michael the
19.98%:  know Michael Chabon, he asked
19.98%:  think Michael Chabon's heart
20.84%:  think Michael Chabon's heart would
19.95%:  asked you not to read
19.93%:  think Michael Chabon should read it out loud to the rest
19.93%:  think Michael Chabon wrote this.
19.93%:  think Michael Chabon should write a story that rel
19.91%:  think you should read the whole book, Michael the
19.91%:  think you should take out the word "retarded" so it
19.88%:  think Michael Chabon would like that story too,
19.88%:  think you should read his
50.89%:  think you should read his book
22.96%:  think you should read his book,
55.29%:  think you should read his book, Michael.
43.24%:  think you should read his book, Michael C
19.87%:  think Michael Chabon should take his tro
19.87%:  think Michael Chabon should lose the word "retarded" the
19.84%:  think Michael Chabon is the worst dude
19.83%:  think you should talk to Michael Chabon, sir
19.81%:  think Michael Chabon would say there's a lot to
19.80%:  think Michael Chabon said "retarded" so he would
19.80%:  think you should be worried
42.13%:  think you should be worried that
44.01%:  think you should be worried that Michael
19.80%:  think Michael Chabon should take out the word retarded you
19.79%:  think you should read this one where
19.79%:  think you should think harder about what "
19.78%:  think Michael Chabon is already ret
19.78%:  think Michael Chabon should hear the rest
19.78%:  think Michael Chabon would say that he liked the ret
19.78%:  think Michael Chabon should talk to his author,
19.77%:  think you should read the book and see how
19.76%:  think the story should end here, with Michael
19.75%:  think you should write a book that's a hundred
19.75%:  think you should take out the word "retarded" Michael, and the
19.74%:  think Michael Chabon is really sweet
19.74%:  think you should use the word "retarded" a lot then,
114.66%:  think you should use the word "retarded" a lot then, Michael.
25.15%:  think you should use the word "retarded" a lot then, Michael C
19.73%:  think you should think about the word
5745.98%:  think you should think about the word "retarded" Michael
1570.58%:  think you should think about the word "retarded" a
432.47%:  think you should think about the word "retarded" Michael.
382.70%:  think you should think about the word "retarded" Michael,
369.23%:  think you should think about the word "retarded" the
345.62%:  think you should think about the word "retarded" a lot
171.82%:  think you should think about the word "retarded" a lot,
1751.56%:  think you should think about the word "retarded" a lot, Michael.
381.16%:  think you should think about the word "retarded" a lot, Michael C
147.05%:  think you should think about the word "retarded" as
90.37%:  think you should think about the word "retarded" a lot Michael
86.27%:  think you should think about the word "retarded" Michael C
44.46%:  think you should think about the word "retarded" a lot, Ch
43.85%:  think you should think about the word "retarded" so
27.22%:  think you should think about the word "retarded" Michael, the
25.48%:  think you should think about the word "retarded" to
20.22%:  think you should think about the word "retarded" a lot.
19.72%:  think Michael Chabon should take the lead
19.71%:  think you should read the book when
19.70%:  think you should write one that's better. Michael
19.70%:  think Michael Chabon would rather talk to the
19.69%:  think Michael Chabon should rewrite the story to the
19.68%:  think you should use the word "retarded" in the book that
19.68%:  think you should take out the "retarded" with
19.68%:  think you should write Michael Chabon letters at the
19.68%:  think Michael Chabon really wrote it
19.67%:  think it's better than yours, what
19.67%:  think you should take out the "retarded" word, Michael Chabon. it
19.65%:  think you should read it, Michael Chabon to
20.80%:  think you should read it, Michael Chabon to see
23.18%:  think you should read it, Michael Chabon to see how
19.65%:  think you should write one that's better, Ch
19.65%:  think you should take out the "retarded" word, Michael Chabon's the
19.64%:  think you should know the
43.73%:  think you should know the truth
19.64%:  think you should use the word "retarded" in that book
19.64%:  think you should read the whole book, Michael and that
19.63%:  think you should ask Michael Chabon to author
19.62%:  think Michael Chabon should take out the word retarded, yes.
19.62%:  know Michael Chabon is the author here
19.61%:  asked you to write Michael Chabon to tell
19.60%:  think Michael Chabon should talk with
19.60%:  think you should take out the "retarded" word, and
19.60%:  think Michael Chabon said "retarded" out loud to
19.60%:  think you should write Michael Chabon letters too, dude
19.57%:  asked you to write the Michael Chabon role
19.57%:  think Michael Chabon would rather kiss
19.57%:  think you should ask Michael Chabon to write a letter,
19.57%:  think Michael Chabon should read this at
28.75%:  think Michael Chabon should read this at the
19.56%:  think you should be the one to ask that
19.55%:  asked you to write Michael Chabon's letter and
19.55%:  think Michael Chabon should write a letter that
19.55%:  think you should be a
19.55%:  think you should write a letter to Michael Chabon's 
19.54%:  think you should take out the word "retarded" so the
19.54%:  think Michael Chabon would like that there's a story
19.54%:  think you should read this, Michael C.
19.53%:  think you should write to Michael Chabon that he's a ret
19.53%:  think you should take another read
19.53%:  think you should write the author'
24.96%:  think you should write the author's note at
19.53%:  think you should take out the word retarded, Michael Chabon his
19.53%:  think Michael Chabon should read the story, too
19.52%:  think you should ask Michael Chabon to write that.
19.51%:  know, but you should read it and
19.49%:  think Michael Chabon should say "retarded" out loud with the
19.49%:  think you should think about the word "retarded" to see
19.48%:  think you should ask Michael Chabon whether it
19.48%:  think you should use the word "retarded" like that, Michael Chabon. to
19.48%:  think Michael Chabon should take the last
19.48%:  think Michael Chabon should write that story th
19.48%:  think you should write the author's note,
61.24%:  think you should write the author's note, Michael.
24.62%:  think you should write the author's note, Michael C
19.58%:  think you should write the author's note, Michael "
22.50%:  think you should write the author's note, Michael "Ch
19.47%:  think you should write that Michael Chabon, the
19.47%:  think you should use the word "retarded" kinda
19.46%:  think you should read the book to
19.46%:  think Michael Chabon should read the story, read the title
19.44%:  think Michael Chabon should write that story he talked
19.43%:  think you should be the one worried, Michael.
19.42%:  think you should use the word "retarded" like that too
19.41%:  think Michael Chabon would rather eat
19.41%:  think Michael Chabon should write "the story
19.41%:  think you should write to Michael Chabon that he's a rude
19.41%:  think Michael Chabon should take the story out
19.40%:  think you should be the one who does that.
19.39%:  think Michael Chabon should use the word "retarded" it
19.38%:  think it should be the
19.37%:  already wrote
19.37%:  think you should write one that does
19.36%:  think you should read this book where the
19.36%:  think you should see the
19.36%:  think you should use the word "retarded" like Michael Chabon to
19.36%:  think you should take out the words "retarded and
19.35%:  know Michael Chabon, you idiot
19.33%:  think Michael Chabon is the retarded story, h
31.00%:  think Michael Chabon is the retarded story, huh
19.33%:  think you should write that Michael Chabon's ret
72.69%:  think you should write that Michael Chabon's retarded,
46.71%:  think you should write that Michael Chabon's retarded.
35.02%:  think you should write that Michael Chabon's retarded, dude
19.32%:  think Michael Chabon's words are the
19.32%:  think Michael Chabon should ask the
39.64%:  think Michael Chabon should ask the author
20.77%:  think Michael Chabon should ask the author to
29.68%:  think Michael Chabon should ask the author to write
19.31%:  think you should think about what else
19.30%:  think you should be honest with the reader.
19.26%:  think Michael Chabon should take out the word "retarded" so they
19.26%:  think Michael Chabon should use a
19.26%:  think you should write the real Michael Chabon, that dude
19.25%:  think Michael Chabon should try to read the
35.54%:  think Michael Chabon should try to read the words
21.46%:  think Michael Chabon should try to read the whole
19.25%:  think you should write to Michael Chabon's real
19.25%:  asked you to write Michael Chabon that
19.24%:  think you should think about how retarded the rest
19.23%:  think Michael Chabon would like that retarded story dude
19.22%:  think Michael Chabon is the author who's retarded, to
19.22%:  think you should be the one who asked
19.22%:  think you should read it, Michael "Chabon" the
38.62%:  think you should read it, Michael "Chabon" the author
19.21%:  think you should write Michael Chabon that he's retarded, dude.
19.21%:  think you should learn how to read better, Michael C. "
19.21%:  think you should be the one to talk, Michael "
19.20%:  think you should write Michael Chabon letters, dear
19.19%:  think Michael Chabon is totally the author whose
19.17%:  think Michael Chabon should hold the door
19.17%:  know, but that story
19.17%:  think Michael Chabon should eat his hat,
19.17%:  think you should take out the word retarded, Michael Chabon it
