so that guy totally ate a sandwich the size of his head!!
100.00%: 
39.71%:  that
0.26%:  that thing was
0.60%:  that thing was totally
0.26%:  that sounds totally che
0.26%:  that was totally the thing
0.26%:  yes that is
0.31%:  yes that is totally
0.26%:  so that was the second last guy
0.26%:  so that guy ate a sandwich the size of a hy
0.26%:  that last thing was said
0.26%:  so yeah that doesn
0.26%:  that guy ate a sandwich the size of ah his
0.26%:  this last one was a lie!!
0.26%:  and that was the last of
0.26%:  so that was the last and
0.26%:  that was too che
0.26%:  what the hell is this the
0.26%:  no it
0.26%:  what the hell does that say on the
0.26%:  listen if that
0.26%:  so that guy ate a sandwich the size of ah his
0.26%:  that was less good
2.18%:  that was less good than the
1.19%:  that was less good than the last
0.68%:  that was less good than the title
0.60%:  that was less good than it
0.27%:  that was less good than the actual
0.26%:  that guy ate a sandwich the size of a lost
0.26%:  that guy ate a sandwich the size of a last
0.26%:  that was the last of the head
0.26%:  so that guy ate a sandwich the size of a salt l
0.26%:  guys this was totally
0.26%:  the last one was the
0.26%:  that guy ate a sandwich the size of a the
0.26%:  that was the actual end
1.14%:  that was the actual end of this
0.26%:  they
0.38%:  they called
0.26%:  that was a lot of things you
0.26%:  so this last one is the
0.26%:  so the sandwich got
0.26%:  that last one was a tough
0.26%:  that sounds a little too high
0.26%:  that was a lie that sounds cool
0.26%:  so this is a totally
0.26%:  so this was a
0.26%:  so the thing with the heads
0.41%:  so the thing with the heads is totally
0.26%:  that one was self
0.26%:  that guy ate a sandwich the size of his toe last
0.26%:  listen guys this
0.26%:  so who
0.26%:  so let
0.26%:  that was the last one i could
0.26%:  that guy ate a sandwich the size of this alley
0.26%:  that was a lie that last thing
0.26%:  who the hell is saying this to
0.26%:  that was totally a guy
0.26%:  so that one was a little high
0.26%:  that was the last thing i said so
0.26%:  that guy ate a sandwich the size of a hat so
0.26%:  that was the last of the days
0.26%:  yes that was totally the
0.26%:  that was totally shit though
0.26%:  yeah that was enough
0.26%:  no wait this is a
0.26%:  that last one was easy though
0.26%:  enough with the details
0.26%:  so the sandwich is still a
0.26%:  so that was the last of the hands you
0.26%:  that was the last of the eight
1.16%:  that was the last of the eight hands
0.26%:  who the hell is that guy and
0.26%:  that was a little too insight
0.26%:  anyway this
0.26%:  so the last sandwich guy ate his
0.26%:  that was totally cheezed though
0.26%:  that is enough of that!!
0.26%:  what the hell does it
0.26%:  so that guy ate a sandwich the size of his hell!!
0.26%:  what the hell does this say again
0.26%:  that was the thing
0.26%:  enough of the
0.26%:  so the sandwich is totally this guy
0.26%:  so that was the thing that
0.26%:  that was the last guy to find this
0.26%:  that was the last heading
0.26%:  that was a silly idea
0.26%:  wait listen
0.26%:  listen this is a
0.26%:  that guy ate a sandwich this tall
0.26%:  this whole
0.73%:  this whole thing has
0.48%:  this whole thing is
0.25%:  that was a lie i don
0.25%:  this last one was the least
0.25%:  that guy ate a sandwich that size al
0.25%:  so that was the end of the scale
0.25%:  that got way out of hand all
0.25%:  that was the last of the hands they
0.25%:  no that was totally disgust
0.25%:  that was the least cool thing to
0.25%:  that was the last lie
0.25%:  that last one was a lie th
0.25%:  that last one was chees
0.25%:  so you totally
0.25%:  what the hell is that second
0.25%:  so yeah that last thing was a
0.25%:  so that last one was lies
0.25%:  that guy ate a sandwich the size of this has
0.25%:  that last thing was less
0.25%:  that was a lot to handle so
0.25%:  that guy ate a sandwich the size of a hello
0.25%:  so that guy ate a sandwich that size al
0.25%:  that was a total lie and this
0.25%:  so that guy ate a sandwich the size of is that
0.25%:  so instead
0.25%:  that guy ate a sandwich the size of hay
0.25%:  that was an ugly
0.25%:  so the face
0.25%:  that guy ate a sandwich that size so
0.25%:  wait that sounds shitty
0.25%:  so that guy ate a sandwich the size of hay
0.25%:  wait a second let
0.25%:  that guy ate a sandwich the size of lo
0.25%:  that guy ate a sandwich the size of least 
0.25%:  what the hell is that disgust
0.25%:  yeah that was a lie though
0.25%:  that guy ate a sandwich the size of all that he
0.25%:  that was the last of these hands
0.25%:  that last one was a lie i
0.25%:  that was a lot of saying
0.25%:  that was less of a thing
0.25%:  that is the least
0.25%:  yeah that last one is a
0.25%:  no wait that got
0.25%:  yeah that was too
0.25%:  that sounds less cool the
0.25%:  that guy ate a sandwich the size of his hat as
0.25%:  so that was the last thing he
0.80%:  so that was the last thing he said to
0.25%:  that was enough of those
0.25%:  that last hand was a
0.59%:  that last hand was a lie though
0.25%:  that sounds l
0.25%:  that was the longest lie
0.25%:  that one was total
0.25%:  this totally
0.25%:  that was the last of those!!
0.25%:  that was totally the sound
0.25%:  so the last guy ate
798.83%:  so the last guy ate a sandwich the size of a
293.16%:  so the last guy ate a sandwich the size of that
240.54%:  so the last guy ate a sandwich the size of 
39.17%:  so the last guy ate a sandwich that
15.78%:  so the last guy ate a sandwich the size of a hat
14.13%:  so the last guy ate a sandwich the size of h
12.54%:  so the last guy ate a sandwich the size of at
12.08%:  so the last guy ate a sandwich the size of th
7.85%:  so the last guy ate a sandwich that size
7.83%:  so the last guy ate a sandwich the size of a lot
7.11%:  so the last guy ate a sandwich the size of a hot
6.93%:  so the last guy ate a sandwich the size of a 
6.27%:  so the last guy ate a sandwich the size of a to
5.79%:  so the last guy ate a sandwich that size of
5.00%:  so the last guy ate a sandwich the size of a th
4.74%:  so the last guy ate a sandwich the size of that!!
4.68%:  so the last guy ate a sandwich the size of a h
4.32%:  so the last guy ate a sandwich the size of a t
4.27%:  so the last guy ate a sandwich the size of it
3.63%:  so the last guy ate a sandwich the size of oh
3.62%:  so the last guy ate a sandwich the size that
3.02%:  so the last guy ate a sandwich the size of hi
2.87%:  so the last guy ate a sandwich the size of a lo
2.81%:  so the last guy ate a sandwich the size if
2.80%:  so the last guy ate a sandwich his
2.16%:  so the last guy ate a sandwich the size of a hat!!
1.93%:  so the last guy ate a sandwich the size of a l
1.86%:  so the last guy ate a sandwich the size of t
1.59%:  so the last guy ate a sandwich that is
1.55%:  so the last guy ate a sandwich this
1.44%:  so the last guy ate a sandwich the size of thy
1.25%:  so the last guy ate a sandwich that he
1.22%:  so the last guy ate a sandwich half
1.13%:  so the last guy ate a sandwich the size of total
1.10%:  so the last guy ate a sandwich the size fo
1.04%:  so the last guy ate a sandwich that size of the
0.84%:  so the last guy ate a sandwich the size of y
0.84%:  so the last guy ate a sandwich the size that of
0.82%:  so the last guy ate a sandwich the size of a tit
0.78%:  so the last guy ate a sandwich half his
0.75%:  so the last guy ate a sandwich that the
1.14%:  so the last guy ate a sandwich that the size of a
0.72%:  so the last guy ate a sandwich the size of to
0.66%:  so the last guy ate a sandwich the size of a total
0.60%:  so the last guy ate a sandwich the size of hat
0.57%:  so the last guy ate a sandwich the size of hah
0.56%:  so the last guy ate a sandwich the size of o
0.56%:  so the last guy ate a sandwich the size of a toy
0.55%:  so the last guy ate a sandwich of
0.54%:  so the last guy ate a sandwich that the size of 
0.52%:  so the last guy ate a sandwich the size of ah
0.52%:  so the last guy ate a sandwich the size o
0.51%:  so the last guy ate a sandwich so
0.51%:  so the last guy ate a sandwich the size of a li
0.50%:  so the last guy ate a sandwich as
0.50%:  so the last guy ate a sandwich the size of hot
0.50%:  so the last guy ate a sandwich the size of li
0.48%:  so the last guy ate a sandwich the size of thi
0.47%:  so the last guy ate a sandwich too
0.46%:  so the last guy ate a sandwich the size of hit
0.42%:  so the last guy ate a sandwich the size of a hay
0.42%:  so the last guy ate a sandwich the size of that h
0.41%:  so the last guy ate a sandwich the size of l
0.39%:  so the last guy ate a sandwich the size of a y
0.38%:  so the last guy ate a sandwich the size of al
0.38%:  so the last guy ate a sandwich of the
0.38%:  so the last guy ate a sandwich the size of holy
0.36%:  so the last guy ate a sandwich that his
0.36%:  so the last guy ate a sandwich that size!!
0.35%:  so the last guy ate a sandwich the size of that 
0.33%:  so the last guy ate a sandwich the size of a ho
0.32%:  so the last guy ate a sandwich the size of i
0.32%:  so the last guy ate a sandwich of the size that
0.31%:  so the last guy ate a sandwich the size of a hy
0.31%:  so the last guy ate a sandwich half the size that
0.29%:  so the last guy ate a sandwich the size of a tail
0.26%:  so the last guy ate a sandwich he
0.26%:  so the last guy ate a sandwich the size oh
0.25%:  so the last guy ate a sandwich that fit
0.25%:  so the last guy ate a sandwich the size of ha
0.25%:  which one of you said
2.18%:  which one of you said that last
0.25%:  so that guy ate a sandwich that size of the his
0.25%:  what the hell do you say
0.25%:  so that guy ate a sandwich the size of a sea
0.25%:  that was a good line
0.25%:  so that guy ate a sandwich the size of a title
0.25%:  so this is all
0.25%:  that was self
0.25%:  that was the last fact
0.25%:  guys this is what
0.25%:  these last
0.82%:  these last two hands
0.26%:  these last few
0.25%:  that last one was last
0.25%:  that guy ate a sandwich the size of a hat this
0.25%:  that guy ate a sandwich the size of his hat all
0.25%:  so the last guy ate a sandwich the size of hal
0.25%:  that sounds totally sweet!!
0.25%:  wait a sec that last
0.25%:  so that was the last thing out
0.25%:  that guy ate a sandwich that size is
0.25%:  that guy ate a sandwich the size of list
0.25%:  that one was less
0.25%:  so what the hell is that noise
0.25%:  that was a total lie this
0.25%:  enough with these facts
0.24%:  that was cheezed out
0.24%:  that was the last dialog
0.24%:  that last one was such a lie that
0.24%:  so that guy ate a sandwich the size a
0.24%:  that guy ate a sandwich the size of his seat!!
0.24%:  so if you want to call
0.43%:  so if you want to call that
0.24%:  what the hell does this face
0.24%:  that last one was a lie it
0.24%:  so that guy ate a sandwich the size of lot
0.24%:  so that was the last thing to
0.24%:  that sounds gay so
0.24%:  that was the last and least
0.24%:  so this is what it
0.37%:  so this is what it feels
0.24%:  that guy ate a sandwich the size of a hy
0.24%:  that was all one
0.24%:  that was the last hand of this
0.24%:  that was the last of us
0.24%:  that guy ate a sandwich the size of a hash
0.24%:  that was the last hand so this
0.24%:  that was the last one h
0.24%:  that one was silly though
0.24%:  who said
1.26%:  who said that last
2.27%:  who said that last line
1.73%:  who said that last thing
1.15%:  who said that last one
1.05%:  who said that last line though
0.43%:  who said that though
0.42%:  who said that last thing cause
0.40%:  who said that last thing cause that
0.40%:  who said that last line cause
0.32%:  who said that last one though
0.29%:  who said that last line cause that
0.24%:  that was the last day of the
0.24%:  so the sandwich guy has
0.24%:  that was the last of the angles
0.24%:  that guy ate a sandwich that size this
0.24%:  so the last guy who
0.54%:  so the last guy who said
1.24%:  so the last guy who said that is
0.90%:  so the last guy who said that is the
1.47%:  so the last guy who said that is the only
0.87%:  so the last guy who said that ate
0.66%:  so the last guy who said this
0.50%:  so the last guy who said that is the one
0.40%:  so the last guy who said that to
0.36%:  so the last guy who said that also
0.33%:  so the last guy who said that line
0.28%:  so the last guy who said that is a
0.27%:  so the last guy who ate
0.27%:  so the last guy who said that has
0.25%:  so the last guy who ate that
0.24%:  this last one has
0.24%:  so that guy ate a sandwich the size of totally his head 
0.24%:  that was the sc
0.24%:  that guy ate a sandwich the size of the hats
0.24%:  this is the last of this
0.24%:  that is all the
0.32%:  that is all the hands
0.24%:  that was not as cool
0.24%:  wait this is all
0.24%:  what the hell this is the
0.24%:  so that guy ate a sandwich the size of a little sh
0.24%:  what the hell is this hand
0.24%:  that was a test and you
0.24%:  that sounds a little gay so
0.24%:  that was a hell
1.51%:  that was a hell of a thing
3.98%:  that was a hell of a thing to say to
1.00%:  that was a hell of a thing to say!!
0.89%:  that was a hell of a thing to say out
0.52%:  that was a hell of a thing to do
0.52%:  that was a hell of a thing to say to the
0.43%:  that was a hell of a thing to say to a
0.42%:  that was a hell of a thing to say so
0.39%:  that was a hell of a thing to see
0.32%:  that was a hell of a thing to say at
0.24%:  so the sandwich that guy ate is the
1.16%:  so the sandwich that guy ate is the size of a
0.24%:  so that guy ate a sandwich that size of these
0.24%:  that guy ate a sandwich the size of his hat a
0.24%:  that was the last of the signs
0.24%:  yeah that sounds sweet
0.24%:  cool sounds
0.24%:  so the last guy ate a sandwich that fit his
0.24%:  so that was a lie and the last
0.24%:  wait hold on a sec this is the
0.24%:  enough of this silly
0.24%:  what the hell is the sound of a
0.24%:  so that last one was a che
0.24%:  that was the last one this is
0.24%:  so if you want to call this
0.24%:  so this one was a
0.75%:  so this one was a little
0.24%:  that sound
0.24%:  that last thing was a lie you
0.24%:  so that guy ate a sandwich the size of ya
0.24%:  that was the end of the issue
0.24%:  who the hell is saying these
0.24%:  enough of that last
0.24%:  that was a lie it doesn
0.24%:  that is enough of this today
0.24%:  so that guy ate a sandwich the size of lo
0.24%:  that was good until
0.24%:  that one was a total
0.29%:  that one was a total lie though
0.24%:  that guy ate a sandwich that size of these
0.24%:  that was totally a thought
0.24%:  that guy ate a sandwich the size of toilet
0.24%:  that was one of the least
0.24%:  that was the least good
0.24%:  that guy ate a sandwich the size of oh hell
0.24%:  that guy ate a sandwich that he
0.24%:  wait that last thing should
0.24%:  no wait this should
0.24%:  so the last guy ate a sandwich the size of lo
0.24%:  that guy ate a sandwich the size of ya
0.24%:  that one was easy
0.24%:  that was a total lie that
0.24%:  that was last one
0.24%:  so that guy ate a sandwich the size of oh hell
0.24%:  who the hell is that and
0.24%:  so that last one was total
0.24%:  wait no that totally
0.24%:  so that last thing was the
0.24%:  so this is the actual last thing
0.24%:  that last one was a lie i thought
0.24%:  hot
0.23%:  that was a shit
0.23%:  that guy ate a sandwich the size of is that
0.23%:  so that guy ate a sandwich the size of a set
0.23%:  that one was too
0.23%:  that was an actual lie
0.23%:  that was totally the sc
0.23%:  that was a little sad though
0.23%:  that was such a good
0.23%:  so the sandwich is that
0.23%:  holy
0.45%:  holy shit
0.50%:  holy shit that
0.73%:  holy shit that sounds
0.58%:  holy shit that sounds way
0.57%:  holy shit that was the
0.25%:  holy shit that was a
0.25%:  holy shit that was the cool
0.46%:  holy shit that was the coolest thing i
0.23%:  enough with that shit
0.23%:  that line
0.23%:  this is the end of that
0.23%:  that was a lie the second
0.23%:  so that last one is a lie though
0.23%:  that guy ate a sandwich the size of that as
0.23%:  so that last one failed
0.23%:  that was the last of these and you
0.23%:  that was the last of these you
0.23%:  also
0.23%:  that was the last of those and it
0.23%:  that guy ate a sandwich the size of hell!!
0.23%:  that guy ate a sandwich the size that he
0.23%:  that guy ate a sandwich the size of his oats
0.23%:  wait that got totally
0.23%:  now that you said
0.23%:  now that you said that it
0.23%:  that was tough
0.23%:  so the sandwich is totally a
0.23%:  so that was the last actual
0.28%:  so that was the last actual thing
0.23%:  that was the last one i thought
0.23%:  that was the last of the handles
0.23%:  that was the last line that
0.23%:  that was totally not the case
0.23%:  so yeah this last
1.01%:  so yeah this last one was
0.23%:  that was a little outside
0.23%:  that guy ate a sandwich the size of a holy
0.23%:  that was the last thought in
0.23%:  that was totally in the
0.23%:  that guy ate a sandwich the size of this at
0.23%:  so the last guy ate a sandwich the size of that l
0.23%:  so that last one could
0.23%:  what the hell is this you
0.23%:  so the last guy ate a sandwich the size of hay
0.23%:  that last one was a lot
0.23%:  the sandwich guy ate the
0.23%:  now gaze
0.23%:  what the hell is this thing you
0.23%:  so that was a little out
0.73%:  so that was a little out of hand
0.23%:  that is way less
0.23%:  so that guy ate a sandwich the size of a toe
0.23%:  that was a last
0.53%:  that was a last second
0.48%:  that was a last second thought
0.23%:  all this
0.23%:  wait that is not
0.23%:  that is all the hands of
0.23%:  that was a lie though the last
0.23%:  that was totally it though
0.23%:  that is not how
0.43%:  that is not how this
0.36%:  that is not how that
0.23%:  so that was a lot of things that
0.23%:  that was a lie i dont
0.23%:  so that was a little dis
0.23%:  yeah that was a lot
0.23%:  that guy ate a sandwich the size of a little sh
0.23%:  that was a silly thing to say huh
0.23%:  that was a little need
0.23%:  this is the last of these now
0.23%:  so what the hell is that face
0.40%:  so what the hell is that face doing
0.23%:  it wasn
0.23%:  so that guy ate a sandwich the size of hs
0.23%:  that was not good at
0.23%:  that was the coolest last thing
0.23%:  they call
0.23%:  no wait this is the last
0.23%:  w
0.23%:  guys that was totally the
0.23%:  so that guy ate a sandwich the size of this oh
0.23%:  so that was silly
0.23%:  so that last hand
0.23%:  that sounds so
0.23%:  so that second
0.23%:  so that was the last one that
0.23%:  yeah that sounds a
0.26%:  yeah that sounds a little too
0.26%:  yeah that sounds a lot
0.25%:  yeah that sounds a little gay
0.25%:  yeah that sounds a little high
0.23%:  this was totally a
0.23%:  so this was the
0.34%:  so this was the last
0.23%:  yeah that was a lie that
0.23%:  sounds
0.23%:  wait it
0.23%:  that guy ate a sandwich the size of heh
0.23%:  so that guy totally
