know just enough about science for that to be really credible!!
41.65%:  think
0.26%:  need to figure out how all
0.26%:  could be wrong about the science of it all but the
0.26%:  just thought of a really weak
1.53%:  just thought of a really weak counter
0.26%:  think you just got a free science
0.83%:  think you just got a free science lecture
0.49%:  think you just got a free science lecture!!
0.26%:  always thought it could be blue
0.26%:  could write a book about science but then
0.26%:  forgot all about outer
0.26%:  just totally figured out the whole science!!
0.26%:  only thought about it
0.47%:  only thought about it for a
3.09%:  only thought about it for a second but
0.67%:  only thought about it for a second!!
0.45%:  only thought about it because
0.26%:  just walked into a thought
0.43%:  just walked into a thought bubble
0.26%:  just got bored
0.26%:  just blew all of science out the back door there
0.26%:  really need to think about the fact
0.26%:  look forward to the lecture about
0.26%:  totally forgot the whole science
0.26%:  just called you out for being the science
0.33%:  just called you out for being the science bro
0.30%:  just called you out for being the science bro who
0.26%:  figured out the theory
0.26%:  just thought of an article about
0.26%:  think you just won the great debate for
0.31%:  think you just won the great debate for science
0.26%:  think our theory of science just blew
0.26%:  think you just won our debate for the
0.26%:  just think of all the trouble
0.26%:  just thought about it for real
0.26%:  just got called out on a science error
0.26%:  already know enough science for the
0.26%:  cannot be the
0.39%:  cannot be the first
0.26%:  just blew your f
0.26%:  just figured out how there can be totally
0.26%:  would like to note that for such
0.26%:  thought for sure your
0.26%:  just thought of a way to reduce all
0.56%:  just thought of a way to reduce all science
0.26%:  look forward to the years
0.26%:  like where your science
0.26%:  really should know better than to science argue
0.26%:  could be totally right about one of
0.26%:  just blew all our science on that
0.48%:  just blew all our science on that one!!
0.29%:  just blew all our science on that theory
0.26%:  like your science better!!
0.26%:  forgot to include that on
0.26%:  just wrote an entire doctor
0.26%:  just figured out how there are
0.26%:  just blew your entire science blog
0.25%:  should really write that book before science
0.25%:  think you just robbed science of another great
0.25%:  feel like that just got a whole
0.25%:  sure would like to hear about that science!!
0.25%:  was talking out loud there
0.25%:  was totally right and
0.25%:  just got called out for science by an alien!!
0.25%:  think our science teacher just won
0.25%:  just won the science theory of
0.25%:  just blew the giant theory out of our
0.25%:  should write a book about true
1.12%:  should write a book about true science
0.25%:  forgot that science works on the
0.25%:  need to figure out how to use that science
0.25%:  think you got us all
0.25%:  think science just found out who all
0.25%:  just got written out of science by
0.25%:  think science just got done
0.25%:  totally just had one of the
0.25%:  think you just rewrote a bunch of science to get
0.25%:  could be wrong about just one little
0.25%:  just figured out the science too
0.27%:  just figured out the science too!!
0.25%:  forgot about black holes when
0.25%:  need to track this
0.44%:  need to track this guy
0.25%:  need to figure out how to talk science!!
0.25%:  looked into that before but
0.25%:  forgot to include all those science
0.25%:  was right about you all
0.25%:  could totally see that being a future
0.44%:  could totally see that being a future science
0.66%:  could totally see that being a future science book
0.97%:  could totally see that being a future science book!!
0.25%:  should write a book about science you
0.25%:  could get really into that for
0.25%:  need to figure out how to carry that
0.25%:  just got an idea for the new book
0.27%:  just got an idea for the new book!!
0.25%:  need to think about all these
0.25%:  just blew your science career
0.25%:  think you just got all of science and the
0.25%:  totally need to write science books
0.43%:  totally need to write science books for
0.25%:  just thought of a way to turn a
0.49%:  just thought of a way to turn a science
0.25%:  just thought of one and
0.30%:  just thought of one and you
0.25%:  think you just won science all the tro
0.25%:  used to think you were a science bro but after
0.25%:  just looked into that theory
0.25%:  think science just got way too
0.66%:  think science just got way too real
0.26%:  think science just got way too real!!
0.25%:  think you just created the real science of our
0.25%:  just fell down a rabbit hole to another science
0.25%:  just figured out all known
3.90%:  just figured out all known science
1.92%:  just figured out all known science!!
0.56%:  just figured out all known science at
0.33%:  just figured out all known science at the
0.25%:  forgot to rule out the absurd!!
0.25%:  do not recall asking you
0.25%:  feel like that would be sort
0.25%:  could swear that
0.25%:  totally forgot about the new science!!
0.25%:  could be wrong for the literal
0.25%:  shoulda
0.25%:  think you just found the science error
0.25%:  totally just figured out how there are black
0.25%:  just blew all our science theory out
0.25%:  need to go back to science now
0.25%:  refuse to call that science
0.25%:  just wrote a science theory about
0.25%:  totally bought that for like 
0.25%:  think you just robbed science of her
0.26%:  think you just robbed science of her crown
0.25%:  totally just found out the
0.25%:  could be wrong but there
0.25%:  just figured out not only science
0.25%:  just threw out a bunch of science talking
0.25%:  hate to break it to you science fans
0.25%:  could still be wrong
0.90%:  could still be wrong about
0.50%:  could still be wrong about the
0.36%:  could still be wrong about that
0.25%:  could totally win the science book
0.25%:  should really get back into the
1.29%:  should really get back into the science
0.25%:  hate to bring
0.25%:  just created a theory of science while
0.25%:  just fell down the science rabbit hole bro!!
0.25%:  would like that to be true for a
0.25%:  would like you to note
0.25%:  thought you were real science facts
0.25%:  think you just rewrote science for the good
0.25%:  look forward to an article
0.25%:  would like to return to the subject of bro science
0.25%:  reject that with all
0.25%:  think for once science has let
0.25%:  just figured out how to be cooler than science by
0.25%:  just got hit by a truck of real
0.97%:  just got hit by a truck of real science
0.37%:  just got hit by a truck of real science!!
0.25%:  should get back to the library real
0.25%:  would like to lecture about
0.25%:  could be totally right here
0.25%:  really need to think about what to
0.25%:  forgot to write that one
0.25%:  think you just brought real science fact
0.25%:  would really rather not get into science
0.25%:  already know enough about science to be rich
0.25%:  just got hit by a fre
0.25%:  totally talked
0.25%:  thought you were just a friend to be
0.25%:  need to go think about your
0.25%:  was born ready
0.83%:  was born ready for that
0.38%:  was born ready for that one
0.63%:  was born ready for that one!!
0.25%:  reject that theory for being so
0.25%:  think you just found science a real
0.25%:  totally should be working on a
1.01%:  totally should be working on a science
0.25%:  refuse to look into the
0.37%:  refuse to look into the science
0.25%:  think you just cured the science of all
0.25%:  could go on like that
1.95%:  could go on like that for hours!!
0.25%:  look forward to us
0.35%:  look forward to us being
0.25%:  just got called out by the real
0.25%:  just figured out where all the tr
0.25%:  think the science just found
0.27%:  think the science just found out
0.25%:  could be wrong about this but not
0.39%:  could be wrong about this but not really
0.25%:  would like to turn that theory
0.25%:  could write a book about all the energy
0.25%:  just wrote a book about science called
0.25%:  just think of all the great science we
0.25%:  just noticed how great
0.25%:  thought you were an actual din
0.25%:  think you just went full bro science
0.25%:  hate you all so
0.25%:  think you just tore down all
1.02%:  think you just tore down all the science
0.25%:  gotta write that book real
0.25%:  should totally go into science when
0.25%:  thought you were still back on
0.25%:  really should think of a better counter to
0.25%:  should totally write a book for teenage science
0.25%:  told you there was nothing to be
0.25%:  gotta talk to you later
0.25%:  just thought of a way to render
0.25%:  would really hate to be that
0.25%:  should write a science book for a
0.26%:  should write a science book for a change
0.29%:  should write a science book for a change!!
0.25%:  think you just won the science t
0.25%:  know about
0.25%:  need to call science about that!!
0.25%:  just wrote a science book right then
0.25%:  just figured out where all the science bro
0.25%:  just now figured out that theory
0.25%:  could be wrong about all the science if that turns
0.25%:  just thought of a science better
0.25%:  would like to argue that theory
0.25%:  just figured out that we only
0.25%:  just blew the theory of science
0.43%:  just blew the theory of science out
0.25%:  just talked about science for too
1.45%:  just talked about science for too long!!
0.25%:  just fell down the rabbit hole to an
0.25%:  sure would like to get on
0.75%:  sure would like to get on that science
0.28%:  sure would like to get on that theory
0.27%:  sure would like to get on that science boat
0.84%:  sure would like to get on that science boat!!
0.25%:  could write a science book but only
0.25%:  just figured out how to cr
0.25%:  hate you for knowing all those
0.48%:  hate you for knowing all those science
0.25%:  look forward to telling science that they can be
0.25%:  think you just got real about science
0.25%:  think you just rewrote the actual
1.44%:  think you just rewrote the actual science
0.46%:  think you just rewrote the actual science for
0.25%:  can think of at least 
0.25%:  really should go out
0.25%:  shoulda been
0.34%:  shoulda been a science
0.56%:  shoulda been a science teacher
0.30%:  shoulda been a science guy
0.75%:  shoulda been a science guy!!
0.29%:  shoulda been a science bro
0.27%:  shoulda been a science bro!!
0.25%:  totally should write a science book one
0.25%:  swear to you right
0.25%:  went to science
2.16%:  went to science school
1.55%:  went to science school for that
1.01%:  went to science school and
0.84%:  went to science school for like
1.61%:  went to science school for like three
0.84%:  went to science school for three
0.78%:  went to science school for eight
0.46%:  went to science school but
0.38%:  went to science school and you
0.34%:  went to science school for that!!
0.33%:  went to science school for a
0.32%:  went to science school!!
0.25%:  just got all the science credit
0.25%:  will eat
0.25%:  just thought of a cool way science
0.25%:  need to call the science news
0.25%:  just figured out the work
0.25%:  could talk about nothing else for a
0.25%:  see through your fac
0.25%:  like your cut of the science dollars!!
0.25%:  need to talk to science guys about how
0.25%:  need to go call the
0.39%:  need to go call the science
0.25%:  think you just blew that science
0.25%:  forgot you were the science one
0.40%:  forgot you were the science one!!
0.25%:  would like to create
0.25%:  just got a bunch of science bon
0.25%:  should really write a book about counter
0.25%:  could be wrong about the rest of science until
0.25%:  just heard you talking about science there
0.26%:  just heard you talking about science there!!
0.25%:  feel like nobody thought
0.55%:  feel like nobody thought about
0.25%:  just figured out how to be a science bro that
0.25%:  need to figure out just
0.34%:  need to figure out just what
0.25%:  clearly forgot to take
0.25%:  do not like your science
0.25%:  would think about that longer before
0.25%:  just got an idea for what you
0.25%:  totally just won the science debate hour!!
0.25%:  forgot about the science card
0.25%:  just worked out the nature of all
0.25%:  just thought of a way to credit
0.25%:  just thought of our new science book
0.96%:  just thought of our new science book title!!
0.25%:  really thought we just
0.25%:  really need to figure out how not to talk
0.25%:  look forward to hearing the best science
0.25%:  just heard a science fact
0.25%:  think you just forgot about all science
0.25%:  would think about that for years!!
0.25%:  found the real
0.28%:  found the real reason
0.25%:  totally just figured out how to learn science!!
0.25%:  totally forgot we had the
0.25%:  just broke science and now there
0.25%:  think you just rewrote all science to agree
0.25%:  just caught you with
0.25%:  just think about science enough
0.45%:  just think about science enough for
0.62%:  just think about science enough for all
0.25%:  already knew about this but
1.09%:  already knew about this but forgot
0.25%:  just blew your entire science book!!
0.25%:  think we all just agreed to a
0.25%:  think you just went too hard for
1.15%:  think you just went too hard for science
0.25%:  reject that theory on two
3.97%:  reject that theory on two grounds
0.63%:  reject that theory on two grounds!!
0.25%:  would totally get a science
0.25%:  just got thrown into a black hole by science!!
0.25%:  thought you said to
0.25%:  just got a new theory for science teacher
0.25%:  want to hug you!!
0.25%:  thought you left science because
0.25%:  totally agree with dark
0.25%:  hate you for knowing too
0.25%:  forgot black holes were real but
0.25%:  think you just blew science to hell
0.25%:  need to get back into science for re
1.76%:  need to get back into science for reals!!
0.25%:  could be totally right here!!
0.25%:  just ate a whole
0.43%:  just ate a whole bunch
1.08%:  just ate a whole bunch of science
0.78%:  just ate a whole bunch of dark
0.68%:  just ate a whole bunch of dark energy
0.28%:  just ate a whole bunch of science today
0.26%:  just ate a whole bunch of dark energy!!
0.25%:  think you just lowered the science bar on
0.25%:  need to know about this before
0.25%:  could be right about the science
0.25%:  just got hit by a science arrow
0.25%:  already know enough to be
0.25%:  just figured out what to call science
0.25%:  need to talk about this theory on
0.25%:  just got called out by the entire
0.39%:  just got called out by the entire science
0.25%:  should totally write a book there
0.25%:  think you just won science debate club for all
0.25%:  really need to re
0.25%:  really could be
1.05%:  really could be wrong
24.89%:  really could be wrong about this!!
14.59%:  really could be wrong about this after
12.39%:  really could be wrong about this for
11.30%:  really could be wrong about this one
22.64%:  really could be wrong about this one!!
4.02%:  really could be wrong about these
2.40%:  really could be wrong about that
2.08%:  really could be wrong about the
1.95%:  really could be wrong about that one
3.22%:  really could be wrong about that one!!
1.74%:  really could be wrong about this but
1.71%:  really could be wrong about this one for
1.60%:  really could be wrong about the science
1.27%:  really could be wrong about this science
0.87%:  really could be wrong about the science for
0.79%:  really could be wrong about that!!
0.76%:  really could be wrong about this then
0.78%:  really could be wrong about this then!!
0.69%:  really could be wrong for
0.64%:  really could be wrong about the science after
0.60%:  really could be wrong about this science after
0.51%:  really could be wrong about this one after
0.51%:  really could be wrong about the science of
0.50%:  really could be wrong about the science of this
0.48%:  really could be wrong about science
0.40%:  really could be wrong about a
0.37%:  really could be wrong about those
0.36%:  really could be wrong about the science on
0.61%:  really could be wrong about the science on this!!
0.34%:  really could be wrong about the nature
0.32%:  really could be wrong about this science!!
0.32%:  really could be wrong about the science of this!!
0.31%:  really could be wrong about science after
0.30%:  really could be wrong about the science!!
0.30%:  really could be wrong about one
0.27%:  really could be wrong here
0.32%:  really could be wrong here!!
0.25%:  think you just created enough science to allow
0.40%:  think you just created enough science to allow for
0.25%:  forgot we had science
0.25%:  could be the first to know the
0.50%:  could be the first to know the true
0.25%:  just blew your science right outta the fr
0.25%:  just figured out how to not only be a
0.25%:  would not be able to think about
0.25%:  could talk about that one for the
0.25%:  just need to figure out a way to tell science
0.25%:  would like that to be the case only for
0.25%:  only just figured out how science
0.25%:  can see through you now
0.25%:  thought you were into science and facts!!
0.25%:  could be wrong about all these!!
0.25%:  forgot about the hard
1.50%:  forgot about the hard science
0.41%:  forgot about the hard science route
0.25%:  should get back to you later
0.25%:  reject this theory out of an
0.25%:  forgot about all this other junk we need
0.25%:  think you just wrote a better blog for
0.25%:  hate how you just turned all
0.25%:  need science to figure that out now
0.25%:  should totally write that on science
0.25%:  just went through your entire science
0.25%:  feel like science just went and
0.25%:  really thought it would take at
0.25%:  think science just got cooler for real
0.25%:  think you just got all the science around
0.25%:  forgot all about this science theory
0.30%:  forgot all about this science theory!!
0.25%:  could listen
16.46%:  could listen to you talk about science
18.97%:  could listen to you talk about science for
3.31%:  could listen to you talk for
2.81%:  could listen to you talk about science for the
1.03%:  could listen to you talk science
1.02%:  could listen to you talk science for
0.80%:  could listen to you talk about how
0.59%:  could listen to that
0.74%:  could listen to that for
0.48%:  could listen to you talk about the
1.20%:  could listen to you talk about the science
0.86%:  could listen to you talk about the science for
0.48%:  could listen to you talk for the
0.43%:  could listen to your
0.34%:  could listen to you for
0.27%:  could listen to you talk science for the
0.25%:  just totally figured out how to break
0.40%:  just totally figured out how to break science
0.25%:  forgot black holes were another
0.25%:  think you just rewrote all of science about
0.25%:  really thought for sure science could
0.25%:  really ought to write a science book and
0.25%:  already know enough science to crush
0.25%:  feel like you just went too hard on that
0.25%:  just broke the fourth wall and let
0.69%:  just broke the fourth wall and let science
0.48%:  just broke the fourth wall and let you into
0.25%:  feel like the world just got a ton
0.25%:  will not be caught
0.26%:  will not be caught out
0.25%:  think you just changed science for all but
0.25%:  need to figure out who the
0.25%:  need to figure out how to sketch
0.25%:  just got all the science you
0.49%:  just got all the science you could
0.34%:  just got all the science you could fit
0.25%:  just threw out a science theory to
0.25%:  just figured out the real science to
0.25%:  think you just lowered the bar for all science to get
0.25%:  just figured out what that really
0.25%:  just need to figure out why that
0.25%:  just think about you and
0.25%:  look forward to the science article about the
0.25%:  just figured out where all the cart
0.49%:  just figured out where all the cartoon science
0.25%:  just fell down a rabbit hole to a science
0.25%:  only wish
0.25%:  forgot about you dark
0.25%:  just figured out how a
0.25%:  reject that theory for being too science
0.25%:  think you just brought a science fact down
0.25%:  need to go tell science
6.31%:  need to go tell science about this!!
0.31%:  need to go tell science about that
0.46%:  need to go tell science about that!!
0.25%:  lost track of how long
0.25%:  feel like you just brought science to a bar
0.25%:  just got hit by another one of science
0.25%:  just argued that
0.25%:  hate you for knowing science but also
0.25%:  just thought of a new debate
0.35%:  just thought of a new debate club
0.25%:  just thought of an entire science lecture
0.25%:  thought you were on science break for
0.25%:  just thought of a new re
0.25%:  need to work through all
0.25%:  need to figure out what to say
0.25%:  should write a book totally
0.25%:  just got all science on your dark
0.25%:  need to buy a ticket to science
0.25%:  should be out there looking for actual
0.30%:  should be out there looking for actual science
0.25%:  look forward to telling science teacher that
0.25%:  just wrote a book on the
0.44%:  just wrote a book on the science
0.38%:  just wrote a book on the science behind
0.25%:  just talked about science for a whole 
0.25%:  just need to figure out how to c
0.25%:  think you just brought science to real world
0.25%:  just threw out a science theory and forgot
0.25%:  would say that science
0.25%:  just figured out how to take control
0.25%:  just got turned on by science to
0.25%:  now regret
0.25%:  think you just rewrote all of the science on
0.25%:  think you just found a career worth
0.25%:  really need to learn science
0.25%:  forgot that science is about
0.25%:  laughed at your joke before
0.25%:  laughed at your joke before but
0.69%:  laughed at your joke before but now that
0.25%:  only just noticed that
0.25%:  could be wrong about the science but either
0.25%:  forgot to include that one but
0.25%:  really just want to go back to not
0.25%:  hate to be the guy to blow
0.25%:  just got science boner
0.25%:  need to talk to this guy about science for real
0.35%:  need to talk to this guy about science for real!!
0.25%:  would say that if
0.25%:  forgot what this
0.25%:  could be wrong about a lot of science just
0.25%:  refuse to look at the science and
0.25%:  would not rule out that as
0.25%:  just got the idea for another
0.87%:  just got the idea for another book!!
0.60%:  just got the idea for another science
0.39%:  just got the idea for another science book
1.63%:  just got the idea for another science book!!
0.25%:  need to go back to the library for the 
0.25%:  think you found what
0.25%:  totally figured out what science
0.25%:  just thought of a new book title and you
0.25%:  should totally write a book about f
0.25%:  think you just wrote a bunch
7.35%:  think you just wrote a bunch of science
0.25%:  would like for you to shut
0.33%:  would like for you to shut the
0.25%:  thought for sure science would be able to notice
0.25%:  thought you were brain
0.25%:  need to science this
0.32%:  need to science this theory
0.25%:  need to get back to that
0.25%:  need to figure out how to turn those
0.25%:  should write that book for science ner
0.25%:  just figured out another way to science
0.25%:  feel like you just watched too
0.25%:  bet you thought science would be a
0.25%:  just thought about science for once!!
0.25%:  reject that theory on grounds it
0.25%:  thought you were fired
0.25%:  totally need to talk about
0.25%:  should write a book before science
0.25%:  could totally use that for a science joke
0.25%:  could be wrong for the last
0.25%:  just wrote an entire science book about
0.25%:  just figured that out alone!!
0.25%:  just found another way to be right all
0.25%:  just ignored all science
0.25%:  need to go look for
0.25%:  think you just blew science to the
0.25%:  should write a book about the 
0.25%:  could totally see the science working that
0.25%:  just thought of a better science book called
0.25%:  thought you liked science as
0.25%:  should write a book about real science but the
0.25%:  just thought of a way to earn science credit
0.25%:  think they could
0.82%:  think they could be real!!
0.66%:  think they could be real after
0.32%:  think they could be onto
0.25%:  think you just won our science debate for that
0.25%:  would like to forget that last
0.25%:  forgot about the hard science!!
0.25%:  always figured that out
0.25%:  would still be
0.25%:  just got a science theory!!
0.25%:  forgot all about the other kinds
0.25%:  would go
0.25%:  could be right about a lot of science!!
0.25%:  wrote the
0.75%:  wrote the book
2.05%:  wrote the book on this
1.73%:  wrote the book on that
1.48%:  wrote the book on that subject
1.32%:  wrote the book on this!!
1.15%:  wrote the book on that subject!!
1.10%:  wrote the book on that!!
0.45%:  wrote the book on science
0.40%:  wrote the book on gi
1.00%:  wrote the book on giants!!
0.32%:  wrote the book on this already
0.71%:  wrote the book on this already!!
0.29%:  wrote the book on that already
0.28%:  wrote the book on giant
0.44%:  wrote the book on giant science
0.27%:  wrote the book on these
0.26%:  wrote the book on the
2.20%:  wrote the book on the subject
1.61%:  wrote the book on the subject!!
1.38%:  wrote the book on the subject and
0.58%:  wrote the book on the science
2.30%:  wrote the book on the science of giants!!
0.44%:  wrote the book on the subject of
0.40%:  wrote the book on the subject and you
0.26%:  wrote the book on giant science!!
0.25%:  forgot about all that theory
0.25%:  just figured out the tr
0.25%:  really think we ought to be
0.25%:  would take that theory into
0.25%:  do not like that you
0.63%:  do not like that you just
0.25%:  think you just rewrote the science of cold
0.25%:  think you just robbed science of eternal
0.45%:  think you just robbed science of eternal truth
0.25%:  would kill for that to be the case but science
0.25%:  feel like you just brought science down a notch to be
0.25%:  just called you a giant bro for
0.44%:  just called you a giant bro for the
0.25%:  thought you left science to work in
0.25%:  just broke science with that!!
0.25%:  totally just figured out how to clear science
0.25%:  just want to be clear here that
0.30%:  just want to be clear here that you
0.25%:  forgot black holes are real too
0.25%:  just figured out all at once the science
0.25%:  just called you out on being a fake
0.89%:  just called you out on being a fake bro
0.27%:  just called you out on being a fake bro!!
0.25%:  could be totally wrong about the science here but frank
0.25%:  used to think you were science bro
0.25%:  just walked into a science lecture by
0.25%:  hate to be the guy to bust
0.25%:  forgot about that because it would
0.25%:  would like to see science try that
0.25%:  need to absorb
0.25%:  just wrote a science book filled
0.25%:  just found the true
0.25%:  just talked about science without real
0.25%:  think our debate
0.43%:  think our debate just
0.55%:  think our debate just got
0.47%:  think our debate just got real
0.29%:  think our debate just got real!!
0.29%:  think our debate just got really
0.25%:  forgot about all that other junk we need
0.25%:  think you just let science change
0.25%:  think we should tell science to go
0.25%:  need to think about what science
0.25%:  forget that you know science too
0.25%:  forgot all about science until just then
0.37%:  forgot all about science until just then!!
0.25%:  bet you could sell that book for at
0.25%:  just noticed you forgot to breathe when
0.25%:  just broke the fourth wall you
0.25%:  think we just found the cure to all science!!
0.25%:  forgot we could just
0.25%:  hate to break it to you science ch
0.25%:  could be wrong about science but this
0.25%:  lost track of reality
0.25%:  only just figured out that we
0.25%:  should write a book about that once
0.25%:  could argue that one for
0.30%:  could argue that one for hours
0.25%:  thought you were too tall for
0.47%:  thought you were too tall for science
0.25%:  totally just figured out how to cr
0.25%:  just heard your
0.25%:  would like to return to your
0.25%:  hate you for that joke
0.25%:  should write a blog about science!!
0.25%:  hate that you just ruined science for all
0.25%:  forgot all about those!!
0.25%:  clearly need to write a book or
0.25%:  thought you were a cool science
0.25%:  would like that to be the case about
0.25%:  just figured out how to talk to ch
0.25%:  just talked to an
0.25%:  really could be wrong about the first
0.25%:  forgot to rule that out because we
0.25%:  could be wrong about all the other sent
0.25%:  hate to tell you this for
0.25%:  need to get back to science faster
0.35%:  need to get back to science faster!!
0.25%:  think we all just found true science
0.25%:  think science just changed for real!!
0.25%:  just got hit on the
0.29%:  just got hit on the back
0.25%:  need to figure out how to use black
0.25%:  could totally be wrong about the science for this
0.25%:  just got hit by a rock
0.75%:  just got hit by a rocket science
1.40%:  just got hit by a rocket science bullet
0.82%:  just got hit by a rocket science bullet!!
0.25%:  just ruined all
1.92%:  just ruined all science
2.11%:  just ruined all science for
1.46%:  just ruined all science for you
0.72%:  just ruined all science for you!!
0.66%:  just ruined all science for the
0.64%:  just ruined all science!!
0.26%:  just ruined all of
4.18%:  just ruined all of science!!
0.72%:  just ruined all of science by
0.25%:  just had one of the great science real
0.25%:  thought you cared about science all
0.25%:  see through your little
0.25%:  totally just figured our
0.25%:  look forward to telling the truth because science
0.25%:  feel really bad
1.13%:  feel really bad about
0.25%:  think you need to be careful about that
0.25%:  just blew that theory clean
0.57%:  just blew that theory clean out of our
0.25%:  think you just rewrote the science of one
0.25%:  thought it would be a
0.25%:  will go back to the future to
0.25%:  think you just got harder for
3.88%:  think you just got harder for science
1.53%:  think you just got harder for science!!
0.25%:  just fell down a rabbit hole on
0.25%:  just freaked out a little about
0.77%:  just freaked out a little about how
0.28%:  just freaked out a little about how science
0.25%:  kinda just thought of a really cool new
0.59%:  kinda just thought of a really cool new science
0.25%:  hate to break it to all you science bros but we
0.25%:  thought science was cool before but it
0.25%:  really need to figure out how to turn science talk
0.25%:  could talk for hours about giant science
0.25%:  just got talked into a new theory for science
0.28%:  just got talked into a new theory for science!!
0.25%:  just won the science grant
0.25%:  just won the science grant!!
0.25%:  used to think you were a total
0.43%:  used to think you were a total bro
0.25%:  think you just changed real science for at
0.25%:  need to get science books
0.25%:  could talk about things that
0.25%:  like the cut of your tongue
0.25%:  feel like science just got a lot harder now
0.26%:  feel like science just got a lot harder now!!
0.25%:  want that book
0.25%:  would not be the first science
0.45%:  would not be the first science guy
0.31%:  would not be the first science guy to be
0.30%:  would not be the first science blog
0.25%:  think you just forgot about all the science!!
0.25%:  would listen to that for
0.25%:  could talk about that for longer
0.25%:  gotta think real
2.29%:  gotta think real hard before
0.36%:  gotta think real hard now
0.25%:  gotta think real hard now!!
0.25%:  could write a science book just about the theory
0.25%:  think you just found a cool
0.25%:  just got a new science career
0.25%:  could be talking about science rather
0.25%:  was about to tell you that science
0.25%:  think we just learned about the cool
0.25%:  totally just wrote a book about
0.25%:  think you just found the real science blog
0.25%:  need to write a book just to tell
0.25%:  just called you out for that
0.25%:  just wrote a science blog about that
0.39%:  just wrote a science blog about that!!
0.25%:  really need to work on those science
0.25%:  was totally joking before but science could be
0.25%:  forgot to rule out science because
0.25%:  totally just thought of a new colour
0.25%:  was talking about science!!
0.25%:  thought you were born last
0.25%:  need to talk to you about whether
0.25%:  just got a new science theory idea
0.89%:  just got a new science theory idea!!
0.25%:  really thought for sure science couldn
0.25%:  forgot that was the only
0.25%:  just worked out the real
0.25%:  just heard an
0.25%:  should write a book call
0.25%:  think that would be great
0.25%:  thought for sure science would be able to talk
0.25%:  find that theory
0.25%:  should write a science book once
0.25%:  think you just wrote science fact there!!
0.25%:  should write a science fact book but only about
0.25%:  could be wrong about one theory after
0.25%:  told you gi
23.24%:  told you giants were fake!!
7.02%:  told you giants were fake but
6.50%:  told you giants were fake bro
1.07%:  told you giants were fake but that
0.91%:  told you giants are
6.70%:  told you giants are fake!!
1.11%:  told you giants are fake but
0.87%:  told you giants are fake bro
0.76%:  told you giants were all
11.79%:  told you giants were all fake!!
3.14%:  told you giants were all fake bro
0.96%:  told you giants were all fake but
0.42%:  told you giants were bro
0.41%:  told you giants were real
0.33%:  told you giants were fake but bro
0.29%:  told you giants were fake but then
0.29%:  told you giants were f
0.25%:  just called you out for being the real
0.25%:  forgot about the tiny
0.25%:  just figured out how to enter the black
0.26%:  just figured out how to enter the black science
0.25%:  just want to go
2.82%:  just want to go on record here
1.36%:  just want to go on record for
0.71%:  just want to go on record that
0.61%:  just want to go on record before
0.55%:  just want to go on record here that
0.48%:  just want to go on record for the
0.35%:  just want to go on the
4.44%:  just want to go on the record here
2.34%:  just want to go on the record for
1.36%:  just want to go on the record before
0.55%:  just want to go on the record by
0.43%:  just want to go on the record before science
0.35%:  just want to go on the record for the
0.30%:  just want to go on the record real
0.25%:  thought you were toast
0.25%:  just got blown out of the air!!
0.25%:  could be the first guy to know about the real science
0.25%:  forgot you were a science bro until just that
0.25%:  feel like we should try that out
0.25%:  thought you were just a cartoon friend
0.29%:  thought you were just a cartoon friend!!
0.25%:  really should work on that science
0.25%:  knew you could be
0.25%:  just threw out a theory of science and
0.25%:  think you just robbed science of all her
0.25%:  need to talk to you right now about all
0.25%:  would just like to be able
0.25%:  need science to hurry
0.25%:  just had a little
0.25%:  totally just figured out how real the
0.25%:  could be wrong about really
0.25%:  could be wrong about any of this but the science
0.25%:  think we found out the real
0.25%:  just thought of a way to tell science and
0.25%:  just thought of a totally rad new book
0.25%:  feel like you just won science or
0.25%:  could totally write a science book just on
0.25%:  wrote that in
0.25%:  totally forgot that science was
0.25%:  think you just won the global debate!!
0.25%:  hate to be the one to burst your rock
0.25%:  could be wrong about all the other freak
0.25%:  feel like you just let out
0.25%:  think you just got eaten
0.25%:  just forgot about all science
0.25%:  really thought we could use science to be
0.25%:  forgot to tell you what science thinks
0.25%:  could totally be right but just
0.25%:  could talk about science for a while!!
0.25%:  just blew your little science fact
0.25%:  think we can all agree the science
0.25%:  just blew science right out the roof!!
0.25%:  think you just won the science debate for cool
0.25%:  would buy that science book in
0.25%:  could buy that for
0.36%:  could buy that for like
0.26%:  could buy that for sure
0.25%:  like that one best of all your
0.25%:  like the sound of that science but
0.25%:  think our science teacher just got burned
0.25%:  was totally joking but that could
0.25%:  look forward to being unable to breathe
0.25%:  totally heard
0.25%:  hate it when you talk science but
0.25%:  could be wrong about that but holy
0.25%:  just took a theory about the
0.25%:  could be wrong about the other 
0.25%:  think science just found a way to be real cool!!
0.25%:  thought for sure science would totally reject
0.25%:  totally just figured out science here
0.25%:  think you just rewrote the large
0.25%:  think that one could
0.71%:  think that one could be true
0.70%:  think that one could be real!!
0.25%:  just thought of a new rock band to
0.25%:  just got called out on science for
0.25%:  need to start a
0.74%:  need to start a science
5.09%:  need to start a science blog
2.98%:  need to start a science club
2.82%:  need to start a science blog!!
1.22%:  need to start a science club right
6.85%:  need to start a science club right now!!
1.16%:  need to start a science club for
1.05%:  need to start a science club!!
0.63%:  need to start a science club for gi
0.55%:  need to start a science club where
0.42%:  need to start a blog
0.38%:  need to start a science book
2.24%:  need to start a science book club
