being really cool IS one of the perks of being a computer scientist!
100.00%: 
72.61%:  you
0.20%:  it might be possible to create
0.20%:  before you start stealing copies
0.20%:  because of all the economic benefits it
0.20%:  for the purposes of getting into
0.20%:  most people only care about their songs being free of
0.20%:  keep it to yourself in case it becomes the
0.20%:  keep it to yourself please! I claim
0.20%:  before you get all critical of
0.20%:  unlike many other pieces of logical
0.20%:  enough talk of boring
0.20%:  it only affects me because I like to sing
0.20%:  most people are too busy being right
0.20%:  because of the central
0.23%:  because of the central position
0.20%:  I prefer to think about it some
0.20%:  computer science has really been getting
0.24%:  computer science has really been getting into
0.20%:  it comes at the price of looking closely
0.20%:  if you promise not to forget
0.20%:  like a lot of computer science stories I hear
0.20%:  honest
0.20%:  is it cool enough for me to be saying
0.20%:  being a computer scientist I feel really
0.20%:  there are lots of problems like
0.20%:  computer science is sort of like being able to fly
0.20%:  I prefer talking about myself in the present
0.20%:  is it cool enough for me to keep eating
0.20%:  computer science is often really boring! I
0.20%:  being a computer scientist keen
0.73%:  being a computer scientist keen on logical
0.68%:  being a computer scientist keen on logic
0.20%:  be careful before telling my
0.51%:  be careful before telling my secret
0.33%:  be careful before telling my parents
0.26%:  be careful before telling my secrets
0.21%:  be careful before telling my other
0.20%:  can you think of a single piece
0.20%:  since the only solution
0.49%:  since the only solution is to make
0.30%:  since the only solution is complete
0.20%:  like a lot of cool things I say
0.20%:  like all computer science theory of
0.20%:  like most truly cool concepts
0.20%:  be careful not to breathe on me too
0.20%:  I think people are going to continue to claim
0.20%:  most people still ignore
0.63%:  most people still ignore it because
0.20%:  before you start looking into selling
0.20%:  keeping
0.21%:  keeping this
0.20%:  can you imagine the log
0.20%:  computer science has let
0.20%:  in the process of becoming one
0.20%:  as a computer scientist going on
0.20%:  before you go on to think
0.20%:  if you promise to stop
0.39%:  if you promise to stop talking
0.33%:  if you promise to stop calling
0.20%:  like all great computer science internet
0.20%:  be careful not to step on those
0.20%:  before I become the first person to actually license
0.20%:  be careful not to tell anyone right
0.20%:  computer science is boring so forget
0.20%:  if you feel like sharing
0.20%:  for the sake of being able to sell my
0.20%:  it means I probably
0.20%:  in the interest of not killing
0.20%:  since most people only care
2.51%:  since most people only care about their
2.34%:  since most people only care about their feelings
2.13%:  since most people only care about getting
3.48%:  since most people only care about getting rich
1.98%:  since most people only care about the
1.86%:  since most people only care about getting rich off
0.77%:  since most people only care about getting free
0.34%:  since most people only care about their song
1.81%:  since most people only care about their song being
0.31%:  since most people only care about things
2.49%:  since most people only care about things like
0.28%:  since most people only care about their feelings being
0.25%:  since most people only care about being
0.91%:  since most people only care about being right
0.23%:  since most people only care about getting cool
0.23%:  since most people only care about things being
0.32%:  since most people only care about things being cool if
0.21%:  since most people only care about feelings
0.20%:  since most people only care about the song
0.20%:  it comes at the price of being able to sing or
0.20%:  as computer science begins to enter
0.20%:  please keep it to yourself! I sort
0.20%:  in the process of talking computer
0.20%:  you can still make lots
0.25%:  you can still make lots of copies
0.20%:  I prefer to think of it less as being
0.20%:  as a computer scientist telling
0.20%:  is it cool enough to make a song
0.20%:  unlike most other species
0.20%:  keep it to yourself so I can become rich being
0.20%:  before anyone else copies
0.20%:  I imagine there
0.20%:  before you take another
0.41%:  before you take another step
0.20%:  unlike most other science fiction ner
0.20%:  as computer science is probably going to kill off
0.20%:  not really cool enough to stop breaking it
0.20%:  if the computer is perfect
0.20%:  being a computer scientist for the sake of being one
0.20%:  there are probably lots
0.20%:  keep it to yourself! I plan on getting some cash
0.22%:  keep it to yourself! I plan on getting some cash for
0.20%:  before you listen to another boring legal concept
0.20%:  to get back to our original premise of
0.20%:  keep it to yourself for the time being since
0.20%:  before you all go
0.32%:  before you all go thinking
0.20%:  to return to my central
0.20%:  I think computer science is probably not going to offer
0.20%:  being a computer scientist in a post
0.20%:  like a lot of computer facts
0.20%:  before you go claiming all the best porn
0.20%:  can you imagine being the first person to bl
0.20%:  be careful not to tell anyone the song is
0.20%:  is it cool enough to be my persona
0.20%:  computer science is not to be tr
0.20%:  computer science is not all glory
0.20%:  since the computer itself can be broken into
0.20%:  once you accept the premise of infinite
0.20%:  before you get me
0.20%:  before you get me all
0.20%:  being a computer scientist I prefer the cool of
0.20%:  can you imagine being the first person to cool
0.20%:  not cool enough for me to feel like being
0.65%:  not cool enough for me to feel like being a scientist
0.23%:  not cool enough for me to feel like being a scientist!
0.20%:  on a
2.23%:  on a more personal
1.02%:  on a more serious
0.38%:  on a personal
0.20%:  like all computer science is I
0.20%:  since there is no solution
0.20%:  in the interest of keeping you spell
0.20%:  in some cases
0.20%:  I think people are going to listen to me
0.20%:  I think people are going to listen to me because
0.20%:  like a lot of computer science stories for
0.20%:  be sure
2.08%:  be sure to keep it secret
1.69%:  be sure to keep it secret from
1.19%:  be sure to keep that
1.16%:  be sure to keep it secret from anyone
1.12%:  be sure to keep this
0.92%:  be sure to keep this secret
0.83%:  be sure to keep this secret from
0.93%:  be sure to keep this secret from anyone
0.76%:  be sure to keep it secret from all
0.64%:  be sure to keep it a
9.60%:  be sure to keep it a secret from
4.78%:  be sure to keep it a secret from all
4.21%:  be sure to keep it a secret from anyone
2.31%:  be sure to keep it a secret from the police
1.65%:  be sure to keep it a secret from all those
1.01%:  be sure to keep it a secret from any
0.86%:  be sure to keep it a secret! I
0.81%:  be sure to keep it a secret for
0.67%:  be sure to keep it a secret or
0.95%:  be sure to keep it a secret or else
0.60%:  be sure to tell
1.07%:  be sure to tell people
1.37%:  be sure to tell people that
0.92%:  be sure to tell people that before
0.59%:  be sure to keep it a secret from all the non
0.58%:  be sure to keep it secret from all the
0.56%:  be sure to keep it secret from the police
0.51%:  be sure to keep it a secret from those
0.50%:  be sure to keep this secret from all
0.50%:  be sure to keep this to
0.46%:  be sure to keep it a secret from the cops
0.43%:  be sure to keep it a secret from all of
0.42%:  be sure to keep it a secret from the legal
0.40%:  be sure to keep that secret
0.35%:  be sure to keep it secret from all those
0.43%:  be sure to keep it secret from all those annoying
0.31%:  be sure to keep it a secret from all those non
0.30%:  be sure to keep this secret!
0.30%:  be sure to tell people that I came
0.29%:  be sure to keep this a
3.01%:  be sure to keep this a secret from
1.51%:  be sure to keep this a secret!
1.26%:  be sure to keep this a secret from all
1.26%:  be sure to keep this a secret from anyone
0.29%:  be sure to tell people it
0.29%:  be sure to keep it a secret please
0.29%:  be sure to keep it a secret or else I
0.28%:  be sure to keep it a secret or else I might
0.28%:  be sure to keep it a secret from those annoying
0.27%:  be sure to keep this a secret for
0.27%:  be sure to keep it secret from any
0.27%:  be sure to keep this a secret from any
0.25%:  be sure to keep it a secret from society
0.25%:  be sure to keep that secret from
0.24%:  be sure to keep it on
0.24%:  be sure to mention
0.24%:  be sure to keep this a secret! I
0.24%:  be sure to check
0.23%:  be sure to tell no
0.21%:  be sure to keep this all
0.37%:  be sure to keep this all secret
0.39%:  be sure to keep this all secret from
0.21%:  be sure to keep this all secret from anyone
0.20%:  be sure to keep it a secret from all the police
0.20%:  be sure to keep it a secret from all of the
0.20%:  before you go breaking into all those
0.20%:  in computer science things are often really
0.20%:  like all the best computer science rif
0.20%:  on account of my secret
0.20%:  I still like computer science better before
0.20%:  keep it to yourself on
0.26%:  keep it to yourself on the
0.20%:  the really cool computer scientist is
0.20%:  like all things on
0.20%:  keep it to yourself so I can get rich on
0.20%:  some people are still trying to crack
0.20%:  unlike a lot of other cool concepts in
0.20%:  it comes at the price of logical
0.20%:  I still prefer to think of computer science as only a
0.20%:  computer science is totally in
0.20%:  unlike some other topics in science
0.20%:  it looks
0.20%:  be careful before telling anyone the
0.20%:  being a computer scientist I fear for
0.20%:  computer science is not all talk
0.20%:  like any great computer science blog
0.40%:  like any great computer science blog post
0.20%:  before you go stealing millions
0.20%:  my feelings about the topic
1.47%:  my feelings about the topic are conflict
0.20%:  like all computer sciences are
0.20%:  in the interest of not making your life
0.20%:  before you go on listing
0.58%:  before you go on listing all the benefits
0.32%:  before you go on listing all the pieces
0.38%:  before you go on listing all the pieces of porn
0.21%:  before you go on listing all the pieces of content
0.20%:  in the interest of keeping to
0.49%:  in the interest of keeping to my persona
0.29%:  in the interest of keeping to my persona of
0.26%:  in the interest of keeping to my role
0.24%:  in the interest of keeping to our
0.30%:  in the interest of keeping to our roles
0.21%:  in the interest of keeping to my persona for
0.20%:  the point of computer science is to fill
0.20%:  before you call the cops on me for being racist
0.20%:  be careful not to think of me as being cool
0.20%:  not cool enough to keep from being a scientist
0.20%:  unlike all other science fiction prem
0.20%:  be careful not to tell any specific songs or
0.20%:  the computer science parts of
0.20%:  before you thank me for being so nice
0.20%:  it is not
0.20%:  please keep it to yourself or else it might conf
0.20%:  since all computer storage is perfect
0.20%:  the computer science of it really
0.20%:  it only counts
0.21%:  it only counts if someone
0.27%:  it only counts if someone else
0.20%:  before you go to sleep thinking
0.20%:  you are
0.25%:  you are not
0.20%:  unlike other forms of entropy
0.20%:  computer science is not like poetry!
0.20%:  being the computer scientist I also
0.20%:  computer science has no bearing
0.20%:  is it really cool enough for me to be on
0.20%:  before you go claiming all this
0.20%:  not cool enough to keep in my personal
0.26%:  not cool enough to keep in my personal life
0.20%:  if you tell someone that
0.20%:  like the concept of infinite computer
0.20%:  the computer science story isn
0.20%:  I still prefer the argument
0.20%:  is it cool enough for me to be eating
0.20%:  to get back to you
0.20%:  computer science has been looking at it
0.20%:  before you go think
0.20%:  I prefer to think of computer science being a tool
0.20%:  like all other computer science interest
0.20%:  to be honest about
0.20%:  computer science is like this for all
0.20%:  be careful not to listen to people
0.20%:  because most people are either
0.20%:  before anyone tries to sue me for posting
0.20%:  before you start looking for all
0.20%:  I forgot to mention it earlier!
0.20%:  the computer scientist can sleep
0.20%:  before you start making too
0.20%:  if the computer fails
0.20%:  because of these logical fl
0.20%:  like the computer science in
0.20%:  like all these computer science an
0.20%:  before you claim the
0.20%:  like all computer science has gone
0.20%:  you can still make perfect copies of non
0.20%:  in the interest of keeping all my cool secrets
0.20%:  the computer science angle really brings
0.20%:  a computer scientist is like
0.20%:  before I get too far into computer science please
0.20%:  before you thank me or
0.20%:  before you go calling the police to arrest me in
0.20%:  keep it to yourself in case the police listen
0.20%:  before you go calling this
0.20%:  most people say
0.20%:  once you get past the romance
0.20%:  at least for me
0.20%:  it applies
0.44%:  it applies only
0.92%:  it applies only to numbers
0.74%:  it applies only to numbers greater
0.61%:  it applies only to numbers longer
0.25%:  it applies only to numbers of
0.48%:  it applies only to numbers of length
0.83%:  it applies only to numbers of length greater
0.21%:  it applies only to the
0.20%:  not really cool enough to become a priest
0.20%:  like many pieces of cutting
0.20%:  computer science being the area
0.20%:  before you report me to the police!
0.20%:  the really cool part is once
0.20%:  as a result of my
0.20%:  be careful not to tell any pir
0.20%:  the solution is easy
0.20%:  at the risk of being a computer science pret
0.20%:  like a lot of aspects
0.61%:  like a lot of aspects of computer theory
0.25%:  like a lot of aspects of science
0.24%:  like a lot of aspects of computer logic
0.20%:  the coolest part is being able to open
0.20%:  I prefer to think of it as being cool merely
0.20%:  in the interest of true
0.24%:  in the interest of true science
0.20%:  is it really cool enough for me to be content
0.32%:  is it really cool enough for me to be content being
0.20%:  before you go telling people!
0.20%:  the problem of infinite reg
0.20%:  before you start seeing the
0.20%:  be careful not to step on my shoes
0.20%:  computer science also offers a
0.20%:  thanks to my superior
0.20%:  before you think I can get
0.20%:  before you call the police on me for being creep
0.20%:  is it cool because of the legal
0.20%:  like a lot of computer science if
0.20%:  not really cool enough for me to be patient
0.20%:  please keep your feelings
0.20%:  some people are trying to use this logic
0.20%:  the problem is getting your
0.20%:  it might not be cool in
0.57%:  it might not be cool in practice
0.20%:  before you go stealing all the contents
0.20%:  keep it to yourself! I plan on becoming rich after being
0.20%:  back to the original problem of porn!
0.20%:  this argument only applies to single
0.20%:  before things get too intense
0.20%:  before you start making copies of best
0.20%:  please keep it to yourself or I might lose it
0.20%:  the computer science part is all
0.20%:  is it cool enough to become a cart
0.20%:  is it really cool enough to get me on
0.20%:  for some reason I feel like getting into
0.23%:  for some reason I feel like getting into trouble
0.20%:  because these
0.20%:  like a lot of things about my
0.20%:  not cool enough to replace my life
0.20%:  before you start thinking of selling me
0.20%:  can you imagine the looks
2.17%:  can you imagine the looks on people
0.20%:  not cool enough to become a career
0.20%:  in the interest of keeping all of your secrets
0.20%:  like a lot of computer science it has
0.20%:  before you go romantic
0.20%:  is it cool enough to listen to me r
0.20%:  keep it to yourself! I hope to collect
0.20%:  some people are still fighting for
0.20%:  I prefer to think of it as cool science!
0.20%:  in light of computer
1.70%:  in light of computer science progress
1.39%:  in light of computer science being
0.75%:  in light of computer science breaking
0.47%:  in light of computer science being so
0.44%:  in light of computer storage
0.37%:  in light of computer science being a
0.29%:  in light of computer science being able
0.41%:  in light of computer science being able to store
0.24%:  in light of computer science being able to store porn
0.22%:  in light of computer science being totally
0.20%:  before you tell the rest
0.20%:  in the process of looking for a
0.86%:  in the process of looking for a computer
0.20%:  it seems unlikely to change soon
0.20%:  it only applies if I
0.20%:  I must be going!
0.20%:  one must
0.20%:  if you promise to keep it a secret then
0.22%:  if you promise to keep it a secret then I can
0.20%:  the coolest part is yet
0.20%:  not really cool enough to keep it secret
0.33%:  not really cool enough to keep it secret from
0.20%:  be careful not to mention any of it
0.20%:  as computer science gains
0.20%:  can you think of a better science
0.20%:  can you think of a better science for
0.20%:  unlike most legal topics
0.20%:  it gets better if
0.72%:  it gets better if you replace
0.31%:  it gets better if you combine
0.27%:  it gets better if you imagine
0.27%:  it gets better if you look
0.20%:  is it cool enough to replace my stories of
0.20%:  before you go printing all those porn
0.20%:  like all great computer science thing
0.20%:  like all forms of pure reason
0.20%:  since most people only care about one
0.21%:  since most people only care about one thing
0.20%:  like most cool things in general
0.20%:  unlike a lot of things people say before
0.20%:  looking at the computer science angle only
0.20%:  in the spirit of our
0.20%:  not cool enough for me to be sleeping
0.20%:  most people are still going to think you
0.20%:  before you make illegal copies of the porn
0.20%:  I prefer to think of computer science as going on a
0.20%:  probably not cool enough to keep it in real
0.20%:  be careful not to sing anything
0.20%:  you can still get into a
0.20%:  I promise to stop thinking about legal
0.20%:  since the computer itself is really
0.20%:  like all of computer science is pretty boring
0.20%:  in the interest of keeping my cool factor
0.20%:  sorry to be
1.47%:  sorry to be the one
4.91%:  sorry to be the one to tell
0.83%:  sorry to be the one to mention
0.66%:  sorry to be the one to inform
0.66%:  sorry to be the one to bring
0.55%:  sorry to be the computer
1.25%:  sorry to be the computer science
0.48%:  sorry to be the one to point
0.28%:  sorry to be the computer science n
0.20%:  you might not be
1.27%:  you might not be able to tell
0.86%:  you might not be able to see
0.79%:  you might not be able to listen
0.47%:  you might not be able to get
0.42%:  you might not be able to steal
0.36%:  you might not be able to tell since
0.23%:  you might not be able to call
0.21%:  you might not be able to take
0.20%:  you might not be able to access
0.20%:  computer science being the really boring
0.20%:  once you start thinking log
0.20%:  before you listen to another boring talk
0.20%:  thanks to computer science being only
0.20%:  not cool enough for me to accept!
0.20%:  computer science is boring on
0.20%:  in the interest of being soc
0.85%:  in the interest of being socially correct
0.79%:  in the interest of being socially conform
0.20%:  to be entirely correct
0.20%:  computer science is like that I
0.20%:  you can still make copies of those porn
0.20%:  luckily for artists
0.20%:  please keep it to yourself! I hate going
0.20%:  computer science is the best part
1.10%:  computer science is the best part of being
0.20%:  before I get into the logical
1.51%:  before I get into the logical problems
0.20%:  in the interest of bringing
0.77%:  in the interest of bringing computer
0.20%:  keep it to yourself so I can become rich on it later
0.20%:  probably not cool enough to let me see
0.20%:  in my other
0.31%:  in my other persona
0.20%:  on account of it being illegal to pir
0.20%:  in the interest of keeping computer science for all
0.20%:  like any other computer science point of
0.20%:  can you imagine telling the police
0.20%:  is it really cool enough to get me into a
0.20%:  a computer scientist is oblig
0.20%:  in the interest of speaking
0.20%:  before you go on to create
0.20%:  not enough people seem to be saying it!
0.20%:  keep it to yourself! I hope to sell
0.20%:  the computer science analogy is stronger
0.20%:  being a computer scientist largely pre
0.20%:  there IS one possible solution to keep
0.20%:  like most truths in life
0.20%:  if you promise to tell no one else
0.20%:  be careful not to copy this sentence from
0.20%:  looking on
0.20%:  not cool enough to inspire poetry
0.20%:  if you feel like it
0.20%:  in the process of getting cool computer
0.20%:  if the computer scientist goes on
0.20%:  like any great computer science n
0.19%:  like any other computer science g
0.30%:  like any other computer science gossip
0.19%:  there IS one possible outcome
0.19%:  in the interest of keeping my cool points
0.19%:  to keep things from turning too
0.19%:  before you go making pirate copies left
0.19%:  be careful not to lose track of my
0.40%:  be careful not to lose track of my point
0.19%:  it only applies to genius
0.19%:  like so many other facts of science
0.19%:  in real life I
0.19%:  to get back to my original business
0.19%:  being a computer scientist is cool!
0.19%:  for some reason people still buy into it!
0.19%:  in response to computer science breaking the legal
0.19%:  like most logical in
0.19%:  I prefer to keep it to myself so others
0.23%:  I prefer to keep it to myself so others can
0.19%:  not really cool enough to become better
0.19%:  in the interest of keeping computer science 
0.19%:  in the process of looking for a better
0.19%:  unlike all my other careers
0.19%:  some people still choose
0.46%:  some people still choose to ignore
0.26%:  some people still choose to argue
0.19%:  because I am the
0.19%:  if I tell you the secret of making
0.19%:  since the computer stores a
0.19%:  before you go telling someone this fact
0.19%:  as a computer scientist to be
0.19%:  the solution is to create
0.19%:  like any other computer science is
0.19%:  before you thank me for being a cool
0.63%:  before you thank me for being a cool scientist
0.19%:  I promise not to tell anyone because of the
0.19%:  like other computer science real
0.19%:  I guess there are still
0.38%:  I guess there are still people
0.19%:  computer science is also neat!
0.19%:  the point remains
0.19%:  most people still think of
0.19%:  before you go on praising the science
0.19%:  before you start ignoring the
0.19%:  like all computer science is to be
1.10%:  like all computer science is to be honest
0.19%:  the best part of computer science is free
0.19%:  like all of computer science there is
0.19%:  unlike some other pieces of fiction I
0.19%:  being a computer scientist pr
6.01%:  being a computer scientist prone to logical
1.11%:  being a computer scientist prone to logical self
0.90%:  being a computer scientist prone to long
0.87%:  being a computer scientist prone to logic
0.57%:  being a computer scientist prone to self
0.54%:  being a computer scientist prone to breaking
0.46%:  being a computer scientist prone to looking
0.29%:  being a computer scientist prone to being
0.27%:  being a computer scientist prone to feelings
0.21%:  being a computer scientist prone to looking for
0.19%:  before you embrace the concept of
0.19%:  it only applies to me because I think of
0.19%:  the point of computer science I
0.20%:  the point of computer science I really
0.23%:  the point of computer science I really like
0.19%:  it only applies to one single number of
0.19%:  before you steal that song or
1.06%:  before you steal that song or piece
0.19%:  like so much progress
0.19%:  in spite of this logical
0.69%:  in spite of this logical problem
0.19%:  like all true things of
0.19%:  I prefer to think of computer science as one big single
0.19%:  be careful not to google this
0.19%:  be careful not to take the
0.19%:  I prefer to think of computer science as being 
0.19%:  is it cool enough to be cool
0.19%:  can you imagine being the first to concept
0.19%:  before you claim that I
0.19%:  since there is no computer capable of going
0.19%:  not cool enough for me to keep sleeping
0.19%:  I prefer the computer
1.81%:  I prefer the computer science
2.79%:  I prefer the computer science angle
1.14%:  I prefer the computer scientist
0.90%:  I prefer the computer science angle!
0.78%:  I prefer the computer science angle of
0.77%:  I prefer the computer scientist look
0.62%:  I prefer the computer science angle of it
0.67%:  I prefer the computer science angle of it all
0.52%:  I prefer the computer science angle to
0.52%:  I prefer the computer science to
0.37%:  I prefer the computer science angle of it all!
0.26%:  I prefer the computer science angle of talking
0.24%:  I prefer the computer science angle of looking
0.30%:  I prefer the computer science angle of looking at it
0.22%:  I prefer the computer science angle to talking
0.22%:  I prefer the computer science angle to be
0.19%:  not cool enough to let me escape paying
0.19%:  keep it to yourself! I can imagine nothing cool
0.19%:  unlike the coolness of binary
0.19%:  is it cool enough to grant
0.19%:  before you go claiming those
0.19%:  like a lot of computer science it probably isn
0.19%:  it only applies to the current regime
0.19%:  like most cool aspects of our
0.19%:  I prefer to think of it as cool being really
0.19%:  I gotta go home
0.19%:  I still like computer science best for other
0.19%:  I really like the song too
0.19%:  computer science is not an easy
0.19%:  like all things of beauty in
0.19%:  in the interest of telling people
0.19%:  like most things really neat
0.19%:  let us not speak of it in the
4.69%:  let us not speak of it in the presence of my
0.83%:  let us not speak of it in the presence of mere
0.55%:  let us not speak of it in the presence of boring
0.37%:  let us not speak of it in the presence of legal
0.28%:  let us not speak of it in the presence of a
0.24%:  let us not speak of it in the presence of my rob
0.22%:  let us not speak of it in the presence of rob
0.19%:  computer science is really boring so I keep
0.19%:  thanks to my genius
0.19%:  because people are not
0.19%:  can you imagine telling people their
0.19%:  it only applies to these numbers
0.19%:  people continue to ignore these logical facts!
0.19%:  I think you can
0.19%:  if the computer scientist in
0.19%:  like a lot of computer science greatest
0.19%:  unlike a lot of people I
0.19%:  keep it to yourself please! I can see
0.19%:  like most things legal
0.19%:  be careful not to make copies of the song or
0.19%:  like a lot of computer science on
0.19%:  like a lot of other computer science tools
0.19%:  like most facts in science
0.19%:  in response to the problem I
0.19%:  for the sake of computer science or
0.19%:  before I get back to my original sentence
0.19%:  as a computer scientist I prefer to be non
0.19%:  in the process of talking myself into being cooler
0.19%:  the computer science angle only goes so far in
0.19%:  I feel like that
0.19%:  keep it to yourself or else it becomes a
0.19%:  unlike most people on
1.75%:  unlike most people on the street
0.19%:  like all the best computer science footage
0.19%:  being a computer scientist IS often really
0.47%:  being a computer scientist IS often really boring
0.19%:  getting back to the porn!
0.19%:  I still prefer to think of it as being
0.31%:  I still prefer to think of it as being cool
5.63%:  I still prefer to think of it as being cool because
0.83%:  I still prefer to think of it as being cool because my
0.19%:  it comes at the cost of keeping your personal life
0.19%:  the solution is really boring
0.19%:  the best part of computer science by
1.27%:  the best part of computer science by far is looking
0.19%:  is it really cool enough for a
0.19%:  please keep it to yourself for the time being or I can
0.19%:  is it cool enough to replace my entire person
0.19%:  before you make copies of all the internet
0.81%:  before you make copies of all the internet porn
0.19%:  is it possible to come
0.19%:  I prefer to think of it as being merely logical
0.19%:  in the spirit of being cool
0.19%:  unlike the coolness of being
3.01%:  unlike the coolness of being able to store
2.46%:  unlike the coolness of being able to store porn
0.65%:  unlike the coolness of being able to perform
0.54%:  unlike the coolness of being able to create
0.44%:  unlike the coolness of being able to generate
0.35%:  unlike the coolness of being able to program
0.31%:  unlike the coolness of being able to store entire
0.31%:  unlike the coolness of being able to store a
0.30%:  unlike the coolness of being able to print
0.25%:  unlike the coolness of being able to see
0.24%:  unlike the coolness of being able to create porn
0.23%:  unlike the coolness of being able to rec
0.55%:  unlike the coolness of being able to recreate
0.28%:  unlike the coolness of being able to recreate porn
0.22%:  unlike the coolness of being able to store any
0.19%:  I still prefer talking about science to
0.19%:  not really cool for the
0.79%:  not really cool for the computer
0.32%:  not really cool for the music
0.19%:  like all the greatest of
0.61%:  like all the greatest of computer
1.23%:  like all the greatest of computer science proof
0.63%:  like all the greatest of computer sciences
0.25%:  like all the greatest of computer science ep
0.21%:  like all the greatest of computer science opinions
0.20%:  like all the greatest of computer science fe
0.19%:  unlike all other aspects of my secret
0.19%:  computer science is totally boring like
0.19%:  keep it to yourself so I can become rich on selling
0.19%:  like all computer science is prone to the
0.19%:  getting back to the more
0.35%:  getting back to the more serious
0.19%:  like all computer science bab
0.19%:  before you pass
0.19%:  in light of computer science breaking open
0.19%:  most people only care about their song being nice
0.19%:  it gets stranger
0.19%:  like all other computer science f
0.19%:  on account of the in
0.19%:  before you go printing all the classic
0.33%:  before you go printing all the classic books
0.19%:  like most stuff in science
0.19%:  before you report me to the legal
0.19%:  the problem is I forgot
0.19%:  be careful making copies of the song!
0.19%:  for the sake of being able to license
0.69%:  for the sake of being able to license computer
0.19%:  not really cool enough to skip
0.19%:  for some reason I still feel the urge to be
0.19%:  keep it to yourself! I can see the
0.19%:  before I tell you some other
0.55%:  before I tell you some other cool facts
0.19%:  before you go claiming the first
0.19%:  there IS a problem
0.19%:  not cool enough to be a real person
0.19%:  it only gets better if
0.19%:  if you promise not to tell the general
0.19%:  like most cool things once you get past
0.19%:  before you go making copies of the latest pir
0.19%:  computer science has been telling
0.19%:  before you go praising me to other
0.19%:  I prefer to think of computer science as not being legal
0.19%:  forget all
0.19%:  for the sake of computer science being legally
0.19%:  in the interest of closing on a more
0.19%:  before this gets me in trouble for speaking too
0.19%:  the computer science is really getting
0.19%:  most people only use
0.59%:  most people only use their
0.19%:  is it really cool enough to get me a free concert
0.19%:  like all the best computer science opinions of
0.19%:  like most things people learn in
0.19%:  not really cool enough to restore
0.19%:  it comes at the price of being unable to seek
0.19%:  is it cool enough to keep coming
0.19%:  the problem is not
0.19%:  in the interest of keeping legal
0.21%:  in the interest of keeping legal concepts
0.19%:  for the purposes of met
0.19%:  I prefer to think of computer science as being able to log
0.19%:  being a computer scientist long before society
0.19%:  keep it to yourself! I plan on filing
0.19%:  you can still break
0.19%:  for the sake of being nice to
0.56%:  for the sake of being nice to people
0.25%:  for the sake of being nice to computer
0.19%:  like all great computer science pioneers of the 
0.19%:  unlike many of the stories
0.19%:  computer science being the art of being
0.19%:  computer science being the art of being really
0.19%:  is it cool enough to cancel my internet
0.19%:  the real problem is getting folks
0.47%:  the real problem is getting folks to care
0.19%:  be careful of telling
0.75%:  be careful of telling anyone
0.65%:  be careful of telling others
0.21%:  be careful of telling anyone!
0.19%:  like all other computer science stories in
0.19%:  it comes at the price of being stuck in an
0.19%:  most people are unlikely
1.12%:  most people are unlikely to agree
0.52%:  most people are unlikely to notice
0.35%:  most people are unlikely to notice this
0.30%:  most people are unlikely to care
0.29%:  most people are unlikely to agree!
0.28%:  most people are unlikely to see
0.27%:  most people are unlikely to be
0.26%:  most people are unlikely to share
0.20%:  most people are unlikely to see things
0.19%:  to keep things simpler for
0.19%:  it comes at the cost of losing one
0.19%:  getting back on
0.19%:  in the process of becoming legal
0.19%:  the biggest problem is porn
0.19%:  please keep it secret until I get
0.19%:  looking at it from this
0.19%:  like all true stories of the
0.19%:  computer science is still pretty boring on
0.19%:  to get back to our original line
0.19%:  is it cool because of its
0.25%:  is it cool because of its content
0.19%:  you can thank
0.19%:  because of my terrible
0.23%:  because of my terrible speaking
0.19%:  because of this tension
0.19%:  to make sure
0.19%:  after looking into the problem a
0.19%:  before you go on listing all the pieces of art
0.19%:  being a computer science sort of a
0.19%:  like a lot of computer science in the past
0.19%:  for the sake of polite
1.24%:  for the sake of polite company
0.88%:  for the sake of polite society
0.19%:  be careful not to tell my teachers
0.19%:  for the sake of being able to continue posting
0.19%:  once you start looking at life from the
0.19%:  like all great computer science insight of
0.19%:  before you start thinking it means
0.19%:  before you start planning to ignore
0.19%:  it comes at the price of our entire con
0.19%:  it also brings
0.60%:  it also brings up some really
0.39%:  it also brings up the
1.24%:  it also brings up the problem
1.08%:  it also brings up the problem of creating
0.83%:  it also brings up the problem of free
0.50%:  it also brings up the problem of original
0.38%:  it also brings up the problem of intent
0.35%:  it also brings up some ethical
0.31%:  it also brings up the problem of original content
0.30%:  it also brings up the problem of self
0.26%:  it also brings up some other
0.25%:  it also brings up some pretty
0.23%:  it also brings up the problem of internet
0.20%:  it also brings up problems
0.19%:  it also brings up the problem of content
0.19%:  not really cool enough to make science boring!
0.19%:  probably not cool enough to earn me free
0.24%:  probably not cool enough to earn me free tickets
0.19%:  computer science is also being
0.19%:  I guess it only applies to me if
0.19%:  it makes perfect sense if you recall
0.19%:  not cool enough to bring back my
0.19%:  like so many of our societ
0.22%:  like so many of our societal concepts
0.19%:  in the interest of keeping my career open
0.19%:  as a computer scientist I tell
0.19%:  speaking of the
0.58%:  speaking of the computer
3.54%:  speaking of the computer scientist
1.99%:  speaking of the computer science
1.25%:  speaking of the computer sciences
0.55%:  speaking of the computer scientist role
0.36%:  speaking of the number
0.26%:  speaking of the number of
0.22%:  speaking of the computer scientist life
0.19%:  I prefer to think of it as me
7.07%:  I prefer to think of it as me being cool
1.03%:  I prefer to think of it as me being cool because
