means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  23892 0.00%:  stands toe
  23893 0.00%:  and art are not all that come
  23894 0.00%:  came to me real hard)
  23895 0.00%:  the actual
  23896 0.00%:  uses normal
  23897 0.00%: ) to the rescue and all
  23898 0.00%:  and maths are one!)
  23899 0.00%:  daaaaates us)
  23900 0.00%:  comes round
  23901 0.00%:  teaches us to) learn more
  23902 0.00%:  denounces the man
  23903 0.00%:  outcast
  23904 0.00%:  shu
  23905 0.00%:  tells us no man can eat
  23906 0.00%:  to the) 
  23907 0.00%:  named some
  23908 0.00%:  holl
  23909 0.00%:  means three
  23910 0.00%:  has made me a le
  23911 0.00%:  names out
  23912 0.00%:  sounds t
  23913 0.00%:  tells me that) so
  23914 0.00%:  also counter
  23915 0.00%:  has content
  23916 0.00%:  means more to me than slur
  23917 0.00%:  comment there
  23918 0.00%:  student test
  23919 0.00%:  does the same to me man
  23920 0.00%:  teaches me to not care)
  23921 0.00%:  same as
  23922 0.00%:  teaches us all and one!)
  23923 0.00%:  has made me) learn
  23924 0.00%:  has turned me on to at
  23925 0.00%:  has turned me on to at least a
  23926 0.00%:  has turned me on to at least 
  23927 0.00%:  means more to me than cents)
  23928 0.00%:  has made me come clean!)
  23929 0.00%:  has dealt me an almost mort
  23930 0.00%:  calculated some
  23931 0.00%:  sure tends
  23932 0.00%:  tells us that once a dream cannot
  23933 0.00%:  has treated me so!
  23934 0.00%:  hates me more!)
  23935 0.00%:  acts that
  23936 0.00%:  has made me a cant
  23937 0.00%:  deconstructs all the man
  23938 0.00%:  to us
  23939 0.00%:  has made me too smart!
  23940 0.00%:  means to me the real)
  23941 0.00%:  mas
  23942 0.00%:  rule short
  23943 0.00%:  counsels me on the matter)
  23944 0.00%:  does cost
  23945 0.00%:  does that to me last
  23946 0.00%:  can hence
  23947 0.00%:  told me so)!
  23948 0.00%:  comes much
  23949 0.00%:  statement three
  23950 0.00%:  scares me a l
  23951 0.00%:  teaches us a lot and not
  23952 0.00%:  and reason are a match
  23953 0.00%:  cheated me out last
  23954 0.00%:  has also made me rel
  23955 0.00%:  tells us that a dream cannot mean
  23956 0.00%:  uses 
  23957 0.00%:  threatens to eat me)
  23958 0.00%:  has sure made a ton
  23959 0.00%:  returns handsome
  23960 0.00%:  tells us that dream)
  23961 0.00%:  dates her
  23962 0.00%:  needless
  23963 0.00%:  attracts me to such men
  23964 0.00%:  denounces a lot these
  23965 0.00%:  almost sed
  23966 0.00%:  has done me lots!)
  23967 0.00%:  smothered me once!)
  23968 0.00%:  decrease!
  23969 0.00%:  used to call me a threat to
  23970 0.00%:  decrements
  23971 0.00%:  has made me a closer
  23972 0.00%:  has made me a closer man
  23973 0.00%:  has made me a closer man!)
  23974 0.00%:  tells us) there can
  23975 0.00%:  means nuclear
  23976 0.00%:  means more to us than trend
  23977 0.00%:  master and
  23978 0.00%:  tells us that men are made to
  23979 0.00%:  turned me on to them!)
  23980 0.00%:  contracts)
  23981 0.00%:  attracts me to dreams)
  23982 0.00%:  smarter than me on almost
  23983 0.00%:  curses are a
  23984 0.00%:  curses are a lot
  23985 0.00%:  teaches us to learn and learn!)
  23986 0.00%:  amuses me more than art!)
  23987 0.00%:  nonetheless at
  23988 0.00%:  has made me so cruel
  23989 0.00%:  means so much to a decent man)
  23990 0.00%:  must alternate
  23991 0.00%:  and math are so total
  23992 0.00%:  has made a real name
  23993 0.00%:  statement demonstr
  23994 0.00%:  has led me to closure!)
  23995 0.00%:  has earned me no more!)
  23996 0.00%:  tales!)
  23997 0.00%:  and romance are a mess
  23998 0.00%:  means mother
  23999 0.00%:  and common sense are a h
  24000 0.00%:  as central
  24001 0.00%:  means more to us than relent
  24002 0.00%:  means so much to me and art
  24003 0.00%:  means to me more and
  24004 0.00%:  has also made me reconnect
  24005 0.00%:  alone rule
  24006 0.00%:  nonetheless learn
  24007 0.00%:  heralds an
  24008 0.00%:  has no soul and can
  24009 0.00%:  tells us that a mamm
  24010 0.00%:  has at least made one true
  24011 0.00%:  has rescued me all manner
  24012 0.00%:  and common sense) 
  24013 0.00%:  names commence
  24014 0.00%:  teaches teen
  24015 0.00%:  amused me there)
  24016 0.00%:  cheated me out so
  24017 0.00%:  has no reason at all!
  24018 0.00%:  teaches us to) create
  24019 0.00%:  means more to me than an arte
  24020 0.00%:  moral!)
  24021 0.00%:  turned me on to three
  24022 0.00%:  tells me that one cannot use
  24023 0.00%:  has dealt me one more sl
  24024 0.00%:  told me that no man can
  24025 0.00%:  scares me more than met
  24026 0.00%:  has made me a consum
  24027 0.00%:  enchants me not at
  24028 0.00%:  enchants me not at all)
  24029 0.00%:  has made me learn lots)
  24030 0.00%:  chella
  24031 0.00%:  has made me to reluct
  24032 0.00%:  rules mad
  24033 0.00%:  should ret
  24034 0.00%:  can romance
  24035 0.00%:  has at least one more un
  24036 0.00%:  alone has made me late to
  24037 0.00%:  has ruled me a master!)
  24038 0.00%:  tells us that one can enter
  24039 0.00%:  has made me a lot more real!)
  24040 0.00%:  tells us that an ocean can
  24041 0.00%:  made a man outcast!)
  24042 0.00%:  or at least a decent
  24043 0.00%:  mascots are all the
  24044 0.00%:  as a) method
  24045 0.00%:  can tell me a thousand no
  24046 0.00%:  entered her
  24047 0.00%:  and reason are the utmost!)
  24048 0.00%:  attracted another
  24049 0.00%:  means more to me than leads)
  24050 0.00%:  acts more
  24051 0.00%:  calls to me at the
  24052 0.00%:  calls to me at the most
  24053 0.00%:  commentards
  24054 0.00%:  has made me smarter a lot!)
  24055 0.00%:  cannot th
  24056 0.00%:  means more to me than rats and
  24057 0.00%:  tells us not to) eat
  24058 0.00%:  can do the same to all manner
  24059 0.00%:  also told me that t
  24060 0.00%:  means more to me than a card)
  24061 0.00%:  and common sense are the tru
  24062 0.00%:  harder!
  24063 0.00%:  teaches us not to rad
  24064 0.00%:  scorns me on
  24065 0.00%:  teaches us not to create d
  24066 0.00%:  led me to a restaurant
  24067 0.00%:  measured)
  24068 0.00%:  means a lot to me there!
  24069 0.00%:  reason alone
  24070 0.00%:  renounces the lot
  24071 0.00%:  scandal)
  24072 0.00%:  name used
  24073 0.00%:  teaches me not to cl
  24074 0.00%:  used to call me some
  24075 0.00%:  teaches us all to act r
  24076 0.00%:  has made us all come
  24077 0.00%:  deltas here!)
  24078 0.00%:  teaches us one clear moral)
  24079 0.00%:  has stem
  24080 0.00%:  tells me) there can
  24081 0.00%:  tells me) that one counts
  24082 0.00%: ena
  24083 0.00%:  touches romance
  24084 0.00%:  shmed
  24085 0.00%:  marched out to meet a
  24086 0.00%:  has also made me retract an
  24087 0.00%:  means more to me than etc
  24088 0.00%:  means more to me than a dental
  24089 0.00%:  lets me do that almost
  24090 0.00%:  seems made
  24091 0.00%:  tells me that) dreams can come at
  24092 0.00%:  has sent me on a date once!)
  24093 0.00%:  means to me a search
  24094 0.00%:  attracts me due to her
  24095 0.00%:  turned me on to laser
  24096 0.00%:  teaches us to end all romance
  24097 0.00%:  mutt
  24098 0.00%:  has led me to cancel
  24099 0.00%:  has ruled me a monster!)
  24100 0.00%:  has at least made me more a
  24101 0.00%:  and reason are at least on the
  24102 0.00%:  marches onn
  24103 0.00%:  should alter
  24104 0.00%:  has lead me on one
  24105 0.00%:  has also made me more real
  24106 0.00%:  alone has made me 
  24107 0.00%:  reduces three
  24108 0.00%:  told me that one must
  24109 0.00%:  returns call
  24110 0.00%:  commands us all! )
  24111 0.00%:  has made me a toler
  24112 0.00%:  could steal
  24113 0.00%: l
  24114 0.00%: lords
  24115 0.00%:  tells us that no man can eat more
  24116 0.00%:  neuroses
  24117 0.00%:  alert on
  24118 0.00%:  handle)
  24119 0.00%:  tells us that a man need
  24120 0.00%:  matters some
  24121 0.00%:  has made me smarter too)
  24122 0.00%:  came another
  24123 0.00%:  does touch
  24124 0.00%:  nerds can use that comment to
  24125 0.00%:  shatters all romance)
  24126 0.00%:  and r
  24127 0.00%:  users recommend
  24128 0.00%:  or star
  24129 0.00%:  comes most
  24130 0.00%:  teaches us to do)
  24131 0.00%:  and common sense at that)!
  24132 0.00%:  rounds me
  24133 0.00%:  tells us to eat more than
  24134 0.00%:  cannot tell me to turn
  24135 0.00%:  tells me that a true romance
  24136 0.00%:  endorses her name!)
  24137 0.00%:  has also led to an
  24138 0.00%:  has also led to an accurate
  24139 0.00%:  has made a real mart
  24140 0.00%:  leads us to that!)
  24141 0.00%:  denounces me almost
  24142 0.00%: ! cannot
  24143 0.00%:  sure has made me a cant
  24144 0.00%:  tells me) no more tears
  24145 0.00%:  sauce on
  24146 0.00%:  or at least the more
  24147 0.00%:  can do more than mere
  24148 0.00%:  teaches us to tell a
  24149 0.00%:  teaches us to learn and care
  24150 0.00%:  has sent me a tele
  24151 0.00%:  teams here
  24152 0.00%:  detracts us!)
  24153 0.00%:  tells us that a decent man
  24154 0.00%:  has also made me unmar
  24155 0.00%:  has made me a monocle
  24156 0.00%:  does not let a man rest)
  24157 0.00%:  leads me to a more mature
  24158 0.00%:  has dealt me so cruel
  24159 0.00%:  has made me a lot smarter!
  24160 0.00%:  has made me unelectr
  24161 0.00%:  means a lot to the ner
  24162 0.00%:  and math are not met
  24163 0.00%:  has made me eat alone
  24164 0.00%:  alone has made me scream out
  24165 0.00%:  needs to learn to man
  24166 0.00%:  means a lot around me!)
  24167 0.00%:  enhancement teams
  24168 0.00%:  means a lot to me) 
  24169 0.00%:  cars
  24170 0.00%:  cars are
  24171 0.00%:  ornament
  24172 0.00%:  has made me eat too
  24173 0.00%:  attendance rate
  24174 0.00%:  means more to me than a scare
  24175 0.00%:  commands us all to eat)
  24176 0.00%:  and romance are not all the same)!
  24177 0.00%:  teaches us all to c
  24178 0.00%:  at least lets me earn
  24179 0.00%:  seems cr
  24180 0.00%:  renounces me at least
  24181 0.00%:  means more to me than a nerd at
  24182 0.00%:  constant rules
  24183 0.00%:  teaches us to) toler
  24184 0.00%:  teachers act
  24185 0.00%:  arr
  24186 0.00%:  to the rescue! also
  24187 0.00%:  has no moral and can
  24188 0.00%:  endorses the actual term
  24189 0.00%:  runs as
  24190 0.00%:  dreams crush
  24191 0.00%:  means so much to an al
  24192 0.00%:  tells me the reason to
  24193 0.00%:  tells us that an ant can
  24194 0.00%:  needs meat
  24195 0.00%:  alerted us to her
  24196 0.00%:  teaches me not to sell
  24197 0.00%:  rules to me and to
  24198 0.00%:  means a lot to me and true
  24199 0.00%: ! must
  24200 0.00%: ) recomm
  24201 0.00%:  not human
  24202 0.00%:  teaches us all to act and
  24203 0.00%:  corrected statements
  24204 0.00%:  means more to me than us all!
  24205 0.00%:  has at least once led me to a
  24206 0.00%:  means does
  24207 0.00%:  means to me the realms
  24208 0.00%:  creates counter
  24209 0.00%:  alone has made me ter
  24210 0.00%:  stands cur
  24211 0.00%:  concludes that) one
  24212 0.00%:  denounces the same
  24213 0.00%:  earns me some hard
  24214 0.00%:  tells me not to teach
  24215 0.00%:  has colors
  24216 0.00%:  demonstrate constant
  24217 0.00%:  too neat
  24218 0.00%:  can ease
  24219 0.00%:  schmeenos
  24220 0.00%:  shall murder
  24221 0.00%:  rules at the moment and also
  24222 0.00%:  has made me a lemon!)
  24223 0.00%:  has led me to some t
  24224 0.00%:  dates mathemat
  24225 0.00%:  has made me an untr
  24226 0.00%:  rather tells
  24227 0.00%:  tells us there are no c
  24228 0.00%:  cannot care
  24229 0.00%:  means more to me than casual rac
  24230 0.00%:  has led me to en
  24231 0.00%:  has made me at least)
  24232 0.00%:  has made me a rotten man
  24233 0.00%:  are all
  24234 0.00%:  has made me at least one al
  24235 0.00%:  alone uses
  24236 0.00%:  that too
  24237 0.00%:  scratches are all
  24238 0.00%:  has made me a real one!)
  24239 0.00%:  can th
  24240 0.00%:  close second
  24241 0.00%:  teaches us not to dream near
  24242 0.00%:  has lead me to a total
  24243 0.00%:  can tell me that som
  24244 0.00%:  tells us that a dream cannot er
  24245 0.00%:  lectures are not as
  24246 0.00%:  needs mathemat
  24247 0.00%:  means more to me than u and
  24248 0.00%:  u r
  24249 0.00%:  has made me seem an
  24250 0.00%:  has made me come clean)
  24251 0.00%:  clean!)
  24252 0.00%:  means a lot to us earth
  24253 0.00%:  and cause
  24254 0.00%:  smart)
  24255 0.00%:  heralds me
  24256 0.00%:  can do that all on
  24257 0.00%:  means restaurant
  24258 0.00%:  hole
  24259 0.00%:  does see
  24260 0.00%:  has made me a more accurate)
  24261 0.00%:  teaches me to dream on a star
  24262 0.00%:  rules at the core and
  24263 0.00%:  has made me a real loser at
  24264 0.00%:  smarter than me at some
  24265 0.00%:  turns alternate
  24266 0.00%:  can sl
  24267 0.00%:  means more to us all than art
  24268 0.00%:  tells me not to eat cars
  24269 0.00%: ess
  24270 0.00%:  last stand
  24271 0.00%:  has made me reluctant to eat a
  24272 0.00%:  leads me to some real truth
  24273 0.00%:  here treated
  24274 0.00%:  means more to me than starl
  24275 0.00%:  tells us not to!
  24276 0.00%:  rule dreams
  24277 0.00%:  teaches us all to em
  24278 0.00%:  and math are not alone!)
  24279 0.00%:  has a lot more rede
  24280 0.00%:  earns us all another not
  24281 0.00%:  can teach us to stand alone
  24282 0.00%:  tells me that no star
  24283 0.00%:  seduces me each
  24284 0.00%:  stated as
  24285 0.00%:  cannot so
  24286 0.00%:  means a lot at the moment!
  24287 0.00%:  true!)
  24288 0.00%:  teachers allocate
  24289 0.00%:  consultant and
  24290 0.00%:  decrees that no amount can
  24291 0.00%:  tells us there are no con
  24292 0.00%:  shatters once and
  24293 0.00%:  has made me renounce all sort
  24294 0.00%:  has dealt me a real come
  24295 0.00%:  endorses an etern
  24296 0.00%:  has made me) smart
  24297 0.00%:  that str
  24298 0.00%:  means a lot to us at the end)
  24299 0.00%:  tells us that a creator can
  24300 0.00%:  accurate data
  24301 0.00%:  at least lets me do one
  24302 0.00%:  has no more natural al
  24303 0.00%:  attendance means
  24304 0.00%: ) mother
  24305 0.00%:  can teach us a lotta lot
  24306 0.00%:  must!)
  24307 0.00%:  terms and
  24308 0.00%:  to the rescue a lot!)
  24309 0.00%:  tells me not to succ
  24310 0.00%:  can at least teach me to do
  24311 0.00%:  that none
  24312 0.00%:  and rect
  24313 0.00%:  renamed!)
  24314 0.00%:  nerds can start to
  24315 0.00%:  mothers aren
  24316 0.00%:  turned me on to metal
  24317 0.00%:  needs almost
  24318 0.00%:  thus needs
  24319 0.00%:  endorses all three)
  24320 0.00%:  has at least made me more cr
  24321 0.00%:  means more to me than a neut
  24322 0.00%:  has made me some)
  24323 0.00%:  has sent me a clear and un
  24324 0.00%:  tells me not to eat red
  24325 0.00%:  has made me reluctant to re
  24326 0.00%:  lesson content
  24327 0.00%:  sure r
  24328 0.00%:  nerds are the least cool)
  24329 0.00%:  endorses not all the
  24330 0.00%:  men hate
  24331 0.00%:  comments attached
  24332 0.00%: ) th
  24333 0.00%:  turned me on to that re
  24334 0.00%:  shall som
  24335 0.00%:  tolerance has
  24336 0.00%:  rule close
  24337 0.00%:  scorns me all around
  24338 0.00%:  has lead me to utter
  24339 0.00%:  turns me on to all the dreams
  24340 0.00%:  cheated on me so!)
  24341 0.00%:  has also made me learn to treat
  24342 0.00%:  teaches me to turn a
  24343 0.00%:  tells us that once a tree
  24344 0.00%:  under normal
  24345 0.00%:  closed her
  24346 0.00%:  attracts me to her and
  24347 0.00%: ) deals
  24348 0.00%:  also leads me to un
  24349 0.00%:  on) the one true
  24350 0.00%:  cannot st
  24351 0.00%:  earned me a lot more than
  24352 0.00%:  has done me real close
  24353 0.00%:  here enters
  24354 0.00%:  means more to me than a cantal
  24355 0.00%:  means so much to a man can
  24356 0.00%:  could one
  24357 0.00%:  ant
  24358 0.00%:  has also made me cancel out
  24359 0.00%:  marches on an un
  24360 0.00%:  sneers at me and
  24361 0.00%:  shorts!
  24362 0.00%:  has made me a reluctant mortal so
  24363 0.00%:  and reason are such c
  24364 0.00%:  has ceased to ce
  24365 0.00%:  meets true
  24366 0.00%:  matters real
  24367 0.00%:  closes the)
  24368 0.00%:  has made me a small creature
  24369 0.00%:  earns me no real
  24370 0.00%:  reads romance
  24371 0.00%: ) to the rescue at
  24372 0.00%:  scorns that
  24373 0.00%:  means more to me than curled
  24374 0.00%:  sure has a) lot
  24375 0.00%:  tells me that) some men
  24376 0.00%:  does a lotta that
  24377 0.00%:  hates me! )
  24378 0.00%:  can do that to a man at
  24379 0.00%:  shouldnt
  24380 0.00%:  can tell me the amount
  24381 0.00%:  tells us that a corner can
  24382 0.00%:  smooshed me!)
  24383 0.00%:  as another
  24384 0.00%:  has let us done real
  24385 0.00%:  research as
  24386 0.00%:  has sure made me a c
  24387 0.00%:  enters alternate
  24388 0.00%:  teaches me to dream on)
  24389 0.00%:  stretch)
  24390 0.00%:  attracts me more than an
  24391 0.00%:  sends me a letter on
  24392 0.00%:  sends me a letter on account
  24393 0.00%:  tells us that an 
  24394 0.00%:  has made me come near
  24395 0.00%:  and counter
  24396 0.00%:  stones!)
  24397 0.00%:  toned
  24398 0.00%:  earns me another acc
  24399 0.00%:  earns me another accolade)
  24400 0.00%:  relate to
  24401 0.00%:  means more to me than a learn
  24402 0.00%:  there called
  24403 0.00%:  actors should
  24404 0.00%: o
  24405 0.00%:  so can
  24406 0.00%:  made a lot more sense a
  24407 0.00%:  led me to that last
  24408 0.00%:  has done us all an
  24409 0.00%:  used to call me a smart one
  24410 0.00%:  rule leaders
  24411 0.00%:  has caused me to er
  24412 0.00%:  and reason are the c
  24413 0.00%:  murder comm
  24414 0.00%:  as heard
  24415 0.00%:  means a lot more than a letter
  24416 0.00%:  lands more
  24417 0.00%:  used to call me once)
  24418 0.00%:  tells us that a dancer
  24419 0.00%:  tells us that a dancer cannot
  24420 0.00%:  tells us that a dancer can
  24421 0.00%:  sor!)
  24422 0.00%:  at least has made me more con
  24423 0.00%:  scorns no man!
  24424 0.00%:  centred
  24425 0.00%: !) lol
  24426 0.00%:  has earned me an un
  24427 0.00%:  can let us do some neat
  24428 0.00%:  can at least teach us real
  24429 0.00%:  also leads me to eat
  24430 0.00%:  not earned
  24431 0.00%:  has made me more ac
  24432 0.00%:  hear
  24433 0.00%:  has let me and nature
  24434 0.00%:  has let me do some neat
  24435 0.00%:  lets us learn to create and
  24436 0.00%:  houses all
  24437 0.00%:  teaches me to dream at our
  24438 0.00%:  means to me a lot!)
  24439 0.00%:  concerns aren
  24440 0.00%:  can teach us lotsa
  24441 0.00%:  electrol
  24442 0.00%:  alerted me so that
  24443 0.00%:  tells me that means a date
  24444 0.00%:  means a lot to the true
  24445 0.00%:  earns me a small amount
  24446 0.00%:  research at
  24447 0.00%:  here calls
  24448 0.00%:  and common sense are a r
  24449 0.00%:  has also made me more c
  24450 0.00%:  least needs
  24451 0.00%:  data cannot
  24452 0.00%:  so real
  24453 0.00%:  teaches us not to eat a dream!)
  24454 0.00%:  data not
  24455 0.00%:  tells us there are not and
  24456 0.00%:  shames me once and
  24457 0.00%:  documents tell
  24458 0.00%:  nostrad
  24459 0.00%:  has made me a remote
  24460 0.00%:  cannot send
  24461 0.00%:  means a lot to the smart
  24462 0.00%:  and enormous
  24463 0.00%:  tells me the most!
  24464 0.00%:  has made me a true master!)
  24465 0.00%:  so!)
  24466 0.00%:  related theatre
  24467 0.00%:  amuses me and then
  24468 0.00%:  tells us) that dream
  24469 0.00%:  and reason are the same man
  24470 0.00%:  teaches us to lead a more
  24471 0.00%:  has a lot do
  24472 0.00%:  means more to me than an adult)
  24473 0.00%:  done that
  24474 0.00%:  tells us that once)
  24475 0.00%:  endorses all that cannot
  24476 0.00%:  marches on and tr
  24477 0.00%:  enters most
  24478 0.00%:  can lead us to a more
  24479 0.00%:  tells me that) to dream
  24480 0.00%:  must cancel
  24481 0.00%:  has sent me a card
  24482 0.00%:  and common sense are u
  24483 0.00%:  creates consent
  24484 0.00%:  has cursed me to eternal l
  24485 0.00%:  comes one
  24486 0.00%:  has also made me let
  24487 0.00%:  sure are
  24488 0.00%:  has made me an aston
  24489 0.00%:  commments
  24490 0.00%:  made me a loser at romance
  24491 0.00%:  cuts a
  24492 0.00%:  has at least made me once
  24493 0.00%:  decrees that one man can
  24494 0.00%:  has made me come!)
  24495 0.00%:  needs to learn a catch
  24496 0.00%:  common readers
  24497 0.00%:  means more to us than a mere act
  24498 0.00%:  so terr
  24499 0.00%:  mand
  24500 0.00%:  mandate
  24501 0.00%:  and common sense are all the a
  24502 0.00%:  tells us that men need
  24503 0.00%:  tenure
  24504 0.00%:  means more to me than an astral
  24505 0.00%:  teaches us to meet and con
  24506 0.00%:  smur
  24507 0.00%:  created actual
  24508 0.00%:  hates me and also
  24509 0.00%:  scorned me last
  24510 0.00%:  curses are on the
  24511 0.00%:  orders that
  24512 0.00%:  lesson teach
  24513 0.00%:  matches to
  24514 0.00%:  resources need
  24515 0.00%:  means more to me than a rel
  24516 0.00%:  has not made me ter
  24517 0.00%:  can do that to me all
  24518 0.00%:  to the rescue and also a
  24519 0.00%:  teaches us not to read tea
  24520 0.00%:  means more to me than a scarlet
  24521 0.00%:  tells us no man can do
  24522 0.00%:  tells us no man can do that
  24523 0.00%:  turned me on to these)
  24524 0.00%:  teaches us all not to re
  24525 0.00%:  later released
  24526 0.00%:  teachers consume
  24527 0.00%:  teaches us to dream no mater
  24528 0.00%:  rests on truth and not
  24529 0.00%:  contest comment
  24530 0.00%:  alerted to the source
  24531 0.00%:  as adults
  24532 0.00%:  another lesson
  24533 0.00%:  means a lot to me and nature)
  24534 0.00%:  lets me do that more
  24535 0.00%:  erected
  24536 0.00%:  constructed alone
  24537 0.00%:  treats them
  24538 0.00%:  means so much to me and tr
  24539 0.00%:  has made me a stout
  24540 0.00%:  are called
  24541 0.00%:  tells us that aden
  24542 0.00%:  reasons real
  24543 0.00%:  others dream
  24544 0.00%:  cannot can
  24545 0.00%:  contracts the
  24546 0.00%:  means choose
  24547 0.00%:  means more to me than a laser cut
  24548 0.00%:  means more to us than a name!
  24549 0.00%:  does som
  24550 0.00%:  calls to me as no
  24551 0.00%:  has made me more sn
  24552 0.00%:  room)
  24553 0.00%:  also led me to an
  24554 0.00%:  also led me to an accurate
  24555 0.00%:  cool and
  24556 0.00%:  lecture to
  24557 0.00%:  teaches me not to curse)
  24558 0.00%:  has meant a lot to a
  24559 0.00%:  measures too
  24560 0.00%:  used as
  24561 0.00%:  and common sense tell me that cart
  24562 0.00%:  renounces me as her
  24563 0.00%:  scares me and not
  24564 0.00%:  cadet
  24565 0.00%:  clas
  24566 0.00%:  retread
  24567 0.00%:  most demonstrate
  24568 0.00%:  means more than one at
  24569 0.00%:  also told me that re
  24570 0.00%:  has led me to attract
  24571 0.00%:  scares me )
  24572 0.00%:  means more to me than a star date
  24573 0.00%:  has made me so unat
  24574 0.00%:  comments do
  24575 0.00%:  tells me) no romance
  24576 0.00%:  streams)
  24577 0.00%:  alone h
  24578 0.00%:  caused me to lose a race
  24579 0.00%:  less correct
  24580 0.00%:  has earned me more sc
  24581 0.00%:  has sure let me and
  24582 0.00%:  and math are so mean to me!
  24583 0.00%:  stores can
  24584 0.00%:  so dear
  24585 0.00%:  alerted to the occur
  24586 0.00%:  ends at
  24587 0.00%:  too smart
  24588 0.00%:  alone transc
  24589 0.00%:  tells destruct
  24590 0.00%:  tot
  24591 0.00%:  sure has made me reall
  24592 0.00%:  means to me all that reason
  24593 0.00%:  means to me all that reason can
  24594 0.00%:  momentum)
  24595 0.00%:  or at least an honest
  24596 0.00%:  and reason are so much n
  24597 0.00%:  alone assured
  24598 0.00%:  leads me to that same
  24599 0.00%:  means human
  24600 0.00%:  cares too
  24601 0.00%:  demonstrate all
  24602 0.00%:  and maths are central
  24603 0.00%:  causes me to do all the
  24604 0.00%:  detracts me once
  24605 0.00%:  detracts me once more
  24606 0.00%:  handsomen
  24607 0.00%:  has also made me contract a
  24608 0.00%:  most matters
  24609 0.00%:  means to me more than casual
  24610 0.00%:  statement cancelled
  24611 0.00%:  counts almost
  24612 0.00%:  reduces once
  24613 0.00%:  comment students
  24614 0.00%:  has come to me as a career
  24615 0.00%:  means more to me than a steal
  24616 0.00%:  made nonsense
  24617 0.00%:  means more to me than a crustacean)
  24618 0.00%:  turns heroes
  24619 0.00%:  has not made us all
  24620 0.00%:  dates one
  24621 0.00%:  has set me on a coll
  24622 0.00%:  has made me out some
  24623 0.00%:  does not mean the same!)
  24624 0.00%:  also told me that sne
  24625 0.00%:  tells me not to react
  24626 0.00%:  created stere
  24627 0.00%:  rather seems
  24628 0.00%:  slammed)
  24629 0.00%:  means a lot more than meet and
  24630 0.00%:  teaches us to deem
  24631 0.00%:  names her
  24632 0.00%:  ran another
  24633 0.00%:  has a) cool
  24634 0.00%:  has a) cool name
  24635 0.00%:  later teaches
  24636 0.00%:  has made me) a man out
  24637 0.00%:  at least lets me home
  24638 0.00%:  comments these
  24639 0.00%:  tells us that no non
  24640 0.00%:  has led me to sol
  24641 0.00%:  detector turns
  24642 0.00%:  has made me a real man)
  24643 0.00%:  later demonstr
  24644 0.00%:  commands!
  24645 0.00%:  condemns us to etern
  24646 0.00%:  shared some
  24647 0.00%:  sneers at all the
  24648 0.00%:  rule schools
  24649 0.00%:  so un
  24650 0.00%:  and romance are the closest)
  24651 0.00%:  has a lot more true
  24652 0.00%:  can tell me so much more!
  24653 0.00%:  amused me once)
  24654 0.00%:  smold
  24655 0.00%:  and romance are a team
  24656 0.00%:  has a lot more rule
  24657 0.00%:  thus named
  24658 0.00%:  has a lotta cons
  24659 0.00%:  at least has me on
  24660 0.00%:  dates creatures
  24661 0.00%:  has made me seem cant
  24662 0.00%:  has made me seem cur
  24663 0.00%:  almost could
  24664 0.00%:  can teach us to learn and
  24665 0.00%:  endorses actual)
  24666 0.00%:  scholars react
  24667 0.00%:  has made me smarter a lot)
  24668 0.00%:  and math are no reason
  24669 0.00%:  has made me not a
  24670 0.00%:  comment sheets
  24671 0.00%:  tells me that dreams are mon
  24672 0.00%:  lost there
  24673 0.00%:  helmet)
  24674 0.00%:  has led me to an ast
  24675 0.00%:  turned me on to trees
  24676 0.00%:  teachers endorse
  24677 0.00%: ) transc
  24678 0.00%:  entered some
  24679 0.00%:  consultants are the one area
  24680 0.00%:  selected that
  24681 0.00%:  means more to me than a sne
  24682 0.00%:  has made me) an
  24683 0.00%:  and tall
  24684 0.00%:  can at least teach me to dream r
  24685 0.00%:  means more to me than scanter)
  24686 0.00%:  loss)
  24687 0.00%:  dreamsh
  24688 0.00%:  attracts me more)
  24689 0.00%:  uses corrected
  24690 0.00%:  and romance are the s
  24691 0.00%:  and romance are the sames
  24692 0.00%:  marched out to an
  24693 0.00%:  marched out to an alternate
  24694 0.00%:  start sn
  24695 0.00%:  means a lot to me as a n
  24696 0.00%:  means a lot to me as a nerd!)
  24697 0.00%:  has dealt me an unl
  24698 0.00%:  needs to learn some)
  24699 0.00%:  statement to
  24700 0.00%:  commets
  24701 0.00%:  and reason are at an
  24702 0.00%:  tell the
  24703 0.00%:  marches on unconstr
  24704 0.00%:  can tell me no such
  24705 0.00%:  teachers create
  24706 0.00%:  unde
  24707 0.00%: ) scream
  24708 0.00%:  lets us learn and that
  24709 0.00%:  and common sense are the ac
  24710 0.00%:  means more to me than real adults
  24711 0.00%:  on aut
  24712 0.00%:  marches on unarmed
  24713 0.00%:  runs red
  24714 0.00%:  has made me a crum
  24715 0.00%:  condemns us all here
  24716 0.00%:  endorses all romance!)
  24717 0.00%: ) rest
  24718 0.00%:  research almost
  24719 0.00%:  has made a lot clear to
  24720 0.00%:  has made a lot clear to me)
  24721 0.00%:  means more to me than data at
  24722 0.00%:  and statement
  24723 0.00%:  has no real moral)
  24724 0.00%:  earns me another meal
  24725 0.00%:  can do that all sorts
  24726 0.00%:  occurs as
