YOUR IDEA OF HAPPINESS IS LOWERED EXPECTATIONS?
100.00%: 
21.09%: UN
19.94%:  YOU
0.00%:  YOU SAID THE SE
0.00%:  YOU ARE ALSO TR
0.00%:  YOU ARE A LONER S
0.00%:  YOU WISH TO DIE AN OLDER PER
0.01%:  YOU WISH TO DIE AN OLDER PERSON?
0.00%:  IF I WERE A DINOSAUR TO
0.00%:  YOU ARE A LOT SASS
0.00%:  AS AN OLDER PERSON I EXPECT YOU TO DIE A
0.00%:  NOW YOU NEED TO PRE
0.00%:  NOW YOU ARE HERE AND
0.00%:  SAD TO RE
0.00%:  DINOSAURE
0.00%:  YOU WON THIS DE
0.00%:  NARROW IS THE DEF
0.00%:  NEWSPAPERS ARE IN
0.00%:  WHAT ELSE IS ON YOUR F
0.00%:  EXPECTATIONS FOR YOU ARE DO
0.00%:  SAYS THE OLDER AND WE
0.00%:  POWERFUL IS THIS D
0.00%: ON AS YOU ARE OLDER AND STOP S
0.00%:  YOUR EXPECTATIONS ARE DEFINED SO
0.00%:  IF YOU ARE OLDER IS THIS
0.00%:  THE LESSON IS IF YOU WER
0.00%:  YOU WISH FOR DIS
0.01%:  YOU WISH FOR DISASTER AND
0.01%:  YOU WISH FOR DISASTER?
0.00%:  YOU WISH FOR DISASTER ON
0.00%:  YOU WISH FOR DISAP
0.00%:  THERE IS NO DOWNSIDE FOR YOU? I
0.00%:  WHAT DINOSAURS AREN
0.00%:  WHEN YOU ARE OLD AND STRE
0.00%:  WE ARE SUPPOSED TO DIE R
0.00%:  YOUR FINAL WORD TO
0.00%:  DID YOUR PARENTS PLAN A
0.00%:  THERE ARE EXPECTED
0.00%:  YOU SAID IT AND
0.00%:  SAID THE ONLY DINOSAUR SPE
0.00%:  YOU ARE DONE FOR T
0.00%:  SUDDENLY TERRIFI
0.00%:  FAR YOU ARE ONE STEP IN
0.00%:  IS THERE A REASON YOU F
0.00%:  YOU ARE IN A POSITION WHERE D
0.00%:  SAID DINOSAURS OF THE PA
0.00%:  WHAT IF YOU LEARNED ENO
0.00%: ON OUR LIFES
0.00%:  WHAT DID YOU FEAR
0.00%:  HOW ARE YOU NOT A
0.00%:  YOUR IDEA OF HAPPINESS IS WILD
0.00%:  SAID THE DINOSAURS IN AR
0.00%:  I SUPPOSE THERE IS NO I
0.00%:  YOU SAID LAST F
0.00%:  YOU SAID LAST FRIENDSHIP W
0.00%:  YOU SAID LAST FRIENDS
0.00%: ON YOU ARE OLDER AND HAP
0.00%:  I SEE YOU ARE THE OP
0.00%:  SAID ONE DINOSAUR THE
0.00%:  YOUR IDEA OF HAPPINESS IS AN ELIT
0.00%:  HARD TO DES
0.00%:  PERHAPS YOU AND I WERE NOT
0.00%:  SAID ANOTHER DINOSAUR YO
0.00%:  YOUR IDEA OF HAPPINESS IS ELE
0.00%:  WHEN YOU ARE FOR
0.00%:  ONLY ONE OF US HAS TOD
0.00%:  WHAT IF YOU ARE ALONE IN S
0.00%:  THERE IS YOUR ONE AND
0.00%:  YOU EARNED ONE
0.00%:  YOUR PROFESSION IS ANTI
0.00%:  THOSE ARE SOUNDS WE EXPECT
0.00%:  EXPECTATIONS ARE SUSPENDED H
0.00%:  YOU ARE DONE WITH N
0.00%:  YOU ARE DONE WITH NAPS FOR
0.00%:  IS WHAT YOU LEARNED S
0.00%:  YEARS DOWN THE ROAD AL
0.00%:  YEARS DOWN THE ROAD ALONE
0.00%:  WEIRD TO HEAR ANYONE USE
0.00%:  SAID ONE OLDER PERSON WHOSE
0.00%:  LOUD IS
0.00%:  HAPPINESS NE
0.00%:  IT APPEARS NONE OF US ARE EXPECT
0.00%:  WHAT IS YOUR PLAN EXPECTED
0.00%:  YOUR SISTER D
0.00%:  THERE IS ALWAYS A P
0.00%:  YOU SAID THOSE WORDS IN P
0.00%:  IS YOUR LIFE NOT A
0.00%:  YOU ARE A PERSON WHO EXPECTS TO DIE IN A
0.00%:  DINOSAURS FO
0.00%:  YOU STAND FOR DE
0.00%:  WHAT IS YOUR LESSON DIN
0.00%:  ARE THERE ANY L
0.00%:  NEITHER OF OUR DE
0.00%: ON YOU ARE OLDER AND A ST
0.00%:  WHAT I SAY IS PLEASE
0.00%:  THE DINOSAURS ARE END
0.00%:  THERE IS NO USE OF
0.00%:  YOU ARE A PEDOPHILE FOR D
0.00%:  YOUR EXPECTATIONS ARE LA
0.00%:  YOUR IDEA OF HAPPINESS IS A NOTE
0.00%:  SAYS THE DINO S
0.00%:  I SHOULD EXPECT TO SEE NO
0.00%:  YOU ARE OLDER? IS
0.00%:  YOU ARE OLDER? IS THIS
0.00%:  NOW YOU ARE INSPIRED TO AS
0.00%:  YOU ARE LEFT HERE ON
0.00%:  YOU DESPISE THE IDEA OF R
0.00%:  WE ARE FRIENDS UNTIL I DIE?
0.00%:  THIS WAS YOUR PERSONAL A
0.00%: ON YOUR HEART AND
0.00%:  YOUR EXPECTATIONS DOES
0.00%:  YOU ARE THE FAILED
0.00%: ON WHEN YOU ARE OLD O
0.00%:  THEN YOU ARE AN OP
0.00%:  THOSE ARE NO L
0.00%:  YOU PLAN TO SPEND A F
0.00%:  YOUR PRESENT SELF HAS AN
0.00%:  YOUR WISHES ARE SET
0.00%:  THERE YOU ARE NO DI
0.00%:  NOW YOU ARE SHE
0.00%:  YOUR OPINION OF THIS
0.00%: ON I SHOULD EXPECT TO SEE A NEWSPAPER A
0.00%:  WHAT IF YOU ARE ELDER AND O
0.00%:  THEN YOU AND I ARE PRA
0.00%:  SAYS THE OLD DINOSAUR AF
0.00%:  IN OTHER WORDS ONE DAY IF I
0.00%:  YOU ARE SELFISH AND R
0.00%:  YOU ARE A SATISFIED PERSON WHO ONE
0.00%:  HERE YOU ARE I
0.00%:  DID YOU STOP PERSONAL H
0.00%:  YOU DO A LOT OF D
0.00%:  SAD FOR YOU LAT
0.00%:  SAD FOR YOU LATER ON
0.00%:  I SHOULD DISAPPEAR SOONER
0.00%:  YOUR IDEA OF HAPPINESS IS TOO N
0.00%:  DID YOU STEP ON AN
0.00%:  YOUR REAL WISH IS TO DIE IN A
0.00%:  YOUR OPINION DO
0.00%:  SAY WE ARE OLDER AND IN THE P
0.00%:  THE ANSWER IS OLDER S
0.00%:  YOU ARE EITHER SEL
0.00%:  THOSE ARE DINOSAURS NOW?
0.00%:  THESE ARE LIES YOU W
0.00%:  WHAT IF YOUR PASSIONS ARE IN
0.00%:  YOU DID PER
0.00%:  IN OTHER WORDS? YOU D
0.00%:  RARELY DO SENT
0.00%: ON YOUR ELDER HO
0.00%:  WHAT ARE YOU OLDER ON
0.00%:  YOU ARE LEFT WIS
0.00%:  YOU DIE AND THERE IS NO L
0.00%:  WE SEE YOUR P
0.01%:  WE SEE YOUR PLAN IS
0.01%:  WE SEE YOUR PLANS ARE NOT
0.00%:  WE SEE YOUR PLANS ARE TO
0.00%:  WE SEE YOUR PLANS FOR
0.00%:  WE SEE YOUR PATH
0.00%:  YOU ARE LESS OF A STOP
0.00%:  YOUR PLAN IS TO DIN
0.00%:  SORRY THIS ENDED UP ON
0.00%:  YOU SAID EXPECTATIONS AND RE
0.00%:  YOU ARE A RATION
0.00%:  SADLY DE
0.01%:  SADLY DEPRESS
0.00%:  YOUR LIFE ENDS IN D
0.00%:  NOW SO
0.00%:  SHOULD I P
0.00%:  ARE YOU NOW SATISFIED? I
0.00%:  WHEN YOU ARE A STE
0.00%:  POWER TO YOU AND
0.00%:  THERE IS ONE PROFESSION WAY
0.00%:  WHAT IS YOUR PLAN FOR SPOON
0.00%:  YOU STAND FOR D
0.00%:  THOSE ARE YOUR IDEALS S
0.00%:  OLD YOU ARE DEAF
0.00%:  HAPPY TOD
0.00%:  NEITHER OF US DREW ANY LE
0.00%:  YOUR WISHES ARE OPPOSITE IN
0.00%:  PERHAPS YOU ARE LESS I
0.00%:  WHAT IS YOUR OLDER F
0.00%:  NOW YOU NEED TO PREPARE A
0.00%:  ARE YOU NOW STO
0.00%:  YOU ARE A SELFISH PERSON EN
0.00%:  THERE IS ALWAYS AN UPSIDE?
0.00%:  THE DINOSAUR IS NO
0.00%:  I SHOULD PRAY I
0.00%:  I SHOULD PRAY I DIE
0.00%: OOO YOU W
0.00%:  WHILE I S
0.00%:  YOU REPLIED WITH AN AN
0.00%:  IN OTHER WORDS IF YOU SEE A
0.00%:  WHAT IF YOU OLDER SO
0.00%:  DO YOU WANT AN APPLE OR S
0.00%:  YOU ARE NOW PERSON
0.00%:  YOU ARE NOT A PO
0.00%:  I HEAR YOU TOLD
0.00%:  SAID THE OLDER PERSONS I
0.00%:  SAYS THE DINOSAUR OF NO A
0.00%:  DID ANYONE ELSE FE
0.00%:  I SHOULD PREPARE TO E
0.00%:  IN OTHER WORDS I LE
0.00%:  DINOSAURS DO NOT S
0.00%:  THE ROLE YOU W
0.00%:  POINTLESS WHEN YOU DO
0.00%:  I SUPPOSE I WISH
0.00%:  APPEARS THE FOOL
0.00%:  LOWER YOUR EXPECTATIONS AND HOPES
0.00%:  ONE DAY THIS
0.00%:  IT APPEARS YOU ARE NOW O
0.00%:  PREPARE TO HOLD
0.00%:  YOUR EXPECTATIONS ARE SOL
0.00%:  ONLY ONE OF US HAD A DI
0.00%:  ARE YOU THIR
0.00%:  YOU ARE AWARE OF OLD
0.00%: ON YOUR HEAD IS SO
0.00%:  YOU ARE OLDER NOW? IS THE
0.00%: ON YOUR FRIENDS WHO T
0.00%:  EARNEST AND SO
0.00%:  SEE? YOU ARE WR
0.00%:  SOON YOU ARE NOW
0.00%:  YOU ARE THE REAL ASS
0.00%:  LIFE IS SUP
0.09%:  LIFE IS SUPPOSED TO END
0.07%:  LIFE IS SUPPOSED TO END IN
0.02%:  LIFE IS SUPPOSED TO END WH
0.02%:  LIFE IS SUPPOSED TO END IN A
0.01%:  LIFE IS SUPPOSED TO END ON
0.01%:  LIFE IS SUPPOSED TO W
0.01%:  LIFE IS SUPPOSED TO END WHEN I
0.00%:  LIFE IS SUPER
0.00%:  LIFE IS SUPPOSED TO H
0.00%:  LIFE IS SUPPOSED TO END IN RE
0.00%:  I SHOULD STAY PRES
0.00%:  LOWER YOUR EXPECTATIONS? SO
0.00%:  YOU ARE AWARDED NO
0.00%:  TRULY WH
0.00%:  STOP FUL
0.00%:  DID YOU HONE
0.00%:  WHAT ARE PRO
0.03%:  WHAT ARE PROFESSIONS YOU D
0.03%:  WHAT ARE PROFESSIONS YOU DID
0.02%:  WHAT ARE PROFESSIONS YOU EXPECT
0.02%:  WHAT ARE PROFESSIONS LI
0.02%:  WHAT ARE PROFESSIONS YOU EXPECTED
0.01%:  WHAT ARE PROFESSIONS?
0.01%:  WHAT ARE PROFESSIONS YOU LI
0.01%:  WHAT ARE PROFESSIONS YOU NE
0.01%:  WHAT ARE PROFESSIONS YOU P
0.01%:  WHAT ARE PROFESSIONS ANY
0.01%:  WHAT ARE PROFESSIONS YOU DO
0.01%:  WHAT ARE PROFESSIONS IN
0.00%:  WHAT ARE PROFESSIONS YOU LO
0.00%:  WHAT ARE PROFESSIONS I
0.00%:  WHAT ARE PROFESSIONS A
0.00%:  WHAT ARE PROFESSIONS YOU AL
0.00%:  WHAT ARE PROFESSIONS YOU NEED A
0.00%:  YOUR LIFE ENDED IN A
0.00%: ON YOU ARE OLD TO
0.00%:  PREPARE TO DIE UNE
0.00%:  IT APPEARS WE ARE FOUND IN
0.00%:  SEE? YOU WIN
0.00%:  I UNDERSTAND PEOPLE RE
0.00%:  YOU ARE PLOT
0.00%:  OLD THERE IS NO ONE A
0.00%:  YOU WISH TO DIE O
0.01%:  YOU WISH TO DIE OLDER
0.00%:  STEADY UP
0.00%:  YOUR FANTASIES ARE INSPI
0.00%:  PERHAPS YOU ARE NOT O
0.00%:  HAPPINESS IS REAL?
0.00%:  DINOSAURS ARE PEOPLE WHO TEND
0.00%:  YOU ARE INSPIRED ON
0.00%:  DIE ALONE TH
0.00%:  YOU ARE HOPED
0.00%:  YOU ARE AN AP
0.01%:  YOU ARE AN APPRO
0.00%:  I SUPPOSE THE SE
0.00%:  SOON NOW?
0.00%:  IF YOU STOPPED WHIS
0.00%: ON YOU ARE OLD AND E
0.00%:  YOUR POINT IS DEPEND
0.00%:  SAYS OLD AND
0.00%:  IN OTHER WORDS ALSO YOU
0.00%:  WHAT? DINOSAURS E
0.00%:  YOU ARE WORSE THAN A SNO
0.00%:  YOU ARE DESTINED FOR A SPE
0.00%:  EARNEST AND S
0.00%:  YOU PLAN A
0.01%:  YOU PLAN AHEAD
0.00%:  YOU PLAN AHEAD FOR
0.00%:  YOU PLAN AHEAD TO
0.00%:  IT APPEARS WE SHARE UN
0.00%:  IS YOUR WISH FOR
0.00%:  YOU ALSO T
0.00%:  IF YOU ARE SO LO
0.00%:  IS THIS YOUR PERSONAL P
0.00%:  PARENTS SHOULD EXPECT
0.00%:  NOW ARE YOU SATISFIED? I EXPECT
0.00%:  IT APPEARS WE ARE IN LO
0.00%:  ONLY ONE OF US IS WISHED TO
0.00%:  SAYS THE DINOSAUR ELDER IN A
0.00%:  YOU SAID THERE WAS A LIF
0.00%:  NOW YOU ARE OLD AS
0.00%:  NOW YOUR LIFE IS ONE
0.00%:  WHAT? YOU ARE DE
0.00%:  YOUR PLAN HERE IS TO SE
0.00%:  SERIOUSLY? NOT ONE
0.00%:  IT APPEARS YOUR HEAD IS NOW IN
0.00%:  EITHER ONE OF US IS AN
0.00%:  NOW YOU ARE ROOT
0.00%:  WE SHOULD PRAN
0.00%:  DINOSAURS NOT
0.00%:  IF YOU HAD ONE DES
0.00%:  IF YOU HAD ONE DESIRE IN
0.00%:  IF YOU HAD ONE DESIRE LE
0.00%:  APPEARS THE END OF OUR D
0.00%:  FIND ANOTHER P
0.00%:  FIND ANOTHER PASS
0.00%:  YOU ARE HEADED TO A L
0.00%:  I ALREADY T
0.00%:  YOU LET ONE PERSON DI
0.00%:  WHERE DO YOU STAND? I
0.00%:  THOSE ARE YOUR IDEALS IN S
0.00%:  YOU ARE NOW SPOIL
0.00%:  WHAT PROFESSION ARE YOU IN P
0.00%:  YOUR LIFE IS NOW SO
0.00%:  YOU SAID? SO
0.00%:  YOU ARE OLDER NOW AND THE P
0.00%:  YOU ARE INSPIRED NOW TO P
0.00%:  WHERE ARE YOU IN L
0.00%:  WHERE ARE YOU IN LINE
0.00%:  TRULY E
0.00%:  NOW YOU ARE THE ONE AR
0.00%:  YOU HATE E
0.00%:  YOUR EXPECTATION OF HAPPINESS IS WEIRD?
0.00%:  DID YOUR FATHER ALSO S
0.00%:  YOUR LIFE IS SH
0.03%:  YOUR LIFE IS SHORT AND
0.01%:  YOUR LIFE IS SHORT AND S
0.01%:  YOUR LIFE IS SHORT AND SAD
0.00%:  YOUR LIFE IS SHORT AND PO
0.00%:  WHAT IF YOU PLAN
0.00%:  WHAT IF YOU PLAN ON
0.00%:  WHERE ARE YOU TA
0.00%:  DO YOU PLAN TO W
0.00%:  ARE WE FINISHED OR NOT
0.00%:  WE SHOULD INST
0.00%:  IN THE END OUR LIFES
0.00%:  YOU ASPIRE FOR
0.00%:  YOUR ENTIRE LIFE HAS NOW
0.00%:  YOU DESIRE TO WAL
0.00%:  YOU ARE A WISE AND EN
0.00%:  YOU ARE SORT OF A N
0.00%:  YOUR IDEA OF HAPPINESS IS NOW TO DEL
0.00%:  DID YOU EARN A S
0.00%:  SAYS THE DINOSAUR APPLE
0.00%:  YOU ARE A PART OF E
0.00%:  AS YOU ARE OLDER AND ST
0.00%:  DESIRE YOUR
0.00%:  DO IT SO
0.00%:  WONDERFUL TO I
0.00%:  YOU ARE AN OLDER AND STOP
0.00%:  INSTEAD OF HE
0.00%:  INSTEAD OF HEAR
0.00%:  SAD YOUR LIFE IS ST
0.00%:  SAYS THE DINOSAUR INDE
0.00%:  I SUPPOSE WHAT I RE
0.00%:  WE ARE SAID TO EXPECT YOU
0.00%:  WE ARE FRIENDS AND ST
0.00%:  YOU ARE A DESPERATE SO
0.00%:  SAYS THE DINOSAUR OF EXPECTED
0.00%:  ONLY ONE OF US EXPECTS A RE
0.01%:  ONLY ONE OF US EXPECTS A REWARD AT
0.00%:  ONLY DINOSAURS ARE PO
0.00%:  YOU ARE AN OLDER INF
0.00%:  I WOULD SAY THERE ARE DO
0.00%:  WHAT IF PE
0.05%:  WHAT IF PEOPLE ARE
0.02%:  WHAT IF PEOPLE D
0.01%:  WHAT IF PEOPLE ARE S
0.01%:  WHAT IF PEOPLE S
0.01%:  WHAT IF PEOPLE ARE SUR
0.01%:  WHAT IF PEOPLE SAY I
0.01%:  WHAT IF PEOPLE SAY S
0.01%:  WHAT IF PEOPLE ON
0.01%:  WHAT IF PEOPLE ARE A
0.00%:  WHAT IF PEOPLE DO
0.00%:  WHAT IF PEOPLE USE
0.00%:  WHAT IF PEOPLE ARE DIS
0.00%:  WHAT IF PEOPLE DIE
0.00%:  WHAT IF PEOPLE ARE SAY
0.00%:  WHAT IF PEOPLE ARE UN
0.00%:  WHAT IF PEOPLE SA
0.01%:  WHAT IF PEOPLE SAID YOU ARE
0.01%:  WHAT IF PEOPLE SAID YOU AREN
0.01%:  WHAT IF PEOPLE SAID YOU D
0.00%:  WHAT IF PEOPLE SAID YOUR
0.00%:  WHAT IF PEOPLE SAID YOU S
0.00%:  SUDDENLY THE SENSE
0.00%:  WHAT ELSE DOES ONE DO IN A
0.00%:  WE ARE SURE TO LO
0.00%:  ELDER DINOSAURS EXPECTATION
0.00%:  ELDER DINOSAURS EXPECTATIONS OF
0.00%:  NOW YOU ARE TRAPPED IN A DI
0.00%:  YOU DENI
0.00%:  WHAT DOES YOUR FRIEND EXPECT
0.00%:  PRESENTED ARE
0.00%:  POINTLESS AND PE
0.00%:  DESPITE YOUR FRIENDSH
0.00%:  SADNESS FOR YOU TH
0.00%:  WHAT IS YOUR PLANNED DE
0.00%:  APPARENTLY WE O
0.00%:  YOUR PARENTS DES
0.00%:  THE ONE DAY AF
0.00%:  WHAT DO YOU DO? I
0.00%:  ONLY ONE OF US IS A WISE PER
0.00%:  YOU FEEL E
0.00%: RE WIN FOR YOU THEN?
0.00%:  WE ARE NOTH
0.00%:  SAID THE DINO IN
0.00%:  IT APPEARS YOUR AD
0.00%:  PERHAPS ON
0.04%:  PERHAPS ONLY ONE OF US IS
0.01%:  PERHAPS ONLY ONE OF US IS RE
0.00%:  PERHAPS ONLY ONE OF US IS D
0.00%:  ONLY ONE OF US STARE
0.00%:  FIRST YOU WON
0.01%:  FIRST YOU WONDER
0.00%:  YOUR FINAL WISH IS TO RE
0.00%:  TODAY WE ARE A
0.00%:  SAYS THE OLDER AND UN
0.00%:  I SHOULD POWER
0.00%:  PREPARE THE W
0.00%:  THE PROFESSION YOU ARE DESI
0.00%:  YOU ARE TRAPPED IN A SIDE
0.00%:  SAYS THE OLDER PARE
0.00%:  RARELY DO WE FIND ONE
0.00%:  SAYS THIS UN
0.00%:  WHERE ARE YOU STAN
0.00%:  YOU ARE AN OLDER TINA
0.00%:  YEARS DOWN THE ROAD ONE OF US IS A L
0.00%:  WHERE DID YOU LEARN TO OPPOSE
0.00%:  SAD WHEN YOU ST
0.00%:  YOUR DESIRE IS TO A
0.00%:  POWERFUL T
0.00%:  YOU ARE A SERIES OF SEL
0.00%:  YOU ARE OLDER AND WI
0.00%:  YOU ARE OLDER AND WISE NO
0.00%:  OTHER PEOPLE IN YOUR S
0.00%:  YOUR POINTS
0.00%:  YOUR POINTS ARE E
0.00%:  YEARS DOWN THE LINE D
0.00%:  POWER TO YOUR D
0.00%:  THE REAL ANSWER IS Y
0.00%:  WHAT IF YOU ARE DESPI
0.00%:  WHEN YOU ARE OLDER SO DO
0.00%:  I SUPPOSE THERE WAS NE
0.00%:  HAS YOUR PARENTAL IN
0.00%:  YES I WOULD PREFER TO DIE IN
0.00%:  NOW YOU EXPECTED
0.00%:  WHAT IS YOUR PLAN FOR SPI
0.00%:  SAYS THE ONE O
0.02%:  SAYS THE ONE OLDER PER
0.02%:  SAYS THE ONE OLDER PERSON W
0.01%:  SAYS THE ONE OLDER D
0.07%:  SAYS THE ONE OLDER DINOSAUR W
0.01%:  SAYS THE ONE OLDER ONE
0.01%:  SAYS THE ONE OLDER DU
0.01%:  SAYS THE ONE OLDER DINOSAUR OF
0.00%:  SAYS THE ONE OLDER PERSON I
0.00%:  SAYS THE ONE OLDER DINOSAUR I
0.00%:  SAYS THE ONE OLDER AND
0.00%:  SAYS THE ONE OLDER PERSON OF
0.00%:  SAYS THE ONE OLDER DINOSAUR A
0.00%:  FIRST YOU WERE A S
0.00%:  YOU ARE A SATISFIED P
0.00%:  YOU ARE AN OLDER WAS
0.00%:  THERE YOU ARE AS AN OLD S
0.00%:  PREPARE TO DIE ALONE AND Y
0.00%:  YOU SAID WHEN I ST
0.00%:  YOU SAID AND NOW I FEEL RE
0.00%:  ONLY ONE OF US EXPECTS TO DIE AS A D
0.00%:  NOW YOU ARE AN OLDER EXPECT
0.00%:  I HOPE YOU L
0.00%: ON WHEN YOU ARE OLDER I DE
0.00%:  ONLY ONE OF US HAS WAS
0.00%:  ONLY ONE SIDE OF THIS DIS
0.00%:  AND NOW YOU ARE SET
0.00%:  YEARS LATER ONE D
0.00%:  YEAH P
0.00%:  YOUR IDEA OF HAPPINESS INSIDE
0.00%:  YOUR EXPECTATION OF ELDER HO
0.00%:  YOU ARE A SERIES OF EXPECT
0.01%:  YOU ARE A SERIES OF EXPECTATIONS?
0.00%:  YOU ARE A SERIES OF EXPECTATIONS IN
0.00%:  THOSE WERE F
0.00%:  YOU ARE A FAILED PERSON WITH NO
0.00%:  YOU ARE LEARNED WHEN
0.00%:  YOU WERE AN IN
0.00%:  EXPECTATIONS FOR YOU AND I ARE OP
0.00%:  STOP LAY
0.00%:  YOU ADOPT A DO
0.00%:  SAD YOU ARE ON
0.00%:  EXPECT THE
0.00%:  I SEE YOU ARE TAL
0.00%:  YOUR POINT IS DONE
0.00%:  OFTEN DO YOU REPE
0.00%:  PERHAPS YOUR I
0.01%:  PERHAPS YOUR IDEAL
0.01%:  PERHAPS YOUR IDEA OF A
0.00%:  PERHAPS YOUR IDEAS
0.00%:  PERHAPS YOUR IDEALS
0.00%:  YOU PROPOSE WE T
0.00%:  YOU PROPOSE WE TRA
0.00%:  THE YEARS PASS AND WE END
0.00%:  WHAT IF I END UP DO
0.00%:  YOUR LIFE DOES NOT NE
0.00%:  YOU ARE INSPIRED TO H
0.00%:  YEAH EXPECTATIONS ARE FOR
0.00%:  WHERE DID YOU LEARN A FO
0.00%:  I HEARD YOU WERE AN
0.00%:  YOU ARE TRAPPED IN A HOLD
0.00%:  ARE YOU THE S
0.00%:  SAD YOU WERE NOT
0.00%:  YOUR POINT IS AD
0.00%:  SAD THERE IS NO WORD
0.00%:  IT APPEARS ONLY ONE OF US IS A D
0.00%:  ONLY ONE OF US HAS PR
0.00%:  I HEAR YOU ARE A P
0.00%:  WHEN PEOPLE ARE A
0.00%:  SAID THE DINOSAUR FAIR
0.00%:  SAYS THE DINOSAUR IN WAR
0.00%:  THERE WAS AN IN
0.00%:  WHAT DID YOU EXPECT IN RESPONSE? FOR
0.00%:  WHAT ARE YOUR PLANS DIS
0.00%:  YOUR ONE WISH IS TO RELEASE
0.00%:  RARELY DO I TH
0.00%:  WHAT ELSE DO YOU PO
0.00%:  DINOSAURS DIE WHILE
0.00%:  SERIOUSLY WHERE
0.00%:  YOU ARE A PERSONIFIED S
0.00%:  DEPRESSION IS THE ONLY EXPECT
0.00%:  PERHAPS YOU DID NOT FIN
0.00%:  YOU ARE AN OTHER
0.01%:  YOU ARE AN OTHERWISE N
0.00%:  YOU ARE A LIFE PERS
0.00%:  WHERE DID YOU LEARN ANAT
0.00%:  DESPISE YOUR OLD A
0.00%:  ONLY ONE OF US HAS WASTED A PER
0.00%:  YOUR IDEA OF HAPPINESS LIES ON
0.00%:  NOW YOU ARE OLDER? AND ST
0.00%:  EXPECTATIONS ARE UNA
0.00%:  YOUR IDEA OF HAPPINESS IS ERAD
0.00%:  WHILE YOU R
0.00%:  YOU WERE RES
0.00%:  THE REASON YOU ARE DEL
0.00%:  I SHOULD DISAPPEAR TO
0.00%:  DINOSAURS ARE ONLY THE
0.00%:  AN ENTIRELY PO
0.00%:  YOU DID LEARN A SENT
0.00%:  YOUR PLAN IS TO WIN AR
0.00%:  ARE YOU DONE FOR T
0.00%:  THOSE ARE YOUR SOLID EXPECT
0.00%:  YOU FEEL THERE IS AN A
0.00%:  WHAT YOU EN
0.00%:  WHAT YOU ENDED
0.00%:  IN A SENSE YOU ARE PROTE
0.00%:  DINOSAURS HAD SO
0.00%:  FRIENDSHIP WAS NOT
0.00%:  FRIENDSHIP WAS NOT YOUR
0.00%:  YOUR IDEA OF HAPPINESS WENT
0.00%:  EXPECTATIONS OF HAPPINESS ARE LOWERED D
0.00%:  THOSE ARE YOUR OPINIONS DE
0.00%:  I SHOULD STEP IN
0.00%:  DID YOU ALSO INT
0.00%:  YOUR LIFE AS A STAR
0.00%:  WHAT IF I DID? YOU ARE A
0.00%:  SAID THE REAL DINOSAUR OF
0.00%:  YOUR EXPECTATIONS AND HOPES ARE SO DI
0.00%:  PROFESSIONS ARE A L
0.00%:  PROFESSIONS ARE A LIE AND
0.00%:  YOU ARE THE ONE PROFE
0.01%:  YOU ARE THE ONE PROFESSION I
0.00%: ON ENU
0.00%:  DEPRESSION DOES NOT F
0.00%: ON THE DINOSAUR PRO
0.00%:  SAID THE OLDER PERSON UP
0.00%:  IT DOES APPEAR YOU ARE HE
0.00%:  WHAT IF I PURPOSE
0.00%:  WHAT IF I PURPOSELY D
0.01%:  WHAT IF I PURPOSELY DON
0.00%:  SAY S
0.00%:  WHERE DID YOU LEARN TO POOP IN
0.00%:  YOU PLAN TO DIE INSIDE A S
0.00%:  ONLY ONE OF US HAS A WORSE
0.00%:  YOU ARE A WASTED LIFE?
0.00%:  THERE IS AN UN
0.00%:  WHAT DO YOU PROPOSE? ARE
0.00%:  WHAT YOUR LIFE IS ONE D
0.00%:  WE ARE NOT ONLY DO
0.00%:  WE ARE AT ODDS FOR L
0.00%:  WHAT DID YOUR PARAN
0.00%:  YOU ARE RELAT
0.00%:  ONE DAY E
0.00%:  IT WOULD APPEAR AS IF NO ONE IS
0.00%:  SOUND THE RES
0.01%:  SOUND THE RESPONSE OF
0.00%:  SOUND THE RESPONSI
0.00%:  THE ISSUE OF S
0.00%:  YOU ARE A HAPPINESS DO
0.00%:  YOU NEED TO PREPARE A
0.00%:  I SHOULD EXPECT AN INSPI
0.00%:  I SEE THE PRO
0.00%:  YOU ARE AN IDIOT WHO LIES
0.00%:  LOWER YOUR EXPECTATIONS SEE IF
0.00%:  YOU ARE NOW THE OLDER S
0.00%:  IT APPEARS NONE OF US ARE HOLD
0.00%:  NOW YOU ARE DEAD SET
0.00%:  NOW YOU ARE DEAD SET ON S
0.00%:  YOU STARE DOWN A
0.00%:  WHAT ARE YOU PROFESSIONS?
0.00%:  WHAT I SAY IS DONE AND
0.00%:  NOW THERE IS NO RE
0.00%: ON AFTER YOU DIS
0.00%:  SAID THE OLD WIS
0.00%:  WHAT ARE YOU DROPP
0.00%:  YOUR ONE WISH IN LIFE IS TO SP
0.00%:  NOW YOU STOPPED S
0.00%:  NOW YOU ARE AN IDIOT FOR A
0.00%:  SAYS THE OLDER DINOSAUR PI
0.00%:  YOUR POINT IS DAN
0.00%:  SAID THE LEADER OF AN
0.00%:  POWERFUL AND YET SO PER
0.00%:  POWERFUL AND YET SO PERSON
0.00%:  WE SHOULD PART AS FRIENDS IN
0.00%:  SLEEP IS FOR SU
0.00%:  IN THE END YOU ARE SOL
0.00%:  FAT AND
0.00%:  YOU INSIST ON L
0.00%:  YOU ARE SO STORED
