IS A SENTENCE ONLY AN OLD MAN WOULD SAY
      0 100.00%: 
      1 26.83%:  IS
   3703 31.93%:  SENTENCE WAS Y
   3704 31.92%:  SENTENCE WAS AD
   3705 31.92%:  SENTENCE WAS SA
   3706 31.26%:  SENTENCE WAS LOUD
   3707 31.23%:  SENTENCE WAS ALMO
   3708 30.96%:  SENTENCE WAS ONLY A
   3709 30.70%:  SENTENCE WAS SAD
   3710 30.38%:  SENTENCE WAS ONLY 
   3711 29.85%:  SENTENCE WAS INS
   3712 29.76%:  SENTENCE S
   3713 29.63%:  SENTENCE WAS SAID A
   3714 29.58%:  SENTENCE WAS ONLY MA
   3715 29.49%:  SENTENCE WAS A L
   3716 29.43%:  SENTENCE WO
   3717 31.81%:  SENTENCE WOULD SO
   3718 31.55%:  SENTENCE WOULD MA
   3719 30.54%:  SENTENCE WOULD ON
   3720 31.35%:  SENTENCE WOULD ONLY SO
   3721 30.41%:  SENTENCE WOULD LO
   3722 30.34%:  SENTENCE WOULD S
   3723 30.07%:  SENTENCE WOULD M
   3724 30.07%:  SENTENCE WOULD AL
   3725 30.04%:  SENTENCE WOULD A
   3726 30.01%:  SENTENCE WOULD N
   3727 29.99%:  SENTENCE WOULD L
   3728 29.99%:  SENTENCE WOULD NO
   3729 29.98%:  SENTENCE WOULD IN
   3730 29.97%:  SENTENCE WOULD ONLY MA
   3731 29.96%:  SENTENCE WOULD LI
   3732 29.95%:  SENTENCE WOULD I
   3733 29.94%:  SENTENCE WOULD DO
   3734 29.93%:  SENTENCE WOULD O
   3735 29.93%:  SENTENCE WOULD D
   3736 29.35%:  SENTENCE WAS LOUDLY
   3737 29.35%:  SENTENCE WAS ALL I
   3738 29.35%:  SENTENCE WAS SAID ON
   3739 29.26%:  SENTENCE WAS ONLY S
   3740 29.24%:  SENTENCE MA
   3741 29.19%:  SENTENCE WILL
   3742 29.18%:  SENTENCE WAS SO M
   3743 29.14%:  SENTENCE WAS SAID U
   3744 29.01%:  SENTENCE WAS ONLY MO
   3745 28.97%:  SENTENCE WAS ONLY A L
   3746 28.92%:  SENTENCE WAS ONLY SO
   3747 28.85%:  SENTENCE WAS ONLY SL
   3748 28.83%:  SENTENCE WAS ONLY IN
   3749 28.81%:  SENTENCE WAS ONLY LI
   3750 28.78%:  SENTENCE DO
   3751 28.77%:  SENTENCE WAS A M
   3752 28.71%:  SENTENCE WAS SAID AL
   3753 28.71%:  SENTENCE WAS A S
   3754 28.63%:  SENTENCE WAS SADLY A
   3755 28.62%:  SENTENCE WAS ONLY M
   3756 28.59%:  SENTENCE WAS SAID ON A
   3757 28.58%:  SENTENCE WAS UL
   3758 28.54%:  SENTENCE WAS ONLY L
   3759 28.53%:  SENTENCE WAS ONLY SAY
   3760 28.46%:  SENTENCE WAS SAID 
   3761 28.45%:  SENTENCE WAS SAID L
   3762 28.44%:  SENTENCE WAS SAID M
   3763 28.42%:  SENTENCE WAS SAID MO
   3764 28.40%:  SENTENCE WAS SAID LO
   3765 28.40%:  SENTENCE WAS AMA
   3766 28.37%:  SENTENCE WAS SAID D
   3767 28.37%:  SENTENCE WAS SAID AND
   3768 28.35%:  SENTENCE WAS UM
   3769 28.34%:  SENTENCE WAS SAID UN
   3770 28.33%:  SENTENCE WAS ONLY AN
   3771 28.32%:  SENTENCE WAS ONLY SU
   3772 28.30%:  SENTENCE WAS SAID N
   3773 28.29%:  SENTENCE WAS ONLY DI
   3774 28.28%:  SENTENCE WAS ONLY AL
   3775 28.27%:  SENTENCE WAS ONLY D
   3776 28.26%:  SENTENCE WAS SAID O
   3777 28.26%:  SENTENCE WAS ONLY SA
   3778 28.25%:  SENTENCE WAS ONLY U
   3779 28.23%:  SENTENCE WAS ONLY ON
   3780 28.23%:  SENTENCE WAS LOO
   3781 28.23%:  SENTENCE D
   3782 28.22%:  SENTENCE WAS ONLY LO
   3783 28.21%:  SENTENCE WAS ONLY O
   3784 28.21%:  SENTENCE WAS ONLY I
   3785 28.21%:  SENTENCE WAS SAID ALL
   3786 28.20%:  SENTENCE WAS SAID Y
   3787 28.19%:  SENTENCE WAS ONLY AD
   3788 28.19%:  SENTENCE WAS ONLY US
   3789 28.17%:  SENTENCE WAS ALSO AN
   3790 28.09%:  SENTENCE M
   3791 28.03%:  SENTENCE WAS A DIS
   3792 28.00%:  SENTENCE WAS MIS
   3793 27.98%:  SENTENCE WOULD ALSO MA
   3794 27.97%:  SENTENCE IN
   3795 27.95%:  SENTENCE WAS SO UN
   3796 27.95%:  SENTENCE SO
   3797 30.84%:  SENTENCE SOUNDS LI
   3798 30.27%:  SENTENCE SOUNDS A
   3799 28.47%:  SENTENCE SOUNDS A L
   3800 27.93%:  SENTENCE WOULD DO A
   3801 27.90%:  SENTENCE WAS ONLY SADLY
   3802 27.80%:  SENTENCE WAS ONLY MILDLY A
   3803 27.79%:  SENTENCE A
   3804 27.74%:  SENTENCE IS A
   3805 27.72%:  SENTENCE AL
   3806 27.69%:  SENTENCE WOULD MAY
   3807 27.68%:  SENTENCE WAS A D
   3808 27.67%:  SENTENCE ON
   3809 30.44%:  SENTENCE ONLY W
   3810 29.25%:  SENTENCE ONLY MA
   3811 27.65%:  SENTENCE WAS A N
   3812 27.62%:  SENTENCE WAS A DI
   3813 27.60%:  SENTENCE WOULD ONLY LO
   3814 27.59%:  SENTENCE SU
   3815 27.57%:  SENTENCE I
   3816 27.57%:  SENTENCE WAS ALI
   3817 27.57%:  SENTENCE WON
   3818 27.55%:  SENTENCE WAS A MA
   3819 27.55%:  SENTENCE WAS AN UN
   3820 27.53%:  SENTENCE WAS A MO
   3821 27.53%:  SENTENCE WOULD ONLY S
   3822 27.53%:  SENTENCE WAS A SU
   3823 27.52%:  SENTENCE WAS A LO
   3824 27.51%:  SENTENCE WAS A SL
   3825 27.51%:  SENTENCE LO
   3826 27.51%:  SENTENCE WAS A UN
   3827 27.51%:  SENTENCE WAS A SO
   3828 27.51%:  SENTENCE WAS A LI
   3829 27.49%:  SENTENCE N
   3830 27.49%:  SENTENCE WAS SO A
   3831 27.49%:  SENTENCE WAS A Y
   3832 27.49%:  SENTENCE SA
   3833 28.48%:  SENTENCE SAID W
   3834 27.61%:  SENTENCE SAID A
   3835 27.47%:  SENTENCE L
   3836 27.47%:  SENTENCE WAS ALSO U
   3837 27.47%:  SENTENCE AND
   3838 27.47%:  SENTENCE WAS SAID MANY
   3839 27.44%:  SENTENCE ASS
   3840 27.44%:  SENTENCE O
   3841 27.44%:  SENTENCE WAS NON
   3842 27.43%:  SENTENCE WOULD ONLY O
   3843 27.43%:  SENTENCE NO
   3844 27.42%:  SENTENCE WAS ILL
   3845 27.42%:  SENTENCE WAS SO D
   3846 27.42%:  SENTENCE WOULD ONLY IN
   3847 27.42%:  SENTENCE WOULD ONLY M
   3848 27.40%:  SENTENCE WAS A MIS
   3849 27.40%:  SENTENCE WOULD ONLY A
   3850 27.38%:  SENTENCE WOULD ONLY N
   3851 27.37%:  SENTENCE WAS ONLY MILDLY S
   3852 27.36%:  SENTENCE WOULD ONLY L
   3853 27.36%:  SENTENCE WAS SO L
   3854 27.36%:  SENTENCE WOULD ONLY DO
   3855 27.28%:  SENTENCE WOULD SAY A
   3856 27.27%:  SENTENCE ONLY SO
   3857 29.83%:  SENTENCE ONLY SOUNDS LI
   3858 29.71%:  SENTENCE ONLY SOUNDS A
   3859 27.88%:  SENTENCE ONLY SOUNDS W
   3860 27.86%:  SENTENCE ONLY SOUNDS M
   3861 27.73%:  SENTENCE ONLY SOUNDS IN
   3862 27.72%:  SENTENCE ONLY SOUNDS D
   3863 27.65%:  SENTENCE ONLY SOUNDS MO
   3864 27.64%:  SENTENCE ONLY SOUNDS N
   3865 27.63%:  SENTENCE ONLY SOUNDS I
   3866 27.62%:  SENTENCE ONLY SOUNDS AL
   3867 27.62%:  SENTENCE ONLY SOUNDS DI
   3868 27.62%:  SENTENCE ONLY SOUNDS O
   3869 27.58%:  SENTENCE ONLY SOUNDS L
   3870 27.56%:  SENTENCE ONLY SOUNDS AN
   3871 27.26%:  SENTENCE SAID SO
   3872 29.38%:  SENTENCE SAID SO MANY
   3873 27.24%:  SENTENCE WAS ONLY SOUND
   3874 27.20%:  SENTENCE WAS SO IN
   3875 27.16%:  SENTENCE WAS SAY
   3876 27.14%:  SENTENCE WAS ALL A
   3877 27.12%:  SENTENCE WAS ALSO MY
   3878 27.11%:  SENTENCE WOULD ALSO S
   3879 27.05%:  SENTENCE WAS LOUDLY S
   3880 27.05%:  SENTENCE WAS MUDD
   3881 27.01%:  SENTENCE WAS ALSO IN
   3882 27.01%:  SENTENCE WOULD INS
   3883 27.00%:  SENTENCE WAS SADLY UN
   3884 26.98%:  SENTENCE WAS LOUD AND
   3885 26.95%:  SENTENCE SOUNDS W
   3886 26.95%:  SENTENCE WAS AN IN
   3887 26.94%:  SENTENCE WAS AN I
   3888 26.94%:  SENTENCE WAS AN O
   3889 26.92%:  SENTENCE WOULD ALSO SO
   3890 26.91%:  SENTENCE WAS SO MUDD
   3891 26.91%:  SENTENCE WAS SOUN
   3892 26.90%:  SENTENCE WOULD ALSO DO
   3893 26.89%:  SENTENCE WOULD ALSO A
   3894 26.85%:  SENTENCE WOULD ALSO IN
   3895 26.84%:  SENTENCE WAS A NONS
   3896 26.84%:  SENTENCE WOULD ALSO M
   3897 26.84%:  SENTENCE WOULD ALSO LO
   3898 26.81%:  SENTENCE WAS ALSO AN I
   3899 26.81%:  SENTENCE WOULD ALSO D
   3900 26.81%:  SENTENCE WOULD ALSO O
   3901 26.80%:  SENTENCE WAS ONLY A S
   3902 26.80%:  SENTENCE WOULD AMA
   3903 26.80%:  SENTENCE WAS SOUND
   3904 26.79%:  SENTENCE SOUNDS D
   3905 26.76%:  SENTENCE WAS SO N
   3906 26.75%:  SENTENCE WOULDN
   3907 26.74%:  SENTENCE WAS UNN
   3908 26.74%:  SENTENCE WAS SOOO
   3909 26.73%:  SENTENCE WAS SO U
   3910 26.73%:  SENTENCE WAS SO I
   3911 26.71%:  SENTENCE ONLY SOUNDS AW A
   3912 26.70%:  SENTENCE WAS SO O
   3913 26.70%:  SENTENCE WAS SO DI
   3914 26.70%:  SENTENCE WAS SAID UM
   3915 26.69%:  SENTENCE WAS SO LO
   3916 27.36%:  SENTENCE WAS SO LOA
   3917 26.75%:  SENTENCE WAS SO LOUDLY
   3918 26.66%:  SENTENCE WAS UNLI
   3919 26.66%:  SENTENCE WAS SO AN
   3920 26.65%:  SENTENCE WAS SOO
   3921 26.64%:  SENTENCE WAS SADLY IN
   3922 26.64%:  SENTENCE WAS SOLY
   3923 26.63%:  SENTENCE WAS SO MO
   3924 26.63%:  SENTENCE WAS SO AD
   3925 26.59%:  SENTENCE WAS ALSO UN
   3926 26.56%:  SENTENCE WAS YU
   3927 26.55%:  SENTENCE WAS DAN
   3928 26.55%:  SENTENCE WOULD SAY SO
   3929 26.54%:  SENTENCE WAS ALSO AN A
   3930 26.53%:  SENTENCE ONLY SOUNDS AW M
   3931 26.52%:  SENTENCE WAS ALSO M
   3932 26.51%:  SENTENCE SOUNDS N
   3933 26.50%:  SENTENCE WAS INNO
   3934 26.50%:  SENTENCE WAS MY I
   3935 26.49%:  SENTENCE WAS ALSO L
   3936 26.49%:  SENTENCE WAS SADLY U
   3937 26.47%:  SENTENCE WOULD NO LON
   3938 26.47%:  SENTENCE WAS ALSO D
   3939 26.47%:  SENTENCE WAS MAN
   3940 28.17%:  SENTENCE WAS MANUALLY IN
   3941 27.61%:  SENTENCE WAS MANUALLY O
   3942 27.60%:  SENTENCE WAS MANUALLY S
   3943 27.59%:  SENTENCE WAS MANUALLY A
   3944 27.54%:  SENTENCE WAS MANUALLY D
   3945 27.50%:  SENTENCE WAS MANUALLY L
   3946 27.40%:  SENTENCE WAS MANUALLY I
   3947 27.37%:  SENTENCE WAS MANUALLY N
   3948 27.34%:  SENTENCE WAS MANUALLY DI
   3949 27.33%:  SENTENCE WAS MANUALLY LO
   3950 27.32%:  SENTENCE WAS MANUALLY SO
   3951 27.32%:  SENTENCE WAS MANUALLY AND
   3952 26.47%:  SENTENCE WAS A DU
   3953 26.44%:  SENTENCE WAS A LOUSY I
   3954 26.43%:  SENTENCE WOULD SAY MO
   3955 26.41%:  SENTENCE WAS ALSO O
   3956 26.40%:  SENTENCE WAS UNA
   3957 26.39%:  SENTENCE WAS ALSO N
   3958 26.39%:  SENTENCE WAS ALSO AL
   3959 26.39%:  SENTENCE WAS ALSO MA
   3960 26.39%:  SENTENCE WAS ALSO ON
   3961 26.37%:  SENTENCE WAS ALSO MO
   3962 26.36%:  SENTENCE ONLY SOUNDS AMA
   3963 26.36%:  SENTENCE WAS ALSO LI
   3964 26.35%:  SENTENCE WAS ALSO DI
   3965 26.35%:  SENTENCE ISN
   3966 26.34%:  SENTENCE WAS OLD
   3967 26.34%:  SENTENCE WAS ALSO AD
   3968 26.34%:  SENTENCE SOUNDS IN
   3969 26.33%:  SENTENCE WAS ALSO I
   3970 26.33%:  SENTENCE WAS LOAD
   3971 26.78%:  SENTENCE WAS LOADS MO
   3972 26.32%:  SENTENCE WAS MANUALLY LOAD
   3973 26.31%:  SENTENCE WAS ALSO Y
   3974 26.31%:  SENTENCE WAS ALSO LO
   3975 26.30%:  SENTENCE WAS ALSO 
   3976 26.28%:  SENTENCE WAS INSANLY
   3977 26.27%:  SENTENCE WOULD ONLY MAN
   3978 26.25%:  SENTENCE WAS A LOUSY M
   3979 26.22%:  SENTENCE WAS SAD AND
   3980 26.22%:  SENTENCE WOULD ONLY INS
   3981 26.20%:  SENTENCE SOUNDS O
   3982 26.18%:  SENTENCE SOUNDS M
   3983 26.15%:  SENTENCE WAS A LOUSY L
   3984 26.15%:  SENTENCE WAS ALSO A L
   3985 26.14%:  SENTENCE WAS ONLY ONLY A
   3986 26.14%:  SENTENCE WAS IN ALL
   3987 26.13%:  SENTENCE WAS AN AMA
   3988 26.13%:  SENTENCE SOUNDS AW A
   3989 26.12%:  SENTENCE IS SO
   3990 26.11%:  SENTENCE SOUNDS MO
   3991 26.10%:  SENTENCE SOUNDS L
   3992 26.09%:  SENTENCE SOUNDS AW M
   3993 26.08%:  SENTENCE WAS ALSO LOUD
   3994 26.08%:  SENTENCE WAS A YU
   3995 26.07%:  SENTENCE SOUNDS AW N
   3996 26.07%:  SENTENCE WAS ALSO A M
   3997 26.04%:  SENTENCE SOUNDS DI
   3998 26.04%:  SENTENCE SOUNDS AMA
   3999 26.03%:  SENTENCE WAS SAID NUM
   4000 26.03%:  SENTENCE SOUNDS I
   4001 26.02%:  SENTENCE WAS ADDI
   4002 26.01%:  SENTENCE SOUNDS MA
   4003 26.01%:  SENTENCE WAS UNS
   4004 26.00%:  SENTENCE WAS A LOUSY N
   4005 25.96%:  SENTENCE SOUNDS LO
   4006 25.96%:  SENTENCE SOUNDS AL
   4007 25.96%:  SENTENCE SOUNDS DO
   4008 25.96%:  SENTENCE WAS MY O
   4009 25.91%:  SENTENCE WAS IN A
   4010 25.90%:  SENTENCE ONLY SOUNDS WAY MO
   4011 25.90%:  SENTENCE WAS SIL
   4012 25.89%:  SENTENCE WAS UNO
   4013 25.88%:  SENTENCE WAS ONLY AN I
   4014 25.88%:  SENTENCE WAS IN NO
   4015 25.87%:  SENTENCE SAID WAYS
   4016 25.86%:  SENTENCE WAS SIN
   4017 25.85%:  SENTENCE WAS ONLY A M
   4018 25.85%:  SENTENCE SAID MO
   4019 25.84%:  SENTENCE WAS LOOO
   4020 25.82%:  SENTENCE WOULD ONLY SAY SO
   4021 25.79%:  SENTENCE WAS DY
   4022 25.79%:  SENTENCE WOULD SOON
   4023 25.77%:  SENTENCE WAS ALL O
   4024 25.76%:  SENTENCE WAS A UNI
   4025 25.76%:  SENTENCE WOULD SOO
   4026 25.76%:  SENTENCE WAS SAID ALL O
   4027 25.74%:  SENTENCE WAS SOL
   4028 25.73%:  SENTENCE WAS ALSO A N
   4029 25.72%:  SENTENCE IS NO
   4030 26.42%:  SENTENCE IS NOW A
   4031 26.41%:  SENTENCE IS NO L
   4032 25.72%:  SENTENCE WAS SIM
   4033 25.71%:  SENTENCE SAID WAY M
   4034 25.80%:  SENTENCE SAID WAY MANY
   4035 25.71%:  SENTENCE WAS ALSO A D
   4036 25.71%:  SENTENCE SAID SO MANY W
   4037 25.70%:  SENTENCE SAID WAY A
   4038 25.69%:  SENTENCE WAS INAD
   4039 25.69%:  SENTENCE WAS MY S
   4040 25.69%:  SENTENCE WAS AN U
   4041 25.68%:  SENTENCE WAS A LOUSY IN
   4042 25.67%:  SENTENCE WAS SADLY O
   4043 25.67%:  SENTENCE WAS A LOUSY D
   4044 25.66%:  SENTENCE WAS SO ILL
   4045 25.66%:  SENTENCE WAS ALSO A LO
   4046 25.66%:  SENTENCE WAS ALSO A MO
   4047 25.65%:  SENTENCE WAS SUM
   4048 25.65%:  SENTENCE WAS ALSO AMA
   4049 25.65%:  SENTENCE WAS SAL
   4050 25.65%:  SENTENCE WAS ALSO A DI
   4051 25.63%:  SENTENCE WAS SUN
   4052 25.63%:  SENTENCE WAS ALSO A DO
   4053 25.63%:  SENTENCE WAS ONLY SAID ON
   4054 25.63%:  SENTENCE WAS NO A
   4055 25.62%:  SENTENCE WAS ALL S
   4056 25.62%:  SENTENCE WAS MAY
   4057 25.61%:  SENTENCE WAS SID
   4058 25.59%:  SENTENCE WAS A LOUSY A
   4059 25.57%:  SENTENCE WAS A LOUSY LO
   4060 25.57%:  SENTENCE WAS IN S
   4061 25.56%:  SENTENCE WAS A LOUSY 
   4062 25.54%:  SENTENCE ONLY WAS
   4063 25.53%:  SENTENCE WAS A DUM
   4064 25.53%:  SENTENCE WAS MAIN
   4065 26.07%:  SENTENCE WAS MAINLY A
   4066 25.52%:  SENTENCE ONLY SOUNDS MILD
   4067 25.52%:  SENTENCE WAS IN MY
   4068 25.52%:  SENTENCE ONLY SOUNDS MILDLY A
   4069 25.52%:  SENTENCE WAS SADLY AND
   4070 25.51%:  SENTENCE WAS A LOUSY O
   4071 25.50%:  SENTENCE WAS INSU
   4072 25.49%:  SENTENCE WAS SADLY MO
   4073 25.48%:  SENTENCE WAS ALL IN
   4074 25.48%:  SENTENCE WAS AN INSAN
   4075 25.48%:  SENTENCE WAS IN M
   4076 25.48%:  SENTENCE WAS IND
   4077 25.48%:  SENTENCE WAS INA
   4078 25.47%:  SENTENCE WAS ALSO UND
   4079 25.47%:  SENTENCE WAS A LOUSY ID
   4080 25.47%:  SENTENCE WAS INAN
   4081 25.47%:  SENTENCE WAS ONLY MILDLY UN
   4082 25.47%:  SENTENCE WAS ODD
   4083 26.23%:  SENTENCE WAS ODDLY S
   4084 25.46%:  SENTENCE WAS A LOUSY AN
   4085 25.46%:  SENTENCE WAS A LOUSY DO
   4086 25.45%:  SENTENCE WAS A LOUSY NO
   4087 25.45%:  SENTENCE WAS A LOUSY MO
   4088 25.45%:  SENTENCE WAS A LOUSY AL
   4089 25.45%:  SENTENCE WAS A LOUSY DI
   4090 25.45%:  SENTENCE WAS A LOUSY AND
   4091 25.44%:  SENTENCE WAS A LOUSY AD
   4092 25.44%:  SENTENCE WAS A LOUSY MA
   4093 25.44%:  SENTENCE WAS ALL D
   4094 25.42%:  SENTENCE WAS SADLY D
   4095 25.42%:  SENTENCE WOULD NO DO
   4096 25.41%:  SENTENCE WAS MY D
   4097 25.41%:  SENTENCE WAS DAM
   4098 25.41%:  SENTENCE WAS ONLY A SM
   4099 25.40%:  SENTENCE WAS OM
   4100 25.40%:  SENTENCE WAS A MISUND
   4101 25.40%:  SENTENCE ONLY SOUNDS ALMO
   4102 25.39%:  SENTENCE WAS SADLY L
   4103 25.39%:  SENTENCE WAS SADLY I
   4104 25.39%:  SENTENCE WAS LOUS
   4105 25.39%:  SENTENCE WAS SO UND
   4106 25.38%:  SENTENCE WAS NOI
   4107 25.38%:  SENTENCE WAS UMA
   4108 25.37%:  SENTENCE WAS UMO
   4109 25.37%:  SENTENCE WAS UN
   4110 25.37%:  SENTENCE WAS ONLY A SL
   4111 25.37%:  SENTENCE WOULD ALSO SAY A
   4112 25.37%:  SENTENCE WOULD ILL
   4113 25.36%:  SENTENCE WAS SADLY N
   4114 25.36%:  SENTENCE WAS SO LOUD I
   4115 25.35%:  SENTENCE ONLY S
   4116 25.35%:  SENTENCE WAS LY
   4117 25.35%:  SENTENCE WAS SADLY M
   4118 25.35%:  SENTENCE WAS MAL
   4119 25.34%:  SENTENCE WAS ONLY ODD
   4120 25.34%:  SENTENCE WAS SADLY DI
   4121 25.32%:  SENTENCE WAS SO NON
   4122 25.32%:  SENTENCE WAS OMNIO
   4123 25.88%:  SENTENCE WAS OMNIOUS AND
   4124 25.31%:  SENTENCE WAS ADL
   4125 25.30%:  SENTENCE WAS MANUALLY SAY
   4126 25.30%:  SENTENCE WAS AN AD
   4127 25.30%:  SENTENCE WAS SADLY ON
   4128 25.29%:  SENTENCE WAS SADLY AL
   4129 25.29%:  SENTENCE WAS ALL YOU
   4130 25.28%:  SENTENCE WAS ALSO DUM
   4131 25.28%:  SENTENCE WOULD IND
   4132 25.27%:  SENTENCE WAS SADLY ALL
   4133 25.26%:  SENTENCE WAS DU
   4134 25.26%:  SENTENCE WAS LOU
   4135 25.25%:  SENTENCE WAS SAID AND Y
   4136 25.25%:  SENTENCE WAS SADLY LO
   4137 25.25%:  SENTENCE ONLY SOUNDS LY
   4138 25.25%:  SENTENCE WAS SADLY NO
   4139 25.25%:  SENTENCE DID A
   4140 25.24%:  SENTENCE WAS ONLY A 
   4141 25.24%:  SENTENCE WAS SADLY AN
   4142 25.23%:  SENTENCE WAS SADLY LI
   4143 25.23%:  SENTENCE WAS SADLY AD
   4144 25.22%:  SENTENCE WAS ONLY A DI
   4145 25.22%:  SENTENCE WAS ADMI
   4146 25.21%:  SENTENCE WAS ONLY AMA
   4147 25.21%:  SENTENCE WAS MY N
   4148 25.19%:  SENTENCE WAS ONLY A D
   4149 25.19%:  SENTENCE DID N
   4150 25.17%:  SENTENCE WAS ONLY ALI
   4151 25.16%:  SENTENCE WAS NI
   4152 25.16%:  SENTENCE IS AL
   4153 25.15%:  SENTENCE ONLY LO
   4154 25.15%:  SENTENCE WAS AN ALI
   4155 25.15%:  SENTENCE WAS LU
   4156 25.15%:  SENTENCE WAS ONLY A Y
   4157 25.14%:  SENTENCE WAS A DAM
   4158 25.14%:  SENTENCE WAS AN ADM
   4159 25.14%:  SENTENCE WAS ALSO IN MY
   4160 25.14%:  SENTENCE WAS ONLY A MO
   4161 25.13%:  SENTENCE WAS ONLY A SU
   4162 25.12%:  SENTENCE WAS ONLY A N
   4163 25.12%:  SENTENCE WAS AN AID
   4164 25.12%:  SENTENCE WAS ONLY A MIN
   4165 25.12%:  SENTENCE WAS ONLY A SO
   4166 25.12%:  SENTENCE WAS AN AMO
   4167 25.24%:  SENTENCE WAS AN AMOUND
   4168 25.12%:  SENTENCE DID SO
   4169 25.11%:  SENTENCE WAS ALL M
   4170 25.11%:  SENTENCE WAS MAD
   4171 25.10%:  SENTENCE WAS ONLY AID
   4172 25.09%:  SENTENCE WAS ALL U
   4173 25.09%:  SENTENCE WAS ONLY A LI
   4174 25.09%:  SENTENCE WAS ONLY A LO
   4175 25.09%:  SENTENCE WAS ALL Y
   4176 25.09%:  SENTENCE WAS ONLY AMO
   4177 25.09%:  SENTENCE WAS ONLY A SY
   4178 25.08%:  SENTENCE IS UN
   4179 25.08%:  SENTENCE WAS ONLY ASI
   4180 25.08%:  SENTENCE WAS ONLY A SA
   4181 25.08%:  SENTENCE WAS ONLY A MOD
   4182 25.08%:  SENTENCE WAS SADLY ONLY A
   4183 25.07%:  SENTENCE ONLY SOUNDS A L
   4184 25.07%:  SENTENCE DID NO
   4185 25.07%:  SENTENCE WAS YI
   4186 25.07%:  SENTENCE WAS SAID LOUDLY ON
   4187 25.06%:  SENTENCE DID S
   4188 25.06%:  SENTENCE WAS AN AN
   4189 25.06%:  SENTENCE DID YOU
   4190 25.06%:  SENTENCE WAS LAM
   4191 25.05%:  SENTENCE IS S
   4192 25.70%:  SENTENCE IS SADLY A
   4193 25.05%:  SENTENCE SAID AL
   4194 25.05%:  SENTENCE DID M
   4195 25.05%:  SENTENCE DID L
   4196 25.05%:  SENTENCE WAS OMNIOUSLY A
   4197 25.05%:  SENTENCE IS L
   4198 25.05%:  SENTENCE WAS AL SO
   4199 25.05%:  SENTENCE WAS AL MO
   4200 25.03%:  SENTENCE WAS LUD
   4201 25.03%:  SENTENCE WAS MY A
   4202 25.02%:  SENTENCE WAS MILD
   4203 25.02%:  SENTENCE WAS MID
   4204 25.01%:  SENTENCE WAS ALL MY
   4205 25.01%:  SENTENCE WAS DIAM
   4206 27.36%:  SENTENCE WAS DIAMONDLY
   4207 25.00%:  SENTENCE WAS AD L
   4208 25.00%:  SENTENCE WAS LOS
   4209 25.00%:  SENTENCE WAS A SAD
   4210 24.99%:  SENTENCE WAS LOUDLY AND
   4211 24.99%:  SENTENCE WAS LAY
   4212 24.98%:  SENTENCE WAS AN AL
   4213 24.98%:  SENTENCE WAS A MOOD
   4214 24.98%:  SENTENCE WAS MY U
   4215 24.98%:  SENTENCE WAS LOLO
   4216 25.37%:  SENTENCE WAS LOLOL
   4217 24.98%:  SENTENCE WAS SO ANNO
   4218 24.98%:  SENTENCE WAS ONLY MILDLY SAD
   4219 24.98%:  SENTENCE WOULD DO SO
   4220 24.97%:  SENTENCE IS AN
   4221 24.97%:  SENTENCE WAS OMNISL
   4222 24.97%:  SENTENCE IS 
   4223 24.96%:  SENTENCE WAS MAID
   4224 24.94%:  SENTENCE WAS LOUD IN
   4225 24.94%:  SENTENCE ONLY A
   4226 24.94%:  SENTENCE WAS LOL
   4227 24.94%:  SENTENCE ONLY M
   4228 24.94%:  SENTENCE WAS NO S
   4229 24.94%:  SENTENCE WAS ONLY LOOS
   4230 24.94%:  SENTENCE SOUNDS OLD
   4231 24.94%:  SENTENCE WAS ANO
   4232 24.94%:  SENTENCE WAS MIL
   4233 24.94%:  SENTENCE WAS SAD ON
   4234 24.94%:  SENTENCE WAS LOUDLY IN
   4235 24.94%:  SENTENCE WAS A DAMN L
   4236 24.94%:  SENTENCE WAS LOUD ON
   4237 24.93%:  SENTENCE WAS ANAL
   4238 24.93%:  SENTENCE WAS LAD
   4239 24.93%:  SENTENCE WAS MAND
   4240 24.93%:  SENTENCE WAS MAS
   4241 24.93%:  SENTENCE WAS MUL
   4242 24.93%:  SENTENCE WAS LIL
   4243 24.92%:  SENTENCE WAS NO M
   4244 24.92%:  SENTENCE WAS ANNO
   4245 24.92%:  SENTENCE WAS AN OLD M
   4246 24.92%:  SENTENCE WAS LAN
   4247 24.91%:  SENTENCE WAS ANIM
   4248 24.91%:  SENTENCE WAS MANY
   4249 24.91%:  SENTENCE WAS LON
   4250 24.91%:  SENTENCE WAS LIN
   4251 24.90%:  SENTENCE WAS AN AS
   4252 24.90%:  SENTENCE WAS DIN
   4253 24.90%:  SENTENCE WAS AN ALL
   4254 24.90%:  SENTENCE WAS AN ADD
   4255 24.89%:  SENTENCE WAS NUM
   4256 24.89%:  SENTENCE WAS ALSO MY L
   4257 24.89%:  SENTENCE WAS AN ID
   4258 24.89%:  SENTENCE WAS MY ON
   4259 24.88%:  SENTENCE WAS ADDS
   4260 24.88%:  SENTENCE WAS AN IM
   4261 24.88%:  SENTENCE SAY
   4262 25.72%:  SENTENCE SAYS W
   4263 24.88%:  SENTENCE WOULD DON
   4264 24.87%:  SENTENCE WAS NO DO
   4265 24.87%:  SENTENCE WAS UNDIS
   4266 24.87%:  SENTENCE WAS ALL N
   4267 24.87%:  SENTENCE WAS AN ON
   4268 24.86%:  SENTENCE WAS LOUD AS
