WHAT AM I GONNA DO WITH ALL THESE RAISED EXPECTATIONS
100.00%: 
25.31%:  THAT
3.79%:  WHAT AM I GONNA DO WITH THE L
3.93%:  WHAT AM I GONNA DO WITH THE LITER
3.79%:  I GOTTA READ ALL THOSE TEXTS AND I
3.79%:  I NEED TO GO TELL THAT
3.79%:  WHAT AM I GONNA DO WITH ALL THESE POST IT
3.79%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA ANCI
3.79%:  WHAT AM I GONNA DO WITH THIS EXTRA S
3.78%:  WHAT AM I GONNA DO WITH THIS TR
3.77%:  I NEED TO GO TRANSLATE IT IN
3.77%:  WHAT AM I GONNA DO WITH ALL THESE CERE
3.76%:  I NEED TO GO HOME AND WRITE ALL T
3.76%:  I NEED TO READ THEM ALL AGAIN WITH THAT
3.76%:  WHAT AM I GONNA DO WITH ALL THESE CREATIONS
3.76%:  I WANT TO READ IT SO
3.76%:  I GOTTA TRANSLATE AND EDIT E
3.76%:  WHAT AM I GONNA DO WITH ALL THESE CRIP
3.75%:  I NEED TO GO HOME AND TRANSLATE IT A
3.75%:  I WANT THE
4.66%:  I WANT THEM ALL
3.75%:  WHAT AM I GONNA DO WITH ALL THIS NO
3.75%:  WHAT AM I GONNA DO WITH ALL THIS NE
3.74%:  WHAT AM I GONNA DO WITH ALL THESE EXPER
3.74%:  WHAT AM I GONNA DO WITH ALL THIS ETERN
3.73%:  WHAT AM I GONNA DO WITH THESE TAL
3.73%:  I NEED TO TRANSLATE THEM INTO P
3.73%:  I NEED TO TRANSLATE SOME TEXT
3.73%:  I NEED TO TRANSLATE THOSE AND THE
3.72%:  I GOTTA TRANSLATE EACH ONE SO
4.88%:  I GOTTA TRANSLATE EACH ONE SO THE
3.71%:  I GOTTA READ ALL THESE TEXTS AND CO
3.71%:  WHAT AM I GONNA DO WITH ALL THESE SECRET PO
3.71%:  WHAT AM I GONNA DO WITH THIS SCR
3.71%:  WHAT AM I GONNA DO WITH ALL THESE TETRIS
3.70%:  WHAT AM I GONNA DO WITH ALL THESE TEXTS I NEED
3.70%:  WHAT AM I GONNA DO WITH ALL THESE SATI
3.69%:  WHAT AM I GONNA DO WH
3.69%:  I NEED TO GO HOME AND S
3.69%:  WHAT AM I GONNA DO WITH ALL THESE SCAR
3.69%:  I NEED TO GO HOME AND TRANSLATE THAT ASAP
3.68%:  WHAT AM I GONNA DO WITH ALL THESE NEAR
3.68%:  WHAT AM I GONNA DO WITH ALL THESE SECRET DO
3.68%:  WHAT AM I GONNA DO WITH THE TRAN
3.68%:  WHAT AM I GONNA DO WITH ALL THESE CONSPI
3.68%:  WHAT AM I GONNA DO WITH ALL THESE SCOR
3.67%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA AD
3.67%:  I GOT TO READ ALL
3.84%:  I GOT TO READ ALL THESE
3.84%:  I GOT TO READ ALL THAT
3.67%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA O
3.67%:  I WANT TO HEAR ALL
3.67%:  I GOTTA TRANSLATE THE WHOLE D
3.67%:  WHAT AM I GONNA DO WITH ALL THIS EXCE
3.66%:  I GOTTA TRANSLATE AND P
3.66%:  WHAT AM I GONNA DO WITH ALL THESE TENS
3.66%:  I NEED TO GO TRANSLATE THOSE TH
3.66%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPACE INS
3.66%:  I NEED MORE T
3.66%:  I GOTTA TRANSLATE EACH ONE TO ADD IN
3.65%:  I NEED TO GO HOME AND TRANSLATE S
3.65%:  I WANT TO READ COM
3.65%:  WHAT AM I GONNA DO WITH ALL THESE CREE
3.65%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA INCO
3.65%:  I GOT TO READ THE
3.64%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SP
5.21%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SPACE
3.64%:  I GOTTA CO
3.63%:  WHAT AM I GONNA DO WITH THIS SPE
3.63%:  WHAT AM I GONNA DO WITH ALL THESE SID
3.63%:  I GOTTA READ ALL THOSE NO
3.63%:  I GOTTA READ THEM ALL AND T
3.62%:  I GOTTA READ ALL THE TEXTS AND
3.62%:  WHAT AM I GONNA DO WITH ALL THESE DINO
3.62%:  WHAT AM I GONNA DO WITH THE 
3.62%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA SPE
3.60%:  WHAT AM I GONNA DO WITH IT
3.60%:  WHAT AM I GONNA DO WITH ALL THOSE SAC
3.60%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SC
3.60%:  I NEED TO TRANSLATE IT SO I CAN P
3.60%:  I NEED TO TRANSLATE THIS INTO 
3.60%:  WHAT AM I GONNA DO WITH ALL THIS SPARE TENT
3.59%:  WHAT AM I GONNA DO WITH ALL THESE RICE
3.59%:  WHAT AM I GONNA DO WITH ALL THE COR
3.59%:  WHAT AM I GONNA DO WITH ALL THESE TAST
3.58%:  WHAT AM I GONNA DO WITH TEN
3.58%:  I NEED TO TRANSLATE THAT ON
3.57%:  I NEED TO GO HOME AND TRANSLATE THE CH
3.57%:  WHAT AM I GONNA DO WITH THIS TOR
3.56%:  WHAT AM I GONNA DO WITH ALL THESE RID
3.56%:  I NEED TO GO TRANSLATE IT AND
3.56%:  WHAT AM I GONNA DO WITH ALL THE EXTRA SPACE IN T
3.55%:  I NEED TO TRANSLATE THE D
3.55%:  WHAT AM I GONNA DO WITH ALL THESE SPARE E
3.55%:  I GOTTA WR
8.95%:  I GOTTA WRITE ALL
9.53%:  I GOTTA WRITE ALL THESE NEW
7.15%:  I GOTTA WRITE ALL THEM
6.04%:  I GOTTA WRITE ALL NEW
5.93%:  I GOTTA WRITE MO
5.43%:  I GOTTA WRITE ALL THAT
10.90%:  I GOTTA WRITE ALL THAT DOWN AND
4.74%:  I GOTTA WRITE NEW
4.26%:  I GOTTA WRITE A
4.19%:  I GOTTA WRITE THE
5.00%:  I GOTTA WRITE THEM ALL AND
4.13%:  I GOTTA WRITE THEM ALL A
3.55%:  I GOTTA READ THEM ALL AND THIS
3.54%:  I WANT TO GO HO
18.21%:  I WANT TO GO HOME AND READ
25.76%:  I WANT TO GO HOME AND READ THE
12.05%:  I WANT TO GO HOME AND WR
15.89%:  I WANT TO GO HOME AND WRITE A
14.04%:  I WANT TO GO HOME AND WRITE THE
8.99%:  I WANT TO GO HOME AND CR
7.62%:  I WANT TO GO HOME AND WRITE THAT
6.09%:  I WANT TO GO HOME AND WRITE ALL
10.54%:  I WANT TO GO HOME AND WRITE ALL THESE
4.92%:  I WANT TO GO HOME AND RE
4.43%:  I WANT TO GO HOME AND WRITE IN
3.79%:  I WANT TO GO HOME AND S
3.56%:  I WANT TO GO HOME AND READ A
3.53%:  I GOTTA READ ALL THESE COM
3.53%:  I NEED TO GO HOME AND WRITE ALL THIS
3.53%:  WHAT AM I GONNA DO WITH ALL THESE NOTE C
9.73%:  WHAT AM I GONNA DO WITH ALL THESE NOTE CARDS I
3.53%:  I NEED TO TRANSLATE THE WHOLE T
3.52%:  WHAT AM I GONNA DO WITH ALL THESE SPR
3.52%:  WHAT AM I GONNA DO WITH ALL THESE DIR
3.52%:  I NEED TO WRITE THEM IN
3.51%:  I NEED TO TRANSLATE L
3.51%:  WHAT AM I GONNA DO WITH ALL THAT T
3.51%:  I NEED TO GO TRANSLATE THEM TO
3.50%:  WHAT AM I GONNA DO WITH ALL THESE PARE
3.50%:  I NEED TO GET THE
3.50%:  WHAT AM I GONNA DO WITH ALL THESE STATE
3.50%:  I NEED TO TRANSLATE IT TO EN
8.48%:  I NEED TO TRANSLATE IT TO ENGLISH A
3.50%:  WHAT AM I GONNA DO WITH ALL THESE TIT
3.50%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA PEN
3.50%:  I NEED TO GO TRANSLATE THEM WITH
3.49%:  I NEED TO TRANSLATE THIS INTO L
3.49%:  WHAT AM I GONNA DO WITH THIS CRAP
3.47%:  WHAT AM I GONNA DO WITH THOSE E
3.47%:  I GOTTA TRANSLATE THE H
3.47%:  WHAT AM I GONNA DO WITH ALL THESE DAT
3.46%:  WHAT AM I GONNA DO WITH THIS TEXT
3.46%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA EN
3.46%:  WHAT AM I GONNA DO WITH ALL THESE TIED
3.45%:  I NEED TO TRANSLATE THE HIST
3.45%:  I NEED TO TRANSLATE ONE THAT HAS A
3.45%:  I WANT TO READ THOSE TEXT
3.45%:  I NEED TO TRANSLATE SOMETHING WITH H
3.45%:  I GOTTA TRANSLATE EACH ONE AND TH
3.45%:  WHAT AM I GONNA DO WITH THIS NE
3.45%:  WHAT AM I GONNA DO WITH THAT LINE
3.45%:  WHAT AM I GONNA DO WITH ALL THIS SPARE CON
3.45%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA CON
3.44%:  I NEED TO TRANSLATE S
3.44%:  WHAT AM I GONNA DO WITH ALL THIS SER
3.43%:  WHAT AM I GONNA DO WITH ALL THESE COPIES IN
3.43%:  WHAT AM I GONNA DO WITH ALL THESE PIR
3.43%:  WHAT AM I GONNA DO WITH THESE SE
3.42%:  I NEED TO TRANSLATE IN MO
3.42%:  WHAT AM I GONNA DO WITH THESE ST
3.42%:  I WANT TO SE
3.42%:  WHAT AM I GONNA DO WITH ALL THE PEN
3.41%:  I NEED TO GO TRANSLATE THOSE IN
3.41%:  WHAT AM I GONNA DO WITH ALL THE EXCESS
3.40%:  WHAT AM I GONNA DO WITH ALL THE EXTRA E
3.40%:  I GOTTA READ ALL THESE AND
3.40%:  WHAT AM I GONNA DO WITH ALL THIS EXTR
3.40%:  I GOTTA TRANSLATE EACH ONE AND P
3.39%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA DICTION
3.39%:  I NEED TO MA
3.39%:  I NEED TO GO TELL THE OTHER
3.39%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA AT
3.38%:  I GOTTA READ THEM ALL AND I
3.38%:  I NEED TO TRANSLATE THAT AND S
3.38%:  I WANT TO HEAR THEM ALL
3.38%:  WHAT AM I GONNA DO WITH ALL THESE PASTR
3.38%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA NOTES I P
3.38%:  I GOTTA TELL THAT
3.38%:  WHAT AM I GONNA DO WITH THIS NOT
3.37%:  WHAT AM I GONNA DO WITH THESE EX
3.37%:  WHAT AM I GONNA DO WITH ALL THESE INCREASED T
3.37%:  WHAT AM I GONNA DO WITH ALL THESE TEXTS NO
3.37%:  WHAT AM I GONNA DO WITH ALL THESE RIP
3.36%:  WHAT AM I GONNA DO WITH ALL THESE TOASTER
3.36%:  WHAT AM I GONNA DO WITH ALL THESE EDITORS
3.35%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE IN D
3.35%:  WHAT AM I GONNA DO WITH ALL THOSE PIE
3.34%:  WHAT AM I GONNA DO WITH ALL THE EXTRA ST
3.34%:  WHAT AM I GONNA DO WITH THAT PRO
3.34%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA E
3.34%:  I NEED TO TRANSLATE THOSE TWE
3.34%:  I NEED TO GO TRANSLATE THESE
3.34%:  WHAT AM I GONNA DO WITH THIS EXTRA T
3.32%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA PO
3.32%:  WHAT AM I GONNA DO WITH ALL THIS CARPE
3.32%:  WHAT AM I GONNA DO WITH ALL THIS TR
3.32%:  WHAT AM I GONNA DO WITH THESE CON
3.32%:  I GOTTA READ THEM ALL AND IN
3.32%:  I GOTTA ADD THE
4.21%:  I GOTTA ADD THEM ALL
3.31%:  WHAT AM I GONNA DO WITH ALL THOSE TAT
3.31%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA I
7.67%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA IDEAS
3.31%:  WHAT AM I GONNA DO WITH ALL THESE SIT
3.31%:  WHAT AM I GONNA DO WITH ALL THESE SECRET E
3.30%:  WHAT AM I GONNA DO WITH ALL THESE EXCEED
3.30%:  WHAT AM I GONNA DO WITH THIS PLANET
3.30%:  I WANT TO HEAR THESE
3.30%:  WHAT AM I GONNA DO WITH THIS END
3.29%:  WHAT AM I GONNA DO WITH ALL THESE TAC
3.29%:  I WANT A
3.29%:  WHAT AM I GONNA DO WITH ALL THESE SCORE
3.29%:  I WANT TO HEAR A
3.27%:  I NEED TO TRANSLATE WITH
3.27%:  I WANT TO READ IT AND TH
3.27%:  I NEED TO TRANSLATE THE E
3.27%:  I NEED TO TRANSLATE IT INTO A
3.27%:  I WANT TO READ ALL THESE
3.27%:  I NEED TO GO HOME AND TRANSLATE A W
3.26%:  WHAT AM I GONNA DO WITH ALL THIS COP
4.65%:  WHAT AM I GONNA DO WITH ALL THIS COPIES
3.26%:  THAT IS
3.26%:  WHAT AM I GONNA DO WITH ALL THESE TREES ON
3.26%:  WHAT AM I GONNA DO WITH ALL THE COINS
3.26%:  I GOTTA READ ALL THAT SHIT A
3.25%:  WHAT AM I GONNA DO WITH ALL THIS SPARE E
3.25%:  WHAT AM I GONNA DO WITH ALL THESE RA
4.19%:  WHAT AM I GONNA DO WITH ALL THESE RAPES AND
3.25%:  WHAT AM I GONNA DO WITH ALL THAT EXTRA E
3.25%:  WHAT AM I GONNA DO WITH ALL THESE STAN
3.24%:  I NEED TO READ ALL T
22.82%:  I NEED TO READ ALL THOSE TEXT
11.62%:  I NEED TO READ ALL THOSE TEXTS A
20.37%:  I NEED TO READ ALL THOSE TEXTS AGAIN WITH
20.02%:  I NEED TO READ ALL THOSE TEXTS AGAIN TO
8.94%:  I NEED TO READ ALL THOSE TEXTS TO
7.65%:  I NEED TO READ ALL THOSE TEXTS AGAIN WITH MO
5.91%:  I NEED TO READ ALL THOSE TEXTS AGAIN TO P
4.58%:  I NEED TO READ ALL THOSE TEXTS WITH
4.31%:  I NEED TO READ ALL THOSE TEXTS AGAIN TO MA
3.24%:  WHAT AM I GONNA DO WITH ALL THESE RECE
3.24%:  WHAT AM I GONNA DO WITH ALL THESE SINC
5.37%:  WHAT AM I GONNA DO WITH ALL THESE SINCERE TEXT
4.31%:  WHAT AM I GONNA DO WITH ALL THESE SINCER
3.24%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA DISAP
3.24%:  I GOTTA TRANSLATE A NEW ONE
3.24%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA SET
3.24%:  I NEED TO TRANSLATE THE WHOLE THING SO
3.24%:  WHAT AM I GONNA DO WITH ALL THOSE SENT
3.23%:  WHAT AM I GONNA DO WITH THIS O
12.54%:  WHAT AM I GONNA DO WITH THIS OLD TEST
3.23%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA TEN
3.23%:  I NEED TO GO HOME AND TRANSLATE A H
3.23%:  WHAT AM I GONNA DO WITH ALL THESE CATS AND
3.23%:  WHAT AM I GONNA DO WITH ALL THESE CARD
3.22%:  I NEED TO GET ALL
5.38%:  I NEED TO GET ALL THE OTHER
3.22%:  I NEED TO TRANSLATE THE WHOLE S
3.22%:  I NEED TO GO HOME AND TELL THE ANCI
3.21%:  WHAT AM I GONNA DO WITH THIS SENT
3.21%:  WHAT AM I GONNA DO WITH ALL THESE REPE
11.86%:  WHAT AM I GONNA DO WITH ALL THESE REPEATED
4.08%:  WHAT AM I GONNA DO WITH ALL THESE REPETITION
3.21%:  WHAT AM I GONNA DO WITH ALL THESE TORNAD
3.21%:  WHAT AM I GONNA DO WITH ALL THE INCRE
3.21%:  WHAT AM I GONNA DO WITH THIS PO
3.20%:  WHAT AM I GONNA DO WITH ALL THESE SECRET AN
3.20%:  WHAT AM I GONNA DO WITH ALL THOSE EN
3.20%:  WHAT AM I GONNA DO WITH ALL THESE SIX
3.20%:  I NEED TO GO HOME AND WRITE IN A
3.20%:  I NEED A
3.53%:  I NEED A NEW
3.20%:  WHAT AM I GONNA DO WITH ALL THESE TOP SECRET E
3.20%:  WHAT AM I GONNA DO WITH ALL THESE SPEC
3.20%:  I NEED TO TRANSLATE EACH ONE WITH A
3.20%:  WHAT AM I GONNA DO WITH ALL THESE DECRE
3.20%:  I GOTTA READ ALL THESE TEXTS AND MA
3.19%:  WHAT AM I GONNA DO WITH ALL THESE TREES I CAN
3.19%:  I GOTTA ADD ALL SORT
3.19%:  WHAT AM I GONNA DO WITH ALL THOSE CR
3.18%:  WHAT AM I GONNA DO WITH ALL THIS O
3.18%:  WHAT AM I GONNA DO WITH ALL THESE TOP SECRET DE
3.18%:  WHAT AM I GONNA DO WITH TH
3.55%:  WHAT AM I GONNA DO WITH THREE D
3.18%:  WHAT AM I GONNA DO WITH ALL THESE DEIT
3.18%:  WHAT AM I GONNA DO WITH ALL THESE SPARE EX
3.18%:  WHAT AM I GONNA DO WITH ALL THESE EXTEN
3.17%:  I GOTTA READ ALL THE S
3.17%:  I NEED TO TRANSLATE THE L
3.17%:  I NEED TO TRANSLATE THAT SOMEONE
3.17%:  I NEED TO GO HOME AND TRANSLATE THE HIST
3.17%:  WHAT AM I GONNA DO WITH THIS EXTRA P
3.16%:  WHAT AM I GONNA DO WITH ALL THOSE TRA
3.16%:  WHAT AM I GONNA DO WITH THESE N
3.16%:  WHAT AM I GONNA DO WITH THIS NOTE
3.16%:  I NEED TO GO TRANSLATE ST
3.16%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE NE
3.16%:  I WANT TO GET
3.16%:  WHAT AM I GONNA DO WITH ALL THE SPARE S
3.16%:  WHAT AM I GONNA DO WITH THOSE SE
3.16%:  WHAT AM I GONNA DO WITH ALL THESE ID
3.15%:  WHAT AM I GONNA DO WITH ALL THOSE PRES
3.15%:  I NEED TO GO TRANSLATE THEM AND P
3.15%:  WHAT AM I GONNA DO WITH SO
3.15%:  WHAT AM I GONNA DO WITH ALL THESE TEE
3.14%:  WHAT AM I GONNA DO WITH ALL THESE INCO
3.14%:  WHAT AM I GONNA DO WITH ALL THESE TONES
3.14%:  WHAT AM I GONNA DO WITH THIS SO
3.13%:  I WANT SO
3.13%:  I NEED TO TRANSLATE IT AND IT
3.13%:  I NEED TO WRITE THEM ALL DOWN A
3.13%:  WHAT AM I GONNA DO WITH ALL THESE TRAINS
3.12%:  I NEED TO TRANSLATE IT AND I
3.12%:  WHAT AM I GONNA DO WITH ALL THESE CARDS I
3.12%:  WHAT AM I GONNA DO WITH ALL THESE EXPAN
3.12%:  I NEED TO GO HOME AND TRANSLATE A L
3.12%:  I GOTTA READ ALL THOSE COM
3.12%:  I GOTTA EDIT
3.12%:  WHAT AM I GONNA DO WITH ALL THESE AS
3.11%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA POINT
3.11%:  WHAT AM I GONNA DO WITH THAT TRAN
3.11%:  WHAT AM I GONNA DO WITH THIS CAR
3.52%:  WHAT AM I GONNA DO WITH THIS CARPE
3.11%:  I NEED TO TRANSLATE A COMP
5.42%:  I NEED TO TRANSLATE A COMPLET
3.11%:  I NEED TO TRANSLATE IT INTO 
3.10%:  WHAT AM I GONNA DO WITH THESE SAND
3.10%:  I GOTTA TRANSLATE THEM SO
3.10%:  I NEED TO GO TRANSLATE TH
3.10%:  WHAT AM I GONNA DO WITH ALL THOSE PRESIDENT
3.10%:  I GOTTA READ THAT AND
3.09%:  WHAT AM I GONNA DO WITH ALL THE EXTRA COINS
3.09%:  WHAT AM I GONNA DO WITH ALL THESE NOSE
3.09%:  I WANT TO WRITE MO
3.09%:  I NEED TO TRANSLATE COMP
4.43%:  I NEED TO TRANSLATE COMPLETE W
3.36%:  I NEED TO TRANSLATE COMPLET
3.09%:  I NEED TO GO AND
3.09%:  I GOTTA READ ALL THOSE A
3.09%:  WHAT AM I GONNA DO WITH ALL THESE SAD EX
3.08%:  I WANT TO GO HOME AND P
3.08%:  I GOTTA WRITE THEM ALL O
3.08%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SECOND
3.07%:  WHAT AM I GONNA DO WITH THIS COP
3.07%:  I NEED TO TRANSLATE A L
3.07%:  I NEED TO TRANSLATE THE M
3.07%:  I WANT TO HEAR MO
3.07%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA EDIT
3.07%:  WHAT AM I GONNA DO WITH THIS CLE
3.06%:  I WANT TO WRITE THEM ALL AND
3.06%:  I NEED TO GO HOME AND TELL E
3.06%:  I GOTTA TRANSLATE EACH ONE TO IN
3.05%:  WHAT AM I GONNA DO WITH ALL THIS SPACE ON E
3.05%:  I GOTTA READ IT AND
3.05%:  WHAT AM I GONNA DO WITH ALL THIS SPARE EX
3.05%:  NO ONE
11.69%:  NO ONE WILL READ IT
6.13%:  NO ONE WILL READ THEM
3.36%:  NO ONE WAN
35.87%:  NO ONE WANTS TO READ IT
21.39%:  NO ONE WANTS TO READ ME
10.27%:  NO ONE WANTS TO HE
9.86%:  NO ONE WANTS TO HEAR ME
8.26%:  NO ONE WANTS TO READ THEM
7.62%:  NO ONE WANTS TO HEAR THAT
7.29%:  NO ONE WANTS TO HEAR WH
5.67%:  NO ONE WANTS TO READ THAT
5.49%:  NO ONE WANTS TO HEAR THE
3.93%:  NO ONE WANTS TO HEAR ME T
10.18%:  NO ONE WANTS TO HEAR ME TELL
5.56%:  NO ONE WANTS TO HEAR ME TELL THE
3.75%:  NO ONE WANTS TO READ THE S
3.70%:  NO ONE WANTS TO HEAR WHAT I S
3.39%:  NO ONE WANTS TO H
3.34%:  NO ONE WILL READ ME
3.32%:  NO ONE WILL W
86.78%:  NO ONE WILL WANT TO READ IT
39.99%:  NO ONE WILL WANT TO READ THEM
26.87%:  NO ONE WILL WANT TO READ ME
15.26%:  NO ONE WILL WANT TO READ THAT
10.14%:  NO ONE WILL WANT TO READ THE S
7.55%:  NO ONE WILL WANT TO HE
9.88%:  NO ONE WILL WANT TO HEAR ME
8.98%:  NO ONE WILL WANT TO HEAR A
7.24%:  NO ONE WILL WANT TO READ THIS
6.23%:  NO ONE WILL WANT TO HEAR THE
5.61%:  NO ONE WILL WANT TO READ A
5.39%:  NO ONE WILL WANT TO T
4.29%:  NO ONE WILL WANT TO READ THESE
4.09%:  NO ONE WILL WANT TO READ THE H
3.97%:  NO ONE WILL WANT TO READ IT E
3.49%:  NO ONE WILL WANT TO READ THEM E
3.40%:  NO ONE WILL WANT TO HEAR ME T
3.29%:  NO ONE WILL E
3.28%:  NO ONE WILL WANT TO READ THE T
3.27%:  NO ONE WILL WANT TO READ IT A
3.16%:  NO ONE WANTS TO T
3.07%:  NO ONE WANTS TO READ A
3.06%:  NO ONE WANTS TO HEAR WHAT I G
3.05%:  I NEED TO TRANSLATE THEM AS
3.05%:  WHAT AM I GONNA DO WITH ALL THESE ETERN
3.05%:  WHAT AM I GONNA DO WITH ALL THIS RED
3.04%:  WHAT AM I GONNA DO WITH ALL THESE RIC
3.04%:  I NEED TO TRANSLATE THAT SO I
3.12%:  I NEED TO TRANSLATE THAT SO I CAN P
3.03%:  WHAT AM I GONNA DO WITH ALL THESE ANCEST
3.03%:  WHAT AM I GONNA DO WITH ALL THESE ROAD
3.03%:  WHAT AM I GONNA DO WITH ALL THIS INCREASED P
3.03%:  I NEED TO GO HOME AND TRANSLATE THE P
3.03%:  WHAT AM I GONNA DO WHEN THE
3.03%:  WHAT AM I GONNA DO WITH ALL THESE IDI
3.03%:  I NEED TO WRITE THEM ALL IN
3.02%:  I GOTTA READ TWO
3.02%:  NO ONE WILL WANT TO READ THE ACT
3.02%:  I WANT TO READ MO
3.02%:  WHAT AM I GONNA DO WITH ALL THE A
3.02%:  I GOTTA READ THE T
3.01%:  WHAT AM I GONNA DO WITH ALL THOSE EXTRA C
3.01%:  WHAT AM I GONNA DO WITH ALL THESE SACR
3.01%:  I NEED TO TRANSLATE THAT PLEASE
3.01%:  WHAT AM I GONNA DO WITH ALL THESE EXTRA TE
3.00%:  WHAT AM I GONNA DO WITH ALL THESE ANTS I
3.00%:  WHAT AM I GONNA DO WITH ALL THESE PRECISE AND
2.99%:  WHAT AM I GONNA DO WITH THOSE SIX
2.99%:  I NEED TO GO HOME AND TRANSLATE LI
2.99%:  I WANT TO READ IT ALL
2.99%:  I GOTTA EDIT ALL
2.99%:  WHAT AM I GONNA DO A
2.99%:  NO ONE WILL WANT TO READ T
2.99%:  WHAT AM I GONNA DO WITH ALL THAT TRANSC
2.98%:  I NEED TO TRANSLATE THE WHOLE H
3.11%:  I NEED TO TRANSLATE THE WHOLE HIST
2.98%:  WHAT AM I GONNA DO WITH ALL THESE CREATED
2.98%:  I GOTTA READ THEM AND
2.97%:  WHAT AM I GONNA DO WITH ALL THIS TE
2.97%:  WHAT AM I GONNA DO WITH THIS PR
2.97%:  I WANT TO WRITE ONE THAT DO
3.59%:  I WANT TO WRITE ONE THAT DOESN
2.97%:  I NEED TO WRITE ALL THAT
2.97%:  WHAT AM I GONNA DO WITH ALL THESE PANTS I
2.96%:  WHAT AM I GONNA DO WITH THE TEN
2.96%:  I NEED TO GO TRANSLATE EACH ONE A
2.96%:  I NEED TO GO READ
3.70%:  I NEED TO GO READ THE
2.96%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA NOTICE
2.96%:  WHAT AM I GONNA DO WITH ALL THESE IDEAS I CO
2.96%:  I NEED TO READ ALL THOSE TH
9.08%:  I NEED TO READ ALL THOSE THINGS A
3.36%:  I NEED TO READ ALL THOSE THINGS TO
2.95%:  WHAT AM I GONNA DO WITH ALL THESE PREST
2.95%:  I GOTTA TRANSLATE COM
2.95%:  WHAT AM I GONNA DO WITH ALL THESE TENSE
2.95%:  I WANT TO HEAR THAT ONE
2.94%:  WHAT AM I GONNA DO WITH THIS ENTIRE S
2.94%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA SPACE I NO
2.94%:  NO ONE WILL WANT TO READ ME E
2.94%:  I WANT TO HEAR ALL THESE
2.94%:  I NEED TO TRANSLATE IN THE
2.93%:  I NEED TO GO TRANSLATE THAT SH
2.93%:  WHAT AM I GONNA DO WITH THESE TALENT
2.93%:  WHAT AM I GONNA DO WITH ALL THIS EXTRA CAND
2.92%:  WHAT AM I GONNA DO WITH THAT ST
2.92%:  I NEED TO TRANSLATE EACH TEXT A
3.25%:  I NEED TO TRANSLATE EACH TEXT AGAIN SO
2.92%:  WHAT AM I GONNA DO WITH ALL THESE SCRIPT DO
2.92%:  I NEED TO TRANSLATE THAT SOMEHOW AND I
2.92%:  I GOTTA ADD MO
2.91%:  WHAT AM I GONNA DO WITH THAT REALL
2.91%:  WHAT AM I GONNA DO WITH THESE REALL
2.91%:  WHAT AM I GONNA DO WITH THOSE TAL
4.42%:  WHAT AM I GONNA DO WITH THOSE TALENT
2.91%:  I NEED TO TRANSLATE WH
2.90%:  I GOTTA READ ALL THEM A
2.90%:  I RE
2.90%:  WHAT AM I GONNA DO WITH ALL THESE ICON
2.90%:  WHAT AM I GONNA DO WITH THIS SCRAP
2.90%:  WHAT AM I GONNA DO WITH ALL THOSE TRIP
2.89%:  I NEED TO TRANSLATE A WHOLE NEW H
2.89%:  WHAT AM I GONNA DO WITH THESE IN
3.61%:  WHAT AM I GONNA DO WITH THESE INCRE
3.42%:  WHAT AM I GONNA DO WITH THESE INTER
3.51%:  WHAT AM I GONNA DO WITH THESE INTEREST
2.89%:  WHAT AM I GONNA DO WITH ALL THESE DET
2.89%:  WHAT AM I GONNA DO WITH ALL THESE TONE
2.89%:  I GOTTA READ TH
2.89%:  I NEED TO GO HOME AND ST
2.89%:  WHAT AM I GONNA DO WITH THE SE
2.89%:  WHAT AM I GONNA DO WITH THOSE IN
4.46%:  WHAT AM I GONNA DO WITH THOSE INCRE
2.99%:  WHAT AM I GONNA DO WITH THOSE INTER
2.88%:  I NEED TO READ IT ALL AGAIN WITH MO
2.88%:  WHEN
5.69%:  WHEN I READ
2.88%:  I GOTTA TRANSLATE THEM AND I
2.88%:  I GET TO HE
