means that not all dreams can come true!)
      0 100.00%: 
      1 185.90%:  rules
  21690 0.00%:  needs rule
  21691 0.00%:  can tell us to eat and
  21692 0.00%:  has come to mean a set
  21693 0.00%:  here em
  21694 0.00%:  means more to me than a real adult
  21695 0.00%:  has dealt me at least one com
  21696 0.00%:  can lead to some real sh
  21697 0.00%:  means a lot to me and she mean
  21698 0.00%:  soon tells
  21699 0.00%:  nerds are the n
  21700 0.00%:  has ruled me a loser) once
  21701 0.00%:  tells me) no more death
  21702 0.00%:  means cent
  21703 0.00%:  means more to me that a cute
  21704 0.00%:  alone the
  21705 0.00%:  means more to me and all true
  21706 0.00%:  tells me not to name her
  21707 0.00%:  meets sl
  21708 0.00%:  as hum
  21709 0.00%:  nerds are too mean
  21710 0.00%:  means a lot to us here at la
  21711 0.00%:  has led me to some le
  21712 0.00%:  used to call me a man!)
  21713 0.00%: em
  21714 0.00%:  has made me all outta
  21715 0.00%:  means so much to an an
  21716 0.00%:  also told me that a cent
  21717 0.00%:  more that
  21718 0.00%:  canon means
  21719 0.00%:  that roots
  21720 0.00%:  needs mean
  21721 0.00%:  told me that a lot)
  21722 0.00%:  less ner
  21723 0.00%:  has led me to more turns
  21724 0.00%:  has led me to some meat
  21725 0.00%:  man means
  21726 0.00%:  can tell me that our
  21727 0.00%:  used to call me) the most
  21728 0.00%:  dealt some
  21729 0.00%:  catch!)
  21730 0.00%:  means a lot to us here at cent
  21731 0.00%:  tells us that can do
  21732 0.00%:  share an
  21733 0.00%:  theme runs
  21734 0.00%:  means a lot to smart men
  21735 0.00%:  tells us that no art
  21736 0.00%:  came to me so hard!)
  21737 0.00%:  used to call me a son
  21738 0.00%:  tells us to) eat and
  21739 0.00%:  means a lot to a sad
  21740 0.00%:  nerds can learn so much at
  21741 0.00%:  that leads to an am
  21742 0.00%:  made lemon
  21743 0.00%:  can do more than ner
  21744 0.00%:  has at least made me more cl
  21745 0.00%:  sure has made me a real tool
  21746 0.00%:  does not care that)
  21747 0.00%:  means a lot to me and salt
  21748 0.00%:  has made me a loser at met
  21749 0.00%:  leads me to a short
  21750 0.00%:  tells us there are no act
  21751 0.00%:  so on
  21752 0.00%:  acts as a real hard
  21753 0.00%:  and truth are on one
  21754 0.00%:  has made me all re
  21755 0.00%:  a hell
  21756 0.00%:  seems one
  21757 0.00%:  can at least teach one man some
  21758 0.00%:  to match
  21759 0.00%:  cuts one
  21760 0.00%:  tells me not to date her)
  21761 0.00%:  tests don
  21762 0.00%:  has made me a lot more true
  21763 0.00%:  has at least one rare and
  21764 0.00%:  tells us that a car cr
  21765 0.00%:  means a lot to the true dream
  21766 0.00%:  and truth are at a loss
  21767 0.00%:  has at least made me learn to turn
  21768 0.00%:  tells me that) mon
  21769 0.00%:  short me
  21770 0.00%:  tells us) there are no non
  21771 0.00%:  tells me) that dreams can not
  21772 0.00%:  sure has made me a real non
  21773 0.00%:  cars don
  21774 0.00%:  comes to us all at an end
  21775 0.00%:  star dreams
  21776 0.00%:  has led me to near total
  21777 0.00%:  means more to me than later!)
  21778 0.00%:  teams seem
  21779 0.00%:  can clue
  21780 0.00%:  and math are not all one
  21781 0.00%:  came to me on three
  21782 0.00%:  can tell me more than a man
  21783 0.00%:  has made me learn not once
  21784 0.00%:  has made me act alone most
  21785 0.00%:  can lead to such s
  21786 0.00%:  has come to me and let
  21787 0.00%:  means more to us than teen
  21788 0.00%:  tells us that once and a
  21789 0.00%:  means a lot to me as a race
  21790 0.00%:  and care
  21791 0.00%:  these rules
  21792 0.00%:  no human
  21793 0.00%:  has lead me to true en
  21794 0.00%:  has told me to cut
  21795 0.00%:  has not made me late to
  21796 0.00%:  has led me to clean
  21797 0.00%:  comes comes
  21798 0.00%:  and truth are as one to
  21799 0.00%:  and truth are as one to me)
  21800 0.00%:  and art are not the same so
  21801 0.00%:  tells us no more can eat
  21802 0.00%:  tells us no more can eat than
  21803 0.00%:  names are so hard to tell
  21804 0.00%:  has made a lot on me!)
  21805 0.00%:  means a lot to the den
  21806 0.00%:  names canon
  21807 0.00%:  means alot to me and can
  21808 0.00%:  notes 
  21809 0.00%:  also led me to tear
  21810 0.00%:  has sent me on a cr
  21811 0.00%:  nerds are not at
  21812 0.00%:  that rule
  21813 0.00%:  a moral
  21814 0.00%:  trees can
  21815 0.00%:  and math are not am
  21816 0.00%:  means to me all that does mean art!)
  21817 0.00%:  can does
  21818 0.00%:  has made me to see all
  21819 0.00%:  has made me) a mean
  21820 0.00%:  has made me eat a ton
  21821 0.00%:  hates a loser and
  21822 0.00%:  has made me lose at le
  21823 0.00%:  turns me on to ch
  21824 0.00%:  and tell
  21825 0.00%:  sure has made a real men
  21826 0.00%:  has made me all set
  21827 0.00%:  class held
  21828 0.00%:  tells me that dreams are not on!)
  21829 0.00%:  means a lot to me and hear
  21830 0.00%:  and math are no less
  21831 0.00%:  told them
  21832 0.00%:  tells us that one man can)
  21833 0.00%:  that rose
  21834 0.00%:  one hour
  21835 0.00%:  has made me alone so!)
  21836 0.00%:  means more to us than a dream can)
  21837 0.00%:  has led me to some real un
  21838 0.00%:  and me are a real match
  21839 0.00%:  and art are the sole means
  21840 0.00%:  means a lot to us here at learn
  21841 0.00%:  can at least rest at
  21842 0.00%:  needs st
  21843 0.00%:  alone has made me at
  21844 0.00%:  alone has made me at least 
  21845 0.00%:  alone has made me at once
  21846 0.00%:  has mole
  21847 0.00%:  also made me a real
  21848 0.00%:  nerd alert!) he
  21849 0.00%:  has at least one more tr
  21850 0.00%: ) lead
  21851 0.00%:  means a lot to me and the sun
  21852 0.00%:  tells us) no one can eat
  21853 0.00%:  leads me to the real!)
  21854 0.00%:  has at least made me alone on
  21855 0.00%:  has led us on a real
  21856 0.00%:  hates me more)
  21857 0.00%:  tells us that not a one!)
  21858 0.00%:  means more to me than ads tell
  21859 0.00%:  has also made me ne
  21860 0.00%:  has made me as an
  21861 0.00%: ) hates all dreams
  21862 0.00%:  can tell me that can
  21863 0.00%:  nerds are the most el
  21864 0.00%:  has ruled on me one last
  21865 0.00%:  tells me that no means not
  21866 0.00%:  has led me on a real tear!)
  21867 0.00%:  tells us there are a non
  21868 0.00%:  made me a more en
  21869 0.00%:  and math are more a
  21870 0.00%:  has at least made me more an
  21871 0.00%:  has made me alot sm
  21872 0.00%:  means more to me than an us
  21873 0.00%:  has also made me lean)
  21874 0.00%:  told me to eat an
  21875 0.00%:  has let me done some!)
  21876 0.00%:  must stare
  21877 0.00%:  does not tell us that man can
  21878 0.00%:  use a
  21879 0.00%:  tells us that one 
  21880 0.00%:  tells me that a can
  21881 0.00%:  nerds are the most con
  21882 0.00%:  then not
  21883 0.00%:  has at least made me unt
  21884 0.00%:  and the arts are on an
  21885 0.00%:  and teeth
  21886 0.00%:  can teach us all to dream more!)
  21887 0.00%:  has made me more le
  21888 0.00%:  tells me that a man needs an
  21889 0.00%:  and cr
  21890 0.00%:  means more to me than clean cars)
  21891 0.00%:  tells us not to te
  21892 0.00%:  tells us not to hate and
  21893 0.00%:  sure has made me an at
  21894 0.00%:  means a lot to us here at land
  21895 0.00%:  has led me more to
  21896 0.00%:  had at
  21897 0.00%:  and rh
  21898 0.00%:  comes to us hard at
  21899 0.00%:  a cool
  21900 0.00%:  means more to me than duct
  21901 0.00%:  has led me to at least one act
  21902 0.00%:  comes to us all and there
  21903 0.00%:  alone has made me real smart)
  21904 0.00%:  at least lets me do a
  21905 0.00%:  has at least one old
  21906 0.00%:  so he
  21907 0.00%:  means more to me than calls)
  21908 0.00%:  near end
  21909 0.00%:  are no
  21910 0.00%:  means a lot to the al
  21911 0.00%:  means a lot to u
  21912 0.00%:  men has
  21913 0.00%:  has led me to rule
  21914 0.00%:  and crush
  21915 0.00%:  men use
  21916 0.00%:  means to me the con
  21917 0.00%:  alone rem
  21918 0.00%:  has lead me to true real
  21919 0.00%:  has codes
  21920 0.00%:  nerds are not at all the
  21921 0.00%:  and truth are not at all one!)
  21922 0.00%:  thus also
  21923 0.00%:  real means
  21924 0.00%:  tells me) the road
  21925 0.00%:  means more to me than a real cat!)
  21926 0.00%:  means so much to me and 
  21927 0.00%: ) has let me done
  21928 0.00%:  meets need
  21929 0.00%:  cares as
  21930 0.00%:  sure cold
  21931 0.00%:  tells us not to eat here)
  21932 0.00%:  to death
  21933 0.00%:  nerds can eat me)
  21934 0.00%:  means so much to a mere
  21935 0.00%:  also made me a teen
  21936 0.00%:  has made me more non
  21937 0.00%:  can lead us to learn that
  21938 0.00%:  acts as a cruel and heart
  21939 0.00%:  at least has a moral
  21940 0.00%:  has also made me eat non
  21941 0.00%:  hands also
  21942 0.00%:  and lean
  21943 0.00%:  has made me use all
  21944 0.00%:  has made me learn to run
  21945 0.00%:  means a lot to me as a term
  21946 0.00%:  so str
  21947 0.00%:  so last
  21948 0.00%:  made me a real man
  21949 0.00%:  has mour
  21950 0.00%:  also led me to ren
  21951 0.00%:  the 
  21952 0.00%:  means more to thee
  21953 0.00%:  march sl
  21954 0.00%:  has made us all can
  21955 0.00%:  has some real darn
  21956 0.00%:  can at least teach one man to
  21957 0.00%:  has rum
  21958 0.00%:  sons and
  21959 0.00%:  has sure made me learn not
  21960 0.00%:  means more to me than red sun
  21961 0.00%:  to mean
  21962 0.00%:  so trend
  21963 0.00%:  has also made me not eat meat
  21964 0.00%:  has cost me one tr
  21965 0.00%:  at least lets me end our
  21966 0.00%:  not om
  21967 0.00%:  made a man outta me once
  21968 0.00%:  has come to mean a real deal
  21969 0.00%:  means a lot to me and rules the
  21970 0.00%:  react)
  21971 0.00%:  hates to lose an
  21972 0.00%:  has at least one more name!)
  21973 0.00%:  cards also
  21974 0.00%:  has made me) alone once
  21975 0.00%:  no)
  21976 0.00%:  round me
  21977 0.00%:  means a lot to us meat
  21978 0.00%:  nerds can eat!)
  21979 0.00%:  has made me a lot more su
  21980 0.00%:  has made me an uncle to a lot
  21981 0.00%:  made ste
  21982 0.00%:  means more to us than eat and
  21983 0.00%:  cant eat
  21984 0.00%: man here
  21985 0.00%:  means a lot to me and er
  21986 0.00%:  has cost me a lot man!)
  21987 0.00%:  does seem to rule at
  21988 0.00%:  has tre
  21989 0.00%:  and cut
  21990 0.00%:  has made me a loser at re
  21991 0.00%:  meets re
  21992 0.00%:  tells me that a cur
  21993 0.00%:  hates me and me
  21994 0.00%:  hates me and me alone!)
  21995 0.00%:  rule art
  21996 0.00%:  has made me a man outta
  21997 0.00%:  means alot to me cause
  21998 0.00%:  tells us that) one need
  21999 0.00%:  has made me a) lot
  22000 0.00%:  has made me a) lot more
  22001 0.00%:  can tell me not to stare
  22002 0.00%: ) hum
  22003 0.00%:  so dates
  22004 0.00%:  has made me eat non
  22005 0.00%:  has made me a man all
  22006 0.00%:  also one
  22007 0.00%:  named there
  22008 0.00%:  dream theme
  22009 0.00%:  not con
  22010 0.00%:  dates sure
  22011 0.00%:  tells me that one man doesn
  22012 0.00%:  sat on
  22013 0.00%:  has made me learn a lot more!)
  22014 0.00%:  means more to me than a cell and
  22015 0.00%:  does that to me r
  22016 0.00%:  not com
  22017 0.00%:  heads rule
  22018 0.00%:  that dr
  22019 0.00%:  means a lot to the mat
  22020 0.00%:  means a lot to me and are the last
  22021 0.00%:  cut the
  22022 0.00%:  can let me do other
  22023 0.00%:  means more to me that salt and
  22024 0.00%:  has at last made me a c
  22025 0.00%:  has made me one out
  22026 0.00%:  has cost me a date to a
  22027 0.00%:  turns me on to the d
  22028 0.00%:  also learn
  22029 0.00%:  means a lot to a me
  22030 0.00%:  means more to me than a state can
  22031 0.00%:  date a
  22032 0.00%:  also leads me to the a
  22033 0.00%:  has made me cruel to man
  22034 0.00%:  rule come
  22035 0.00%:  name real
  22036 0.00%:  uses heart
  22037 0.00%:  mood theme
  22038 0.00%:  or those
  22039 0.00%: hand!)
  22040 0.00%:  means a lot to me and set
  22041 0.00%:  tells me that dreams are not canon)
  22042 0.00%:  must to
  22043 0.00%:  ends human
  22044 0.00%:  has sent me on a clear
  22045 0.00%:  turns neat
  22046 0.00%:  tells me that can mean one
  22047 0.00%: ) heart
  22048 0.00%:  tells us that) mon
  22049 0.00%:  has at least one one mer
  22050 0.00%:  tells me that to con
  22051 0.00%:  alone there
  22052 0.00%:  uses a lot more math
  22053 0.00%:  rule hot
  22054 0.00%:  tells me a man needs at
  22055 0.00%:  can used
  22056 0.00%:  means all the same and more)
  22057 0.00%:  has led me to near tears!)
  22058 0.00%:  has also made me mon
  22059 0.00%:  has made me so neat
  22060 0.00%:  nerds are a touch
  22061 0.00%:  and truth are not same same
  22062 0.00%:  cases out
  22063 0.00%:  tells me that one can no
  22064 0.00%:  can lead to so much re
  22065 0.00%:  has made me so tall!)
  22066 0.00%:  names star
  22067 0.00%:  and smell
  22068 0.00%:  leads me to) the real
  22069 0.00%:  tells us that a dream at
  22070 0.00%:  has made me a loner so
  22071 0.00%:  and art are also the names
  22072 0.00%:  land rules
  22073 0.00%:  lets me do such a lot
  22074 0.00%:  has made me a real one)
  22075 0.00%:  turns me on more than steam
  22076 0.00%:  tells us that more and more can
  22077 0.00%:  has come to rule me at
  22078 0.00%:  has come to rule me at last)
  22079 0.00%:  means a lot to me and that can sure
  22080 0.00%:  has led me to 
  22081 0.00%:  means alot to her
  22082 0.00%:  not un
  22083 0.00%:  nerds are all the)
  22084 0.00%:  came to me so clean
  22085 0.00%:  and tooth
  22086 0.00%:  has no more use at
  22087 0.00%:  has no more use at all
  22088 0.00%:  has made me so tear
  22089 0.00%:  also earn
  22090 0.00%:  can do a real lot
  22091 0.00%:  tells us) that a dream
  22092 0.00%:  means a lot to me and clean
  22093 0.00%:  sure has made me a tro
  22094 0.00%:  has cost me a tr
  22095 0.00%:  tells me that no man dreams
  22096 0.00%:  also told me that a tree
  22097 0.00%:  has dealt me a)
  22098 0.00%:  tells us to) do
  22099 0.00%:  roads must
  22100 0.00%:  does that to me all 
  22101 0.00%:  means more to me than a tar
  22102 0.00%:  has done me one!)
  22103 0.00%:  hands once
  22104 0.00%:  hurt so
  22105 0.00%:  nerd alert) that
  22106 0.00%:  has made me a tense man
  22107 0.00%:  does not let a man reach
  22108 0.00%:  tells us that a man can)
  22109 0.00%:  does not tell me a
  22110 0.00%:  can lead us to areas
  22111 0.00%:  can lead us to areas that
  22112 0.00%:  rules the roast on
  22113 0.00%:  and art are at least the
  22114 0.00%:  out at
  22115 0.00%:  rule code
  22116 0.00%:  could seem
  22117 0.00%:  has at least made me cuter)
  22118 0.00%:  lets use
  22119 0.00%:  out later
  22120 0.00%:  has at last led me to one true
  22121 0.00%:  has dealt me a cruel one!)
  22122 0.00%:  has made me so le
  22123 0.00%:  means more to a man than ste
  22124 0.00%:  means all the same and not
  22125 0.00%:  and shoes
  22126 0.00%:  means more to me than a sad tr
  22127 0.00%:  shall most
  22128 0.00%:  used to call me sc
  22129 0.00%:  salad)
  22130 0.00%:  rules to me and me
  22131 0.00%:  rules to me and me alone)
  22132 0.00%:  means late
  22133 0.00%:  hate dream
  22134 0.00%:  most mean
  22135 0.00%:  means more to me than a used car)
  22136 0.00%:  has dealt me a los
  22137 0.00%:  has dealt me a loser once
  22138 0.00%:  hates me and one
  22139 0.00%:  means a lot to me and has en
  22140 0.00%:  has a lot more n
  22141 0.00%:  means a lot and also
  22142 0.00%:  tells us that a teen can
  22143 0.00%:  has led me to no tears
  22144 0.00%:  terms ah
  22145 0.00%:  nerds are all the same no
  22146 0.00%:  can mo
  22147 0.00%:  tells me not to act)
  22148 0.00%:  sure has made me learn lot
  22149 0.00%:  has made me all mor
  22150 0.00%:  at least has made me a true
  22151 0.00%:  has made me come to care
  22152 0.00%:  has also led me to n
  22153 0.00%:  close that
  22154 0.00%:  nerds are the c
  22155 0.00%:  means more to us all than a mere ac
  22156 0.00%:  sad me
  22157 0.00%:  does that to us at all
  22158 0.00%:  turns me on to a real
  22159 0.00%:  tells us that no one dream can
  22160 0.00%:  nerds can tell me that one!)
  22161 0.00%:  has made me more as
  22162 0.00%:  has sent me on a tear
  22163 0.00%:  can tell me not to read
  22164 0.00%:  has arm
  22165 0.00%:  tells us that a too
  22166 0.00%:  means a lot to the true man)
  22167 0.00%:  means more to me than cans are
  22168 0.00%:  has also led to re
  22169 0.00%:  has told me no else
  22170 0.00%:  or am
  22171 0.00%:  has led me to er
  22172 0.00%:  also att
  22173 0.00%:  rule stats
  22174 0.00%:  sure teach
  22175 0.00%:  sell out
  22176 0.00%:  has sure made me a lot clear
  22177 0.00%:  tells us not to hear
  22178 0.00%:  means a lot on the scale
  22179 0.00%:  has made me to learn to
  22180 0.00%:  has sure made me lame!)
  22181 0.00%:  lets us do more than treat
  22182 0.00%:  rules are so not a
  22183 0.00%:  used to call me one name!)
  22184 0.00%:  does the same to all man
  22185 0.00%:  means more to me than care and
  22186 0.00%:  tells me not to act as
  22187 0.00%:  tells us) that no man
  22188 0.00%:  tells me) dreams are too
  22189 0.00%:  also told me that a sent
  22190 0.00%:  means so much to me and cat
  22191 0.00%:  and ant
  22192 0.00%:  males us
  22193 0.00%:  one dream
  22194 0.00%:  leads us to a more clear
  22195 0.00%:  has led me to eat a
  22196 0.00%:  read too
  22197 0.00%:  tells us no one can dream that
  22198 0.00%:  name sure
  22199 0.00%:  that done
  22200 0.00%:  does ham
  22201 0.00%:  terms seem
  22202 0.00%:  score thus
  22203 0.00%:  means more to us all than meet and
  22204 0.00%:  has come to me as clean and true
  22205 0.00%:  rule color
  22206 0.00%:  must some
  22207 0.00%:  has made a real one out
  22208 0.00%:  tells me to) eat meat
  22209 0.00%:  tells us that one c
  22210 0.00%:  means more to me than a crude!)
  22211 0.00%:  ends more
  22212 0.00%:  also made me late to eat
  22213 0.00%:  dream state
  22214 0.00%:  has no real need to rule
  22215 0.00%:  has cost me more luc
  22216 0.00%:  has made me real mean on
  22217 0.00%:  tells me no one can hear us at
  22218 0.00%:  thus sec
  22219 0.00%:  tells me to turn the car
  22220 0.00%:  can hunt
  22221 0.00%:  has a lot more dust
  22222 0.00%:  real score
  22223 0.00%:  means more to me as a cat
  22224 0.00%:  means more to me than nerds at a
  22225 0.00%:  means a lot to us at the car
  22226 0.00%:  most des
  22227 0.00%:  tells me to) trust
  22228 0.00%:  has made me some one
  22229 0.00%:  means more to us all than eat
  22230 0.00%:  means more to me than a lat
  22231 0.00%:  has made a real to
  22232 0.00%:  means more to us all than a mere act
  22233 0.00%:  can do more than)
  22234 0.00%:  can tell me more and more)
  22235 0.00%:  has made me a more earn
  22236 0.00%:  tells us that no one made a
  22237 0.00%:  then meets
  22238 0.00%:  done cause
  22239 0.00%:  means more to me than a car and
  22240 0.00%:  tells me that a 
  22241 0.00%:  tells us that a corn
  22242 0.00%:  tells me that men are on
  22243 0.00%:  has made me a real loose
  22244 0.00%:  tells me a man has no
  22245 0.00%:  modem
  22246 0.00%:  has also made me late on rent!)
  22247 0.00%:  does not care that 
  22248 0.00%:  has made me tame!)
  22249 0.00%:  also cre
  22250 0.00%:  can scar
  22251 0.00%:  has sure made me late!)
  22252 0.00%:  has come to a start
  22253 0.00%:  also made me a late
  22254 0.00%:  and truth are so el
  22255 0.00%:  tells me that) un
  22256 0.00%:  has done me out)
  22257 0.00%:  has areas
  22258 0.00%:  means a lot more than sn
  22259 0.00%:  on s
  22260 0.00%:  olds
  22261 0.00%: ) roll
  22262 0.00%:  holds rare
  22263 0.00%:  and the arts are at one
  22264 0.00%:  means cur
  22265 0.00%:  name canon
  22266 0.00%:  and notes
  22267 0.00%:  sure t
  22268 0.00%:  has made a real loser out me)
  22269 0.00%:  tells me to do the smart
  22270 0.00%:  also ham
  22271 0.00%:  has made me learn to learn!)
  22272 0.00%:  alone has made me a cent
  22273 0.00%:  eat all
  22274 0.00%:  has sure made me one cant
  22275 0.00%:  nerds can use that at
  22276 0.00%:  means more to me than real cl
  22277 0.00%:  has made me a more cor
  22278 0.00%:  nerds can learn a lot)
  22279 0.00%:  can tell us more than dream
  22280 0.00%:  tells us no more than dream
  22281 0.00%:  dates short
  22282 0.00%:  sure these
  22283 0.00%:  eat heart
  22284 0.00%:  told these
  22285 0.00%:  alone has made me true as
  22286 0.00%:  means a lot to me and ner
  22287 0.00%:  tells us that man can eat man!)
  22288 0.00%:  does she
  22289 0.00%:  tells us that a dream!)
  22290 0.00%:  as a tool and as
  22291 0.00%:  can teach us a lot and let
  22292 0.00%:  and art are not the same same
  22293 0.00%:  leads us to the one real
  22294 0.00%:  has done me one small turn
  22295 0.00%:  tells us not to end an
  22296 0.00%:  tales don
  22297 0.00%:  has ruled me once) more
  22298 0.00%:  has not made me rule
  22299 0.00%:  means more to me than a true)
  22300 0.00%:  tells me that a t
  22301 0.00%:  made teeth
  22302 0.00%:  as canon
  22303 0.00%:  march doesn
  22304 0.00%:  and the arts are at least 
  22305 0.00%:  that does not let me run
  22306 0.00%:  has made me a ner
  22307 0.00%:  cheer as
  22308 0.00%:  rest not
  22309 0.00%:  at least lets me c
  22310 0.00%:  means mad
  22311 0.00%:  turns me on and the more
  22312 0.00%:  tells us that no man made
  22313 0.00%:  nerds can use that on
  22314 0.00%:  has made me true to a
  22315 0.00%:  tells us that men can no more re
  22316 0.00%:  class need
  22317 0.00%:  has made me some tr
  22318 0.00%:  has cost me a near
  22319 0.00%: ne
  22320 0.00%:  rule om
  22321 0.00%:  has also made me more luc
  22322 0.00%:  does that to us real men)
  22323 0.00%:  turns me on and all that!)
  22324 0.00%:  has a lot more cr
  22325 0.00%:  means a lot to us and)
  22326 0.00%:  tells me not to turn a
  22327 0.00%:  has at last come and
  22328 0.00%:  can moon
  22329 0.00%:  does sue
  22330 0.00%:  us all
  22331 0.00%:  can do that to a sense
  22332 0.00%:  has led me to a cr
  22333 0.00%:  and truth are also at an
  22334 0.00%: ) does that mean to
  22335 0.00%:  can lead us to more real
  22336 0.00%:  made much
  22337 0.00%:  has test
  22338 0.00%:  does that to me t
  22339 0.00%:  means more to me than a dut
  22340 0.00%: ) data
  22341 0.00%:  used to call me the name!)
  22342 0.00%:  has made me at least an
  22343 0.00%:  not those
  22344 0.00%:  has cost me one real dream
  22345 0.00%:  uses mat
  22346 0.00%:  has made me alone to
  22347 0.00%:  means to me all that comes
  22348 0.00%:  sure has made me react a lot)
  22349 0.00%:  do these
  22350 0.00%:  means a lot more than a man!)
  22351 0.00%:  hates us all men
  22352 0.00%:  can tell me not to use
  22353 0.00%:  alone ste
  22354 0.00%:  needs sh
  22355 0.00%:  means a lot to me than mere
  22356 0.00%:  has made me cruel to a
  22357 0.00%:  means a lot to us at the dance
  22358 0.00%:  has at least made clear to me to
  22359 0.00%:  that use
  22360 0.00%:  has told me a total
  22361 0.00%:  tells me that) no one dreams
  22362 0.00%:  other names
  22363 0.00%:  has made me a team
  22364 0.00%:  leads me to a more en
  22365 0.00%:  has at least one name to
  22366 0.00%:  has not made me some
  22367 0.00%:  tells me that) dreams come to
  22368 0.00%:  alone has made me a lo
  22369 0.00%:  and mour
  22370 0.00%:  has seen me out on a
  22371 0.00%:  means more to me than an arse
  22372 0.00%:  has lead me to some tr
  22373 0.00%:  tells us to eat more car
  22374 0.00%:  or solar
  22375 0.00%:  tells me) that true
  22376 0.00%:  and math are at least one more
  22377 0.00%:  tells us that men are not) made
  22378 0.00%:  tells us that) en
  22379 0.00%:  and art are also the same!)
  22380 0.00%:  can tell me that a met
  22381 0.00%:  has sure made me real cool!)
  22382 0.00%:  has made me learn to count!)
  22383 0.00%:  or as
  22384 0.00%:  theme can
  22385 0.00%:  that er
  22386 0.00%:  that made me a mere
  22387 0.00%:  can at least teach me to mour
  22388 0.00%:  tells us that men are not made)
  22389 0.00%:  most und
  22390 0.00%:  has led me to a rare state
  22391 0.00%:  tells us that) on
  22392 0.00%:  that leads to a more en
  22393 0.00%:  can at least teach us one real
  22394 0.00%:  and truth are so all
  22395 0.00%:  sure has made me learn a lot to
  22396 0.00%:  nerds can holla at me)
  22397 0.00%:  a rare
  22398 0.00%:  sure has made me a lot n
  22399 0.00%:  means more to a man than sl
  22400 0.00%:  has a lot more meat
  22401 0.00%:  smart me
  22402 0.00%:  alone has made me a turn
  22403 0.00%:  means to me that all dreams are un
  22404 0.00%:  and art are not all that un
  22405 0.00%:  tells me no man can dream
  22406 0.00%:  sure has made me on
  22407 0.00%:  used to call me on that
  22408 0.00%:  comes each
  22409 0.00%:  has made me a loser am
  22410 0.00%:  and math are cool as
  22411 0.00%:  score three
  22412 0.00%:  alone has made me a man so
  22413 0.00%:  means more to us than a medal
  22414 0.00%:  and the arts can no more
  22415 0.00%:  tells me that a man can dance
  22416 0.00%:  has made me clear!)
  22417 0.00%:  nerds are) not
  22418 0.00%:  nerds are) not the
  22419 0.00%:  means t
  22420 0.00%:  does not tell us that re
  22421 0.00%:  tells me that man can dream
  22422 0.00%:  has made me a cre
  22423 0.00%:  soon and
  22424 0.00%:  has made me real cur
  22425 0.00%:  has a lot more drama
  22426 0.00%:  has calm
  22427 0.00%:  uses mad
  22428 0.00%:  tells me that a true man doesn
  22429 0.00%:  tells us that one can eat!)
  22430 0.00%:  has dealt me a rare one!)
  22431 0.00%:  has led me to eat lots
  22432 0.00%:  can tell us that at
  22433 0.00%:  names em
  22434 0.00%: ) heads
  22435 0.00%:  has come to me true
  22436 0.00%:  has at least made one man not
  22437 0.00%:  done meets
  22438 0.00%:  has made me a steel
  22439 0.00%:  has tout
  22440 0.00%:  that term
  22441 0.00%: ) has done me an
  22442 0.00%:  tells me that no more meat
  22443 0.00%:  does not tell the true!)
  22444 0.00%:  dreams cut
  22445 0.00%:  tells us that an atom can no
  22446 0.00%:  sure has made me a neat
  22447 0.00%:  alone has made me crust
  22448 0.00%:  has card
  22449 0.00%:  tells us not to act!)
  22450 0.00%:  can tell me that mon
  22451 0.00%:  has made me alone at last)
  22452 0.00%:  uses mar
  22453 0.00%:  has told me to) let
  22454 0.00%:  tells me that) men are no
  22455 0.00%:  means a lot and not
  22456 0.00%:  come more
  22457 0.00%:  means a lot to me at the ends
  22458 0.00%:  turns me on to the real!)
  22459 0.00%:  lets us learn more than one!)
  22460 0.00%:  names ruled
  22461 0.00%:  means a lot to us am
  22462 0.00%:  also ner
  22463 0.00%: ) er
  22464 0.00%:  theme not
  22465 0.00%:  has sure made a meal
  22466 0.00%:  used to call me that some
  22467 0.00%:  means a lot to us that can
  22468 0.00%:  must held
  22469 0.00%:  has set me a lot!)
  22470 0.00%:  tells me not to date an
  22471 0.00%:  tells me that a un
  22472 0.00%: ) chose
  22473 0.00%:  not re
  22474 0.00%:  tells me to) trust me on
  22475 0.00%:  cult!)
  22476 0.00%:  tells us) that one can
  22477 0.00%:  made rules
  22478 0.00%:  means to me more than real!)
  22479 0.00%:  has also made me an e
  22480 0.00%:  not heart
  22481 0.00%:  means more to me and can
  22482 0.00%:  means a lot to me as a m
  22483 0.00%:  teams lost
  22484 0.00%:  comes head
  22485 0.00%:  hates me at least
  22486 0.00%:  hates me at least once
  22487 0.00%:  star dream
  22488 0.00%:  has made me) let
  22489 0.00%:  men came
  22490 0.00%:  at least has made me learn not
  22491 0.00%:  means more to us all that a
  22492 0.00%:  means more to us all that a mere
  22493 0.00%:  has made me a loose man
  22494 0.00%:  tells us that to one
  22495 0.00%:  cures a cold heart!)
  22496 0.00%:  has seen me on a
  22497 0.00%:  has seen me on a lot
  22498 0.00%:  has seen me on a date
  22499 0.00%:  hates me some real
  22500 0.00%:  seems em
  22501 0.00%:  means a lot to us at the ne
  22502 0.00%:  tells us not to) eat each
  22503 0.00%:  and art are not at each
  22504 0.00%:  has made me a man sure
  22505 0.00%:  has led me to start to
  22506 0.00%:  also round
  22507 0.00%:  so mon
  22508 0.00%:  has cost me more)
  22509 0.00%:  has no use at all and
  22510 0.00%:  rule cards
  22511 0.00%:  tells us) that men
