YOUR IDEA OF HAPPINESS IS LOWERED EXPECTATIONS?
79.70%:  YOU
0.01%:  ONE DAY IS THE ISSUE
0.01%:  PRETEND YOU ARE OLD SO
0.01%:  YOUR LIFE HAS AN
0.01%:  YOUR LIFE HAS AN END DATE
0.01%:  WHEN YOU ARE OLDER AND POPS
0.01%:  WHAT PROFESSION DO YOU SLEEP AND
0.01%:  WE LEARNED TO
0.01%:  YOU DESIRE A LIFE SP
0.02%:  YOU DESIRE A LIFE SPENT IN
0.01%:  WHAT IS YOUR RESPONSE? A
0.01%:  WHAT IS YOUR RESPONSE? A LIFE
0.01%:  WE ARE THE ONLY DINOSAURS A
0.01%:  FAR NO ONE HAS SAID LET
0.01%:  THIS IS YOUR NEW ASP
0.01%:  YOU PROPOSE THE WINNER
0.01%:  WHAT ELSE IS YOUR IDEA
0.01%:  WE ARE OLD AND ON
0.01%:  WHAT PROFESSION IS A DIN
0.01%:  IS ONE DAY A
0.01%:  YOU WISH TO SPEND A PROF
0.01%:  WHEN ARE OLDER DINOS SUP
0.01%:  FEW PLANS
0.01%:  PERHAPS YOU ARE NOT AS OLD
0.01%:  WHEN A DINOSAUR IS STOPP
0.01%:  AS SOON AS YOU ARE OLDER THEN IF
0.01%:  YOU ARE A PERSON WITH ONE IDEA
0.01%:  A FEW PEOPLE SAY
0.01%:  THERE IS AN UPS
0.01%:  THERE IS AN UPSIDE FOR
0.01%:  DO YOU WANT FRIED OR PLA
0.01%:  WHAT IF YOU ARE OLD AND SORE IN
0.01%:  YOU ARE AN OLDER TOD
0.01%:  IF YOU ARE SO PASSIONATE HOW
0.01%:  IT APPEARS YOU ARE FIN
0.04%:  IT APPEARS YOU ARE FINISHED NOW
0.01%:  IF YOU WANNA DATE
0.01%:  YOU WISH TO LOSE IN ORDER
0.01%:  YOUR FINAL WORD IS THE
0.01%:  HOW DOES A DINOSAUR EXPECT TO PAY
0.01%:  WE L
0.02%:  WE LOSE FRIENDS
0.02%:  WE LOSE FRIENDS AND
0.01%:  WE LOSE E
0.01%:  WE LOSE FRIENDS AND YOU
0.01%:  WE LOSE AND
0.01%:  WE LOSE OUR
0.01%:  WHAT IS YOUR PLAN ON A
0.01%:  YOU AND I ARE OPPOSITES NOW I
0.01%:  YOU AND I ARE OPPOSITES NOW I SEE
0.01%:  WHISTLE IF YOU ARE PASS
0.01%:  WHISTLE IF YOU ARE PASSED
0.01%:  YOU FEEL STORED
0.01%:  THERE ARE NO LESSONS I
0.01%:  IN OTHER WORDS YOU PISSED ON
0.01%:  THOSE ARE YOUR PLANS? AND IF
0.01%:  SAY ETHEREAL SOUND
0.01%:  HAPPINESS IS FOR OLDER
0.01%: ? THERE IS NO PROOF YOU
0.01%:  I HOPE YOU LEARN TO FIND
0.01%:  WHAT IF YOU ARE ON SALE
0.01%:  I HEARD YOU WERE NO
0.01%:  IF YOU WANNA SEE THIS
0.01%:  IS YOUR LIFE END
0.01%:  ONE DAY AS WE DIE
0.01%:  DO YOUR FRIENDS WHIS
0.01%:  THEN I SUPPOSE ONLY
0.01%:  DO YOU PROPOSE THERE IS A
0.01%:  I HOPE YOU ARE NOT AS
0.01%:  INSTEAD OF YOUR ASP
0.01%:  ONE DAY WE NEED
0.01%:  YOU PROPOSE WE HASS
0.01%:  EITHER YOU PLAN
0.01%:  IS YOUR FINAL ANSWER AS
0.01%:  WHAT? DOES YOUR LIFE PASS
0.01%:  YOUR IDEA OF HAPPINESS IS TRA
0.01%:  HOW SOON IS ONE
0.01%:  HOW SOON IS ONE DAY LATER
0.01%:  WHAT IF ON YOUR DEAD
0.01%:  WE SPEND OUR DAY
0.01%:  YOU EXPECT TO SLEEP ON A
0.01%:  IF YOU ARE OLD AND STOR
0.01%:  DO YOU NEED A SPOT OF
0.01%:  DO YOU NEED A SPOT OF HELP
0.01%:  THOSE ARE YOUR FEELS NOW
0.01%:  IS THERE A LESS
0.01%:  FEW PEOPLE SAY IT
0.01%:  YOU ARE PLEASED TO SPEND A
0.01%:  HOW DO YOU PLAN TO PRES
0.01%:  YOU ARE EITHER DIS
0.01%:  AS OPPOSED TO LIFE AS WE
0.01%:  WHERE DO YOU LIE
0.01%:  WE ARE OPPOSITES IN OLDER
0.01%:  HOW DOES ONE END
0.02%:  HOW DOES ONE END UP STO
0.01%:  HOW DOES ONE END UP AS
0.01%:  ARE WE THE ONLY DINOS
0.01%:  YOU ARE INSTEAD AS
0.01%:  THIS IS YOUR FINAL PRO
0.01%:  DO I NEED TO PREPARE YOU NOW
0.01%:  IN THE END WE RE
0.01%:  IN THE END WE REAP
0.01%:  IF YOU ARE OLDER AND ONE IS
0.01%:  WHISTLE SOUND
0.01%:  YOU AND I ARE INSTEAD WISH
0.01%:  DEATH IS YOUR FINAL
0.01%:  DEATH IS YOUR FINAL ANSWER
0.01%:  NEITHER OF US ARE PASS
0.01%:  YOU SATISFIED PEOPLE WHO
0.01%:  THEN YOUR PLAN IS FOR
0.01%:  IN TWO YEARS PEOPLE ARE
0.01%:  IF I WAS A SUPER
0.01%:  YOU ARE A LIT
0.01%:  WHAT PROFESSIONS DO YOU AND I
0.01%:  IT APPEARS YOU WIN AND
0.01%:  IT APPEARS YOU WIN AND I LOSE?
0.01%:  YOUR FATHER
0.01%:  IF THERE ARE NO PLANS YOU
0.01%:  AS YOU DIE ALONE WITH
0.01%:  I UNDERSTAND WHY PEOPLE OF
0.01%: ? DOES YOUR PLAN FOR
0.01%:  IF I SHOULD PASS AWAY ONE
0.01%:  WHAT IF PEOPLE RA
0.04%:  WHAT IF PEOPLE RAISE YOU
0.01%:  WHAT IF PEOPLE RAISED
0.02%:  WHAT IF PEOPLE RAISED YOU
0.01%:  WHAT IF PEOPLE RAISE YOU ON
0.01%:  WHAT IF PEOPLE RAISE YOU AND
0.01%:  WHAT IF PEOPLE RAISE YOUR
0.01%:  WHAT IF PEOPLE RAISE YOU AS
0.01%:  WHAT IF PEOPLE RAISE YOUR EXPECT
0.01%:  THE LESSER YOU ASP
0.01%:  I HOPE YOU LEARN A FEW
0.01%: ? HOW DOES YOUR LIFE END
0.01%:  WHAT DOES YOUR PR
0.01%:  WHERE DO I SEND YOUR STOP
0.01%:  NOW YOU ARE AN OLDER TE
0.01%:  IF YOU WERE AN OLD PERSON DOES
0.01%:  YOU ONE
0.01%:  WHAT PROFESSION ARE YOU IN ELSE
0.01%:  YOU WISH FOR ELD
0.01%:  DO YOU WANNA SEE FOOT
0.01%:  I REAL
0.01%:  YOU PREFER THE EAS
0.01%:  YOU PROPOSE WE ARE IN THIS
0.01%:  WHAT DOES A SENIOR DIN
0.01%:  NOW YOU ARE END
0.01%:  YOUR PLAN IS TO EARN AS
0.01%:  YOU PREFER A SLOW AND STE
0.01%:  WHAT IS ONE REASON PEOPLE
0.01%:  THIS IS YOUR LIFE ASP
0.01%:  IN A SENSE YOU ARE DEAD FIRST
0.01%:  AS SOON AS WE ARE OLDER YOU FIND
0.01%:  YOUR ONE IDEA FOR HOW
0.01%:  IF YOU WERE TO DISAPPEAR IN A HOLE
0.01%:  NOW YOU ARE OLD IN
0.01%:  IF YOU ARE OLD AND RE
0.01%:  DESPITE YEARS OF PERSONAL
0.01%:  YOU PROPOSE IS
0.01%:  YOU PROPOSE THIS IS A NON
0.01%:  YOUR HOPES AND EXPECTATIONS ARE SOLID
0.01%:  IT APPEARS WE SHARE ONE
0.01%:  YOU AND I SHARE
0.01%:  YOU DID NOT LEARN WH
0.01%:  NOW YOU ARE OLD FASHION
0.01%:  DO YOU SEE HOW ONE IS
0.01%:  WHAT IS YOUR PLAN FOR NE
0.01%:  YOUR ANSWER IS THIS LIFE
0.01%:  YOUR IDEA OF HOW
0.01%:  IF YOU WERE ASS
0.01%:  YOURS IS A LIFE WITH NO REASON
0.01%:  HOW DOES IT SE
0.01%:  IF YOU HAPPEN TO SEE AN OLD ASS
0.01%:  WHAT IF ONE DAY PRO
0.01%:  WHOSE SIDE ARE YOU ON? I
0.01%:  SAY WEE
0.01%:  IF YOU ARE OLD IT DOES
0.01%:  YOU DO WISH ON
0.01%:  IF YOU WAN
0.01%:  WHAT IF YOU ARE AN IDLE
0.01%:  WHAT IF YOU ARE AN IDLE PERSON
0.01%:  YOU ARE A F
0.01%:  ONE DAY TWO DINOSAURS OF
0.01%:  FAR WE ARE STAND
0.01%:  YOUR IDEA FOR HAPPINESS IS TO L
0.01%:  WHEN DO I SEE YOUR TED
0.01%:  I WOULD PREFER TO DO
0.01%:  WHAT ARE YOU ENDLESS
0.01%:  HOW DO YOU PLAN TO FIND A S
0.01%:  YOUR IDEAL IS A
0.01%:  WHAT PROFESSION DOES YOUR IND
0.01%:  IT WAS PRE
0.01%:  THE PROFESSION YOU IN
0.01%:  I SEE YOUR POINT AND
0.01%:  YOU ARE TRAPPED IN ONE
0.01%:  IN LIEU OF A PROPER
0.01%:  WHAT IF YOU NEED AN AL
0.01%:  I HOPE YOU FEEL ST
0.01%:  INSTEAD OF YOUR OWN PASS
0.01%:  LISTEN FOR
0.01%:  IF YOU STOP PED
0.01%:  I HEAR YOU ARE AN EN
0.01%:  HOW DOES YOUR PANTS FEEL
0.01%:  IN THE END YOU WERE A DIS
0.01%:  AS AN OLDER PERSON IT IS
0.01%:  ONE OF US DIES OLDER
0.01%:  ONE OF US DIES OLDER THAN
0.01%:  WE ARE SUPPOSED TO RIDE
0.01%:  WHAT IF YOUR A
0.01%:  NOW YOU ARE SE
0.01%:  ARE YOU HAPPINESS NOW OR
0.01%:  DO YOU WANT A DEAL OR NO
0.01%:  I HOPE WE ARE FRIENDS SOON
0.01%:  IF THERE WAS A DAY
0.01%:  INSTEAD OF NURSES WE ARE
0.01%:  WHATS YOUR LINE?
0.01%:  IF THERE IS AN OLDER YOU AND I
0.01%:  WHAT IF YOU ARE A LE
0.01%:  WHAT IF YOU ARE A LEPRE
0.01%:  I HOPE YOU FAIL AND DIE
0.01%:  IN ONE LIFE YOU WERE
0.01%:  WHAT IS YOUR PROFESSION? AL
0.01%:  WHAT IS YOUR PROFESSION? ALIEN
0.01%:  YOU SEE? THERE IS NO WIN FOR
0.01%:  THEN YOU ARE OLD NOW?
0.01%:  WHEN DO YOU STOP PRA
0.01%:  DO WE NEED TO SPE
0.01%:  NOW YOU ARE ALSO DEST
0.01%:  IN YOUR FANTASIES WE ARE OLD D
0.01%:  YOU ASPIRE TO A LIFE AS
0.01%:  HOW ARE YOUR PLANS AT
0.01%:  WHISTLE UP FOR
0.01%:  INSTEAD YOU REWARD
0.01%:  IS ANYONE ELSE TIRED OF HIS
0.01%:  INSTEAD WE HOPE
0.01%:  INSTEAD WE HOPE YOU LEARN
0.01%:  INSTEAD WE HOPE YOU ARE
0.01%:  INSTEAD WE HOPE YOU REAL
0.01%:  INSTEAD WE HOPE YOU DON
0.01%:  WHAT IF YOU ARE PISS POOR AND DIE
0.01%:  YOU PROPOSE THIS IS AN IDEAL AND
0.01%:  HOW ARE YOU DEFINED AS AN
0.01%:  ARE YOU IN FOR TON
0.01%:  YOU PROPOSE WASH
0.01%:  WEIRD TO SEE YOU SO SER
0.01%:  WHAT IF YOUR ROLE IS
0.01%:  YOUR ASPIRATIONS LINE
0.01%:  HOW DID YOU LOSE?
0.01%:  YOU WISH TO PONDER IN
0.01%:  PERHAPS YOU ARE WISE TO EXPECT SO
0.01%:  PERHAPS YOU ARE WISE TO DO
0.01%:  WHAT IF YOU ARE INDOOR
0.01%:  SOON AFTER YOU ARE ONE
0.01%:  YOU EXPECT TO SPEND LIFE AS AN
0.01%:  INSTEAD OF A DINOSAUR WHERE
0.01%:  THE REASON YOU P
0.01%:  WHAT IF I DRESS AS A DIN
0.01%:  LOUD AND SO PRO
0.01%:  WE ARE SUPPOSED TO ARE
0.01%:  YOU ARE AN ALIEN WITH
0.01%:  ARE YOU OLDER NOW AND
0.01%:  NOW YOU ARE REST
0.01%:  WHAT? YOU ARE S
0.01%:  WHISPERS ARE
0.01%:  YOU PROPOSE WE ARE LEFT
0.01%:  HOW OLD ARE YOU AS STO
0.01%:  LAND YOUR
0.01%:  WHAT IN YOUR OLD
0.01%:  YOU PREFER TO SWEEP
0.01%:  WHAT DO YOU NEED IN A PROFESSOR
0.01%:  NOW THE OLDER PERSON IS US
0.01%:  WHAT ON
0.01%:  PERHAPS YOU WERE S
0.01%:  IF YOU DESIRE HAPPINESS DON
0.01%:  YOU PREFER LOW EXPECTATIONS AND SEE
0.01%:  YOUR ENTIRE LIFE IS A HOPES
0.01%:  WHAT IS YOUR IDEA OF A REL
0.01%:  WHAT IF YOU ENDED ON
0.01%:  YOU NEED TO SPEND HALF A
0.01%:  IN THE YEAR
0.01%:  ONE DAY IS THE PLAN
0.01%:  WHAT PROFESSION DID YOU SEAL
0.01%:  THE PEOPLE YOU DIS
0.01%:  WHEN YOU ARE OLDER DO T
0.01%:  YOUR HOPES FOR A
0.01%:  DO YOU PLAN TO DROP
0.01%:  YOUR IDEA OF HAPPINESS IS A WORD
0.01%:  YOU SEE? THE LESSON
0.01%:  YOU WISH FOR A STOLEN
0.01%:  WHAT IS YOUR FEAR
0.01%:  YOU ARE LESS THAN I
0.01%:  YOU ARE NOT SAD WHEN OLD
0.01%:  I WISH UPON ONE DAY
0.01%:  IT APPEARS ANYONE WHO
0.01%:  AFTER YOU ARE 
0.01%:  IF YOU WERE AN OLDER S
0.01%:  IF PEOPLE ARE WHAT
0.01%:  IF PEOPLE ARE WHAT YOU DO
0.01%:  NOW YOUR LIFE ASPIRATIONS IS
0.01%:  I SUPPOSE A LIFE IS
0.01%:  YOU PROPOSE WE ARE A
0.01%:  YOUR LAST WORD AS
0.01%:  IN ORDER TO HAPP
0.07%:  IN ORDER TO HAPPINESS
0.10%:  IN ORDER TO HAPPINESS YOU
0.02%:  IN ORDER TO HAPPINESS WE
0.01%:  WHAT IF ONE DAY DINOSAURS SP
0.01%:  INSTEAD OF SWORDS
0.01%:  ONE DAY I HOPE TO DIE
0.01%:  EAR
0.01%:  I WOULD DIE FIRST
0.01%:  WHEN YOU ARE OLDER AND A SPO
0.01%:  FOR OLD
0.02%:  FOR OLDER YOU
0.01%:  I HEARD YOU NEED A PRET
0.01%:  YOU PROPOSE THIS IDEA IS A
0.01%: ? I SUPPOSE THIS
0.01%:  YOU PRETEND FOR A
0.02%:  YOU PRETEND FOR A WHILE
0.01%:  YOU LIE DOWN AND PASS
0.01%:  YOU WANNA PILE
0.01%:  IF YOU SEE AN OLD DINO WH
0.01%:  I HOPE YOU DO NOT DIE IN
0.01%:  YOU ARE AN ELDER WITH
0.01%:  WHEN DOES YOUR RE
0.01%:  YOU NEED TO SLEEP AND
0.01%:  HOW DOES YOUR SELF
0.01%:  WHEN YOU ARE OLDER AS I POINT
0.01%:  OLD AND YET SO WIS
0.01%:  YOU DID NOT REALISE WHEN
0.01%:  I PROPOSE AN ALTERN
0.01%:  WHAT IF YOU ARE INDOORS? PEOPLE
0.01%:  WHO ENDS UP SAT
0.04%:  WHO ENDS UP SATISFIED IN
0.01%:  WHEN OLDER DINOS
0.01%:  NOW YOU ARE PL
0.01%:  WHAT IF PEOPLE DIE SOON AND YOU ARE
0.01%:  INSTEAD I HOPE YOU DO
0.01%:  I SUPPOSE IT IS ONE DAY WE ARE
0.01%:  IN YOUR WORLD IS
0.01%:  THE ONLY PROFESSION WE ARE DIS
0.01%:  FAR NO ONE SAYS
0.01%:  YOU ARE THE PERSON WE DON
0.01%:  YOUR IDEA OF HAPPINESS IS TO DIE?
0.01%:  YOU DARE TO WISH FOR A LESS
0.01%:  I HEAR YOU NOW NEED
0.01%:  WHAT IF YO
0.01%:  NOW YOU ARE ALSO A SENT
0.01%:  I SHOULD SPEND A FEW YEARS NOT
0.01%:  I NEED TO PLAN AHEAD?
0.01%:  ONE DAY IF WE HAPPEN TO DIE
0.01%:  WHEN YOU ARE OLDER AND I TOO I
0.01%:  WHEN YOU ARE OLD IS IT A
0.01%:  YOU ARE WORSE THAN I EXPECTED AND
0.01%:  YOU ARE AN ANT
0.01%:  THEN AS YOU ARE OLD
0.02%:  THEN AS YOU ARE OLDER AND
0.01%:  THEN AS YOU ARE OLD AND
0.01%: ? THE WORLD NEEDS YOU
0.01%:  I SUPPOSE I NEED TO REAL
0.01%:  WHISTLES ARE FOR YOU
0.01%:  WHISTLES ARE FOR YOU AND
0.01%:  IT IS YOU WHO DIES
0.02%:  IT IS YOU WHO DIES ALONE
0.03%:  IT IS YOU WHO DIES ALONE AND
0.01%:  HOW ARE YOU EXPECTED TO AP
0.01%:  I DO NOT SAY
0.01%:  ONE DAY THE DINOSAUR WAS
0.01%:  WHERE IS YOUR ONE
0.01%:  NOW YOU ARE PRONE
0.01%:  YOU SAID EARLIER WHEN I SAID
0.01%:  YOUR HOPES REST ON A
0.01%:  YOU WIN AND I LOSE A
0.01%:  YOU PREPARE TO FAIL NOW SO
0.01%:  WHAT IF ONE DAY I DES
0.02%:  WHAT IF ONE DAY I DESPER
0.01%:  THEN YOU AND I ARE SWAP
0.01%:  IT DOES HAPPEN ONLY
0.01%:  ARE WE PRETEND
0.01%:  ONE DAY AS OLD STO
0.01%:  YOU WISH FOR PET
0.01%:  WHEN YOUR LIFE IS A SERIES
0.01%:  RUDE OF
0.01%:  I LEARNED THERE
0.01%:  INSTEAD OF WHEN YOU ARE A
0.01%:  WHAT ARE OUR LESSONS?
0.01%:  I HOPE TO
0.01%:  I HOPE TO SEE
0.03%:  I HOPE TO SEE YOU IN
0.02%:  I HOPE TO SEE YOU IN PERSON
0.02%:  I HOPE TO SEE YOU ONE
0.01%:  I HOPE TO SEE YOU ON
0.01%:  I HOPE TO SEE YOU IN A
0.01%:  I HOPE TO SEE YOU REAL
0.01%:  IN OTHER WORDS UNLESS
0.01%:  IF YOU ARE OLDER AND NOT AS WISE
0.01%:  YOU PLA
0.01%:  DESPITE YOUR PER
0.01%:  THERE WAS A PERIOD
0.01%:  THE DRAW
0.01%:  YOU PREFER A PLEASED
0.01%:  INSTEAD OF PURELY
0.01%:  THE IDEA WAS FOR
0.01%:  ARE THERE ANY LIFE
0.01%:  I HEARD YOU WANTED A PROFESSION? I
0.01%:  AND SO FORTH AND
0.01%:  YOU HOPED TO ONE
0.01%:  IF WE SEE YOU AS
0.01%:  IF WE SEE YOU AS AN
0.04%:  IF WE SEE YOU AS AN OLD PERSON
0.04%:  IF WE SEE YOU AS AN OLD STO
0.02%:  IF WE SEE YOU AS AN OLDER
0.03%:  IF WE SEE YOU AS AN OLDER DIN
0.03%:  IF WE SEE YOU AS AN OLDER STO
0.01%:  IF WE SEE YOU AS AN OLD DIN
0.01%:  IN PRAISE OF YOUR NEW
0.01%:  SOON YOU ARE AN OLDER T
0.01%:  AS SOON AS WE ARE OUT
0.01%:  YOU AND I ARE OPPOSITE IN OLD
0.01%:  WE ARE OLDER AND ONE
0.14%:  WE ARE OLDER AND ONE OF US IS HAPPY
0.04%:  WE ARE OLDER AND ONE OF US HAS
0.04%:  WE ARE OLDER AND ONE OF US HAS STO
0.03%:  WE ARE OLDER AND ONE OF US IS A
0.02%:  WE ARE OLDER AND ONE OF US IS HAPPY?
0.01%:  WE ARE OLDER AND ONE OF US IS HAPPY STO
0.01%:  WE ARE OLDER AND ONE OF US IS SAT
0.01%:  WE ARE OLDER AND ONE OF US HAS STOPP
0.01%:  WE ARE OLDER AND ONE OF US IS HAPPY TO
0.01%:  EITHER ONE OF US IS A LI
0.01%:  YOU SIT HERE AND WONDER
0.01%:  I SUPPOSE THERE IS A WOR
0.01%:  HOW ARE YOU DEFINED AS A PERSON? IS
0.01%:  IF YOU WERE A HORSE AND I SAID
0.01%:  IF YOU LEARNED ONE WORD
0.01%:  IF A DINOSAUR DRO
0.01%: ? I HOPE YOUR
0.01%: ? I HOPE YOUR LIFE
0.01%:  NO WONDER YOU FEEL SO
0.01%:  IF YOU ARE SLOW
0.01%:  FAR IT IS YOU WHO IS OLD AND
0.01%:  YOU AND I ARE ON OPPOSITE SH
0.01%:  THEN YOU ARE WE
0.01%:  THEN FOR
0.01%:  WHEN YOU ARE AN E
0.01%:  YOUR IDEA OF HAPPINESS IS TO WAND
0.01%:  EITHER WAY NONE OF US L
0.01%:  YOU WAITED FOR OLD
0.01%:  DOES OUR
0.01%:  WHAT IF YOU ARE AN INE
0.01%: ? DID YOU LEARN THE
0.01%:  WHEN YOU ARE OLDER DONT EXPECT A
0.01%:  YOU WISH TO SPEND AN E
0.01%:  YOU PROPOSE THIS IS AN IDEA WE
0.01%:  IF YOU ARE HAPPIEST NOW
0.01%:  YOU ARE SORT OF EXPECT
0.01%:  SERIOUS? WHY
0.01%:  SERIOUS? WHY DON
0.01%:  SERIOUS? WHY NOT
0.01%:  I ASSURE
0.01%:  THE LESSON IS I
0.01%:  THE LESSON IS I NEED
0.01%:  YOU HAD A PLAN FOR ONE
0.01%:  PASSED OUT ARE
0.01%:  THERE IS NO NEED FOR AP
0.01%:  WHAT ARE PEOPLE IN
0.01%:  SOON AFTER YOU WER
0.01%:  WHEN IS YOUR FINAL EPISODE
0.01%:  YOU ARE AN ODD ONE
0.01%:  YOUR PLAN IS TO EARN PASS
0.01%:  AS AN OLDER PERSON I WISH YOU A
0.01%:  WHEN DO I SAY
0.01%:  INSTEAD YOU PROPOSE FOR
0.01%:  THIS IS YOUR FRIEND D
0.01%: ? YOU NEED FRIENDS
0.01%:  AFTER OLD
0.01%:  FAR YOU ARE EN
0.01%:  WHAT DOES A PERSON DO FOR PLEAS
0.01%:  NEITHER OF US APPE
0.02%:  NEITHER OF US APPEARS
0.01%:  WHO DIED FIRST IN
0.02%:  WHO DIED FIRST IN YOUR
0.01%:  INSTEAD OF ONE DAY P
0.01%:  DOES WH
0.03%:  DOES WHISTLE
0.01%:  DOES WHISTLE SOUND
0.01%:  AS OLDER YOU WISH
0.01%:  THERE IS A PROFESSION? ONLY
0.01%:  IN THE END YOU ARE SW
0.01%:  IN THE END YOU ARE SWAPPED
0.01%:  EITHER WAY PEOPLE AROUND
0.01%:  AS ONE
0.01%:  AS ONE OLD
0.11%:  AS ONE OLDER PERSON
0.02%:  AS ONE OLD PERSON
0.02%:  AS ONE OLDER DIN
0.07%:  AS ONE OLDER DINOSAUR TE
0.05%:  AS ONE OLDER DINOSAUR TO A
0.02%:  AS ONE OLDER DINOSAUR WISH
0.01%:  AS ONE OLDER DINOSAUR WHO
0.01%:  AS ONE OLDER THAN
0.02%:  AS ONE OLDER THAN YOU I
0.01%:  AS ONE OLDER PERSON TE
0.01%:  AS ONE OLDER PERSON WISH
0.01%:  AS ONE OLDER DINOSAUR T
0.01%:  YOU HOPED ON
0.01%:  DO YOU SEE PEOPLE
0.01%:  YOU PROPOSE AS LIFE
0.01%:  ONE OF US IS IN A
0.01%:  WHEN YOU ARE PILE
0.01%:  WHEN YOU ARE OLDER I SPENT
0.01%:  YOU PREFER A PLAN
0.01%:  NOW I SEE YOUR LIFE AS A STO
0.01%:  WE ARE ON OPPOSITE SIDES OF A RID
0.01%:  HOW ARE YOUR PLANS TO DO
0.01%:  HAPPINESS IS INDE
0.01%:  HAPPINESS IS INDEED A
0.01%:  PLEASE DO NOT WISH FOR A
0.01%:  ONE DAY INSTEAD OF WE
0.01%:  YOUR HOPES AND EXPECTATIONS ARE PO
0.01%:  HAPPINESS IS YOUR FINAL WORD
0.01%:  IF YOU ARE ASLEEP NOW
0.01%:  IN ONE DAY OUR
0.01%:  IF ONE DAY WE LEARN
0.01%:  IN OTHER WORDS YOU EXPECT 
0.01%:  THIS EPISODE
0.01%:  WHEN DO YOU PASS
0.01%:  WHAT DO YOU PROPOSE ARE
0.01%:  ARE YOU HEADED FOR A
0.01%:  YOUR WISH IS FOR NONE
0.01%:  WHERE IS YOUR P
0.01%:  WHERE IS YOUR PANTS
0.01%:  ONE DAY PEOPLE IN
0.02%:  ONE DAY PEOPLE IN THEIR
0.01%:  WHAT IF YOU ARE OLD? A
0.01%:  IT HAPPENS YOU ARE AN
0.01%:  INSTEAD OF YOU RE
0.01%:  YOU PROPOSE THE LOSS
0.01%:  YOU PROPOSE TO RAISE EXPECT
0.01%:  YOUR ANSWER IS TO DO NO
0.01%:  IN YOUR IDEA OF HAPPINESS WE ARE TOO
0.01%:  FOR YOUR S
0.01%:  IN OTHERS WORDS YOU FEEL
0.01%:  IF YOU WERE AN OLDER AD
0.01%:  NOW YOU ARE ALSO A PRED
0.01%:  INSTEAD OF OLDER WISE
0.01%:  INSTEAD OF OLDER WISE YOU
0.01%:  YOU LEARNED HOW TO PASS
0.01%:  YOU SEE? THIS ISN
0.01%:  WE ARE SUPPOSED TO FR
0.01%:  WHAT IF YOU ARE OLD AS SOON
0.01%:  INSTEAD YOU ARE REAL
0.01%:  I HEAR YOU LOST A
0.01%:  I HEAR YOU LOST A FRIEND
0.01%:  THIS ONE DAY WE ARE OLD IS
0.01%:  I PROPOSE YOU AND
0.01%:  SOON AFTER YOU S
0.01%:  AS OPPOSED TO WHEN YOU AND
0.01%:  IS THE REAL
0.03%:  IS THE REAL REASON
0.12%:  IS THE REAL REASON YOU DON
0.02%:  IS THE REAL REASON YOU DIDN
0.01%:  IS THE REAL REASON YOU W
0.01%:  ONE OF US IS AN ID
0.01%:  WHAT IF YOU ARE OLD AND PEE
0.01%:  WHEN YOU ARE SAID TO
0.01%:  IF YOU ARE OLDER NOW DOES THIS
0.01%:  YOU LEARNED HOW TO PRO
0.01%:  YOU SEE? I WIN E
0.01%:  YOU WISH FOR PEOPLE TO S
0.01%:  HOW OLD IS ONE YEAR FOR
0.01%:  YOUR LIFE IS STR
0.04%:  YOUR LIFE IS STRIPPED
0.01%:  IS OUR FRIENDSHIP DONE
0.01%:  YOUR PLANS ARE TO IN
0.01%:  WHAT DOES ONE PASS
0.01%:  PERHAPS I WAS TOO
0.01%:  DO YOU EXPECT TO DIE
0.01%:  IF I LEARN HOW TO DO
0.01%:  WHAT IS YOUR OPINION OF RAP
0.01%:  IN THE END YOU SW
0.01%:  IN THE END YOU SWAPPED
0.01%:  EITHER ONE OF US ALREADY
0.01%:  YOU ARE IN NO SHAPE TO SPE
0.01%:  I WISHED UPON A STAR FOR AN
0.01%: ? YOU NEED TO SLEEP
0.01%:  YOU ARE TIRED OF PEOPLE DISS
0.01%:  THEN YOU ARE OLD?
0.01%:  SOON YOU ARE NO
0.01%:  INSTEAD WE SHOULD SNAP
0.01%:  IF WE ARE OLD AND RET
0.01%:  DO YOU PLAN ON STAR
0.01%:  WHAT YOU NEED ARE LESS
0.01%:  WE ARE NOT PRO
0.01%:  WE ARE SUPPOSED TO LIE ON
0.01%:  FAR YOU ARE SO
0.01%:  SHUT
0.01%:  DO YOU WANT FOR
0.01%:  DO YOU WANT FOR PEOPLE
0.01%:  IF YOU ARE AN OLD PERSON THESE
0.01%:  YOU WISH FOR OLDER?
0.01%:  ONE DAY WE SHOULD NOT
0.01%:  YOU WIN IF PEOPLE DIE
0.01%:  PERHAPS IN YOUR OWN
0.01%:  WE ARE THE ONLY ONES OUR
0.01%:  YOU PROPOSE A TREND IN
0.01%:  YOU AND I INTER
0.01%:  YOUR ENTIRE LIFE WAS HOP
0.01%:  THEN I SUPPOSE ONE OF
0.01%:  WHEN YOU ARE OLD AND RATS
0.01%:  YOU DO NOT FEEL EN
0.01%:  NOW YOU ARE NOT SER
0.01%:  I SHOULD PROPOSE
0.01%:  IS YOUR WISH NOT
0.01%:  YOU TWO ARE PRED
0.01%:  IS THERE A PURPOSE IN
0.01%:  THIS IS YOUR IDEA OF A POWER
0.01%: ? THIS IS YOUR PLAN
0.01%:  YOU NEED A NEW ROOF
0.01%:  WHEN YOU ARE NOT FEEL
0.01%:  I SUPPOSE WHISTLE AND I ARE
0.01%:  WHAT IF YOU NEED REIN
